ALO Lidar Data on 20190211

UT (hour) for each column
   0.3000    0.4000    0.5000    0.6000    0.7000    0.8000    0.9000    1.0000    1.1000    1.2000    1.3000    1.4000    1.5000    1.6000    1.7000    1.8000    1.9000    2.0000    2.1000    2.2000    2.3000    2.4000    2.5000    2.6000    2.7000    2.8000    2.9000    3.0000    3.1000    3.2000    3.3000    3.4000    3.5000    3.6000    3.7000    3.8000    3.9000    4.0000    4.1000    4.2000    4.3000    4.4000    4.5000    4.6000    4.7000    4.8000    4.9000    5.0000    5.1000    5.2000    5.3000    5.4000    5.5000    5.6000    5.7000    5.8000    5.9000    6.0000    6.1000    6.2000    6.3000    6.4000    6.5000    6.6000    6.7000    6.8000    6.9000    7.0000    7.1000    7.2000    7.3000    7.4000    7.5000    7.6000    7.7000    7.8000    7.9000    8.0000    8.1000    8.2000    8.3000    8.4000    8.5000    8.6000    8.7000    8.8000    8.9000    9.0000    9.1000    9.2000    9.3000    9.4000    9.5000    9.6000 
Altitudes (km) for each row
   80.000    80.500    81.000    81.500    82.000    82.500    83.000    83.500    84.000    84.500    85.000    85.500    86.000    86.500    87.000    87.500    88.000    88.500    89.000    89.500    90.000    90.500    91.000    91.500    92.000    92.500    93.000    93.500    94.000    94.500    95.000    95.500    96.000    96.500    97.000    97.500    98.000    98.500    99.000    99.500   100.000   100.500   101.000   101.500   102.000   102.500   103.000   103.500   104.000   104.500   105.000   105.500   106.000   106.500   107.000   107.500   108.000   108.500   109.000   109.500   110.000   110.500   111.000   111.500   112.000   112.500   113.000   113.500   114.000   114.500   115.000 

Na Density (cm^(-3))
  1.0234e+01   8.2906e+00   9.2369e+00   1.2065e+01   5.4291e+00   4.0983e+00   1.8581e+01   1.1383e+01   2.6706e+00   2.5189e+00   2.6779e+00   3.2582e+00   2.6216e+00   2.8961e+00   2.5730e+00   2.2368e+00   2.4994e+00   3.0187e+00   3.8395e+00   2.6435e+00   2.2632e+00   2.3879e+00   2.2620e+00   1.9918e+00   2.0064e+00   2.1263e+00   2.4002e+00   2.2106e+00   2.4487e+00   2.1996e+00   2.2295e+00   2.1157e+00   2.1176e+00   2.1003e+00   1.9604e+00   2.0306e+00   2.1152e+00   2.1737e+00   2.0949e+00   1.8545e+00   2.2183e+00   2.2528e+00   2.1226e+00   1.9583e+00   1.6952e+00   2.3035e+00   2.5456e+00   2.4555e+00   2.4335e+00   2.4073e+00   2.3264e+00   1.9812e+00   1.9516e+00   2.0636e+00   1.9809e+00   2.1373e+00   2.2140e+00   2.3193e+00   2.2512e+00   2.0966e+00   2.1709e+00   2.3033e+00   2.2959e+00   2.2626e+00   1.8629e+00   2.1475e+00   2.3293e+00   2.5744e+00   2.1033e+00   1.8300e+00   2.1282e+00   2.0812e+00   1.8013e+00   1.9516e+00   2.0639e+00   2.4187e+00   2.4532e+00   2.2951e+00   2.2770e+00   2.2455e+00   1.8408e+00   1.9694e+00   2.2792e+00   2.1795e+00   2.3374e+00   2.3102e+00   2.1506e+00   1.9956e+00   2.2693e+00   2.1524e+00   2.1925e+00   2.2080e+00   2.2825e+00   2.2158e+00 
  1.6437e+01   1.0641e+01   9.6196e+00   1.3156e+01   4.8866e+00   3.6070e+00   2.1371e+01   1.3228e+01   2.4645e+00   2.7669e+00   2.7087e+00   2.7964e+00   3.0979e+00   3.5530e+00   4.1120e+00   3.1703e+00   2.4883e+00   2.7522e+00   3.9361e+00   2.6572e+00   2.1301e+00   1.6416e+00   1.9975e+00   1.9763e+00   2.1899e+00   2.1197e+00   2.4744e+00   2.1934e+00   2.4002e+00   2.1741e+00   2.1838e+00   2.2910e+00   2.0283e+00   1.8268e+00   1.7872e+00   2.1370e+00   2.2784e+00   2.0471e+00   2.2337e+00   2.0441e+00   2.2338e+00   2.1936e+00   2.2635e+00   2.2174e+00   1.7627e+00   2.1393e+00   2.4948e+00   2.3792e+00   2.6707e+00   2.6369e+00   2.3632e+00   2.2119e+00   2.2211e+00   2.2456e+00   2.1659e+00   2.0210e+00   2.4459e+00   2.1601e+00   2.1127e+00   2.0935e+00   2.2807e+00   2.2053e+00   2.3037e+00   2.2399e+00   1.9890e+00   1.8937e+00   1.9783e+00   2.2134e+00   1.9736e+00   2.0211e+00   2.2328e+00   2.7621e+00   2.2715e+00   1.9412e+00   2.1569e+00   2.4371e+00   2.3607e+00   2.0597e+00   2.1611e+00   2.1733e+00   1.5811e+00   1.6796e+00   1.9299e+00   2.2766e+00   2.4370e+00   2.1293e+00   2.1495e+00   2.5188e+00   2.4663e+00   2.0891e+00   1.9112e+00   2.0081e+00   1.8474e+00   2.2017e+00 
  6.9869e+01   4.0538e+01   2.7547e+01   2.5027e+01   8.5559e+00   4.5063e+00   2.2438e+01   1.4288e+01   8.4205e+00   3.3337e+01   2.8896e+01   9.4059e+00   3.8932e+00   2.4695e+01   4.9158e+01   1.0586e+01   2.7610e+00   2.5198e+00   3.6571e+00   2.4803e+00   1.8513e+00   1.2739e+00   1.8581e+00   2.1129e+00   2.4536e+00   2.7941e+00   2.7876e+00   2.1314e+00   2.3646e+00   2.3633e+00   2.1183e+00   2.4500e+00   2.4529e+00   2.0644e+00   2.0147e+00   2.0721e+00   2.1134e+00   2.0342e+00   2.2491e+00   2.3668e+00   2.3429e+00   1.9861e+00   2.0283e+00   2.4883e+00   2.4946e+00   2.0984e+00   2.0991e+00   2.3199e+00   2.7457e+00   2.8725e+00   2.6175e+00   2.4180e+00   2.1733e+00   2.0421e+00   1.9778e+00   1.9134e+00   2.4716e+00   2.2949e+00   2.2349e+00   1.9788e+00   2.1463e+00   2.0070e+00   2.1026e+00   2.0380e+00   2.1705e+00   2.1136e+00   2.0326e+00   1.8293e+00   1.7677e+00   1.8620e+00   2.0856e+00   2.3348e+00   2.0913e+00   1.9287e+00   2.0767e+00   2.0865e+00   2.1344e+00   2.4857e+00   2.0015e+00   1.9407e+00   1.9309e+00   2.1222e+00   2.1671e+00   2.3848e+00   2.5055e+00   1.7637e+00   1.8495e+00   2.3475e+00   2.2469e+00   2.2519e+00   2.0567e+00   2.2242e+00   2.3414e+00   2.3913e+00 
  2.0514e+02   1.4486e+02   9.5314e+01   4.3318e+01   1.2113e+01   6.3102e+00   2.3447e+01   3.3396e+01   1.4938e+02   2.6229e+02   1.5168e+02   3.6829e+01   7.1362e+01   1.6621e+02   1.5291e+02   2.3457e+01   2.7985e+00   2.7043e+00   3.1547e+00   2.7468e+00   2.4787e+00   1.6468e+00   2.5113e+00   3.8237e+00   4.4792e+00   4.4191e+00   3.7333e+00   5.1688e+00   8.5124e+00   5.9997e+00   3.2885e+00   2.7661e+00   2.6202e+00   2.1800e+00   1.8967e+00   1.8092e+00   1.8270e+00   2.3382e+00   2.3118e+00   2.3626e+00   2.9960e+00   5.6656e+00   7.9376e+00   1.8045e+01   2.4162e+01   1.3242e+01   1.3522e+01   1.9572e+01   1.7235e+01   1.1039e+01   6.4216e+00   3.9090e+00   2.4588e+00   2.0555e+00   1.7373e+00   1.9171e+00   2.2756e+00   2.2282e+00   1.8885e+00   2.2283e+00   2.5587e+00   2.0933e+00   1.9056e+00   1.7548e+00   2.0006e+00   2.3565e+00   2.4871e+00   2.1419e+00   2.0872e+00   2.0213e+00   1.7096e+00   1.5676e+00   1.6917e+00   1.5725e+00   1.7339e+00   2.0478e+00   2.0063e+00   2.4602e+00   2.2866e+00   1.9678e+00   2.3385e+00   2.4159e+00   2.2122e+00   2.2009e+00   2.3108e+00   2.0142e+00   1.7155e+00   1.7718e+00   2.4092e+00   3.0624e+00   2.4500e+00   2.3091e+00   2.2200e+00   2.1437e+00 
  3.7813e+02   2.7883e+02   1.7972e+02   1.0554e+02   7.9134e+01   1.0359e+02   1.7948e+02   2.1716e+02   4.0864e+02   5.1537e+02   3.2548e+02   1.9177e+02   3.0702e+02   3.7658e+02   2.6158e+02   5.7914e+01   4.3915e+00   9.0878e+00   1.5420e+01   2.5304e+01   2.9334e+01   2.1324e+01   2.0863e+01   3.3453e+01   2.3566e+01   1.7821e+01   6.4814e+01   9.2133e+01   9.9905e+01   6.7740e+01   5.5829e+01   2.5222e+01   5.6440e+00   2.7383e+00   2.5711e+00   2.3296e+00   2.3624e+00   3.8214e+00   9.7540e+00   3.6535e+01   7.7345e+01   1.0073e+02   1.1694e+02   1.7238e+02   1.8503e+02   1.8022e+02   2.2431e+02   2.3504e+02   2.1836e+02   1.3301e+02   6.1743e+01   1.6740e+01   1.0419e+01   7.9551e+00   4.0940e+00   2.2093e+00   2.3544e+00   2.5810e+00   2.1411e+00   2.2270e+00   2.5210e+00   1.9994e+00   2.1076e+00   1.9439e+00   2.1409e+00   2.3215e+00   2.4154e+00   2.3422e+00   2.4515e+00   2.2797e+00   1.8748e+00   1.5691e+00   1.8595e+00   2.2028e+00   2.1530e+00   2.1575e+00   2.0694e+00   2.0459e+00   2.4511e+00   2.5369e+00   2.2475e+00   2.2229e+00   2.3725e+00   2.4913e+00   2.2127e+00   2.6764e+00   4.1841e+00   3.2568e+00   2.7795e+00   2.9925e+00   2.3815e+00   2.3730e+00   2.8223e+00   2.9179e+00 
