ALO Lidar Data on 20190704

UT (hour) for each column
  11.6000   11.7000   11.8000   11.9000   12.0000   12.1000   12.2000   12.3000   12.4000   12.5000   12.6000   12.7000   12.8000   12.9000   13.0000   13.1000   13.2000   13.3000   13.4000   13.5000   13.6000   13.7000   13.8000   13.9000   14.0000   14.1000   14.2000   14.3000   14.4000   14.5000   14.6000   14.7000   14.8000   14.9000   15.0000   15.1000   15.2000   15.3000   15.4000   15.5000   15.6000   15.7000   15.8000   15.9000   16.0000   16.1000   16.2000   16.3000   16.4000   16.5000   16.6000   16.7000   16.8000   16.9000   17.0000   17.1000   17.2000   17.3000   17.4000   17.5000   17.6000   17.7000   17.8000   17.9000   18.0000   18.1000   18.2000   18.3000   18.4000   18.5000   18.6000   18.7000   18.8000   18.9000   19.0000   19.1000   19.2000   19.3000   19.4000   19.5000   19.6000   19.7000   19.8000   19.9000   20.0000   20.1000   20.2000   20.3000   20.4000   20.5000   20.6000   20.7000   20.8000   20.9000   21.0000   21.1000   21.2000   21.3000   21.4000   21.5000   21.6000   21.7000   21.8000   21.9000   22.0000   22.1000   22.2000   22.3000   22.4000   22.5000 
Altitudes (km) for each row
   80.000    80.500    81.000    81.500    82.000    82.500    83.000    83.500    84.000    84.500    85.000    85.500    86.000    86.500    87.000    87.500    88.000    88.500    89.000    89.500    90.000    90.500    91.000    91.500    92.000    92.500    93.000    93.500    94.000    94.500    95.000    95.500    96.000    96.500    97.000    97.500    98.000    98.500    99.000    99.500   100.000   100.500   101.000   101.500   102.000   102.500   103.000   103.500   104.000   104.500   105.000   105.500   106.000   106.500   107.000   107.500   108.000   108.500   109.000   109.500   110.000   110.500   111.000   111.500   112.000   112.500   113.000   113.500   114.000   114.500   115.000 

Na Density (cm^(-3))
  2.2833e+01   2.5273e+01   2.0317e+01   1.9605e+01  -9.9900e+02  -9.9900e+02  -9.9900e+02   2.4890e+01   2.4890e+01   2.4890e+01  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02   6.6025e+01   6.6025e+01  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02   3.8449e+01   3.8449e+01   3.8449e+01  -9.9900e+02  -9.9900e+02  -9.9900e+02   6.2552e+02   7.7121e+02   7.8676e+02   4.2446e+02   3.3049e+02   4.1140e+02   5.7122e+02   8.8381e+02   1.4436e+03   1.0509e+03   6.1791e+02   4.1833e+01   4.1833e+01   8.5194e+01   1.7387e+02   6.5490e+02   9.5832e+02   1.1826e+03   1.4732e+03   1.1673e+03   7.8633e+02   4.7359e+02   3.6772e+02   2.5051e+02   1.9476e+02   1.8693e+02   2.3921e+02   2.6761e+02   3.2171e+02   3.2171e+02  -9.9900e+02   3.7931e+02   3.7931e+02  -9.9900e+02   7.0634e+02   5.0724e+02   4.0687e+02   2.6807e+02   3.2461e+02   3.6344e+02   9.0464e+02   7.4046e+02   4.8266e+02   8.6731e+02   9.7868e+02   1.2633e+03   1.3471e+03   1.3904e+03   7.2523e+02   7.2523e+02   7.2523e+02  -9.9900e+02   7.9929e+02   7.3006e+02   4.1166e+02   6.7254e+02   8.1604e+02   3.3735e+02   3.9222e+02   7.1609e+02   6.4547e+02   5.8398e+02   5.9455e+02   5.9608e+02   1.0178e+03   8.7911e+02   4.8494e+02   3.0789e+02   2.2086e+02   1.3495e+02   1.2423e+02   1.6647e+02   2.2104e+02   4.2999e+02   4.5998e+02   4.8618e+02 
  2.5013e+01   3.9884e+01   4.2093e+01  -9.9900e+02  -9.9900e+02  -9.9900e+02   3.4783e+01   3.4606e+01   3.4205e+01   3.4205e+01   8.0326e+01   8.0326e+01   8.0326e+01  -9.9900e+02   5.3906e+01   5.3906e+01   5.3906e+01   1.2604e+02   1.2604e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02   4.0779e+01   4.0779e+01   4.0779e+01   5.4676e+01   5.4676e+01   5.4676e+01   1.5936e+03   1.6406e+03   1.5432e+03   1.0931e+03   1.0271e+03   1.0905e+03   1.2673e+03   1.6217e+03   1.9393e+03   1.4950e+03   9.5458e+02   1.2067e+02   4.7901e+02   4.0425e+02   4.4847e+02   1.1693e+03   1.3266e+03   1.4791e+03   1.6998e+03   1.3554e+03   1.0140e+03   7.1590e+02   4.1853e+02   2.6095e+02   2.2737e+02   4.4659e+02   4.6331e+02   5.0307e+02   6.5580e+02   6.5580e+02  -9.9900e+02   4.9531e+02   4.9531e+02  -9.9900e+02   9.8550e+02   7.3477e+02   6.1311e+02   4.7935e+02   5.9000e+02   6.6601e+02   1.0056e+03   9.3431e+02   8.2242e+02   1.1243e+03   1.1994e+03   1.3632e+03   1.4033e+03   1.4239e+03   1.0190e+03   1.0190e+03   1.0190e+03  -9.9900e+02   1.1217e+03   1.0530e+03   7.3701e+02   8.8807e+02   9.7117e+02   4.1017e+02   4.6227e+02   7.6982e+02   7.8940e+02   8.0645e+02   9.3032e+02   9.4821e+02   1.3788e+03   1.2387e+03   8.4042e+02   6.4001e+02   5.4151e+02   2.5221e+02   2.1613e+02   4.1154e+02   4.7763e+02   7.3067e+02   7.0437e+02   6.8140e+02 
  1.7251e+01   2.8896e+01   3.0626e+01  -9.9900e+02  -9.9900e+02  -9.9900e+02   3.6375e+01   3.6375e+01   9.4096e+01   9.4096e+01   6.0157e+01   5.0050e+01   5.0050e+01   7.8363e+01   7.8363e+01   7.8363e+01  -9.9900e+02   6.2573e+01   6.9401e+01   7.6021e+01  -9.9900e+02  -9.9900e+02   9.9864e+01   9.9864e+01   7.8217e+01   6.9347e+01  -9.9900e+02  -9.9900e+02   7.7812e+01   7.7812e+01   1.2563e+02   3.2611e+02   7.4218e+02   1.4085e+03   1.9329e+03   2.0015e+03   1.8821e+03   1.6198e+03   1.6937e+03   1.6983e+03   1.7474e+03   1.8935e+03   2.1454e+03   1.8123e+03   1.2690e+03   2.7033e+02   9.7567e+02   1.0043e+03   1.0674e+03   1.6309e+03   1.5423e+03   1.5838e+03   1.7065e+03   1.4156e+03   1.0832e+03   7.9319e+02   5.3674e+02   4.0897e+02   3.9465e+02   6.4403e+02   8.0891e+02   8.7721e+02   9.5402e+02   9.5402e+02  -9.9900e+02   6.6179e+02   6.6179e+02  -9.9900e+02   1.2011e+03   9.9419e+02   8.6747e+02   5.2971e+02   7.5370e+02   9.0755e+02   1.1652e+03   1.1569e+03   1.1440e+03   1.2677e+03   1.2917e+03   1.3259e+03   1.3833e+03   1.4129e+03   1.1847e+03   1.1847e+03   1.1847e+03  -9.9900e+02   1.3316e+03   1.2597e+03   9.2867e+02   1.0244e+03   1.0771e+03   6.6819e+02   7.0327e+02   9.1039e+02   9.6870e+02   1.0195e+03   1.3061e+03   1.3475e+03   1.5869e+03   1.4483e+03   1.0541e+03   1.0703e+03   1.0783e+03   3.9756e+02   3.1266e+02   6.1641e+02   6.8090e+02   9.2780e+02   8.9905e+02   8.7393e+02 
  3.3724e+01   1.9372e+01   9.8184e+00   8.7221e+00  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02   8.0975e+01   8.0623e+01   7.9718e+01   7.9611e+01  -9.9900e+02   4.2880e+01   4.2880e+01   4.2880e+01   1.5027e+02   1.5027e+02   3.0253e+02   3.0253e+02  -9.9900e+02   6.4985e+01   6.4985e+01   6.4985e+01   1.1145e+02   1.2560e+02   1.3819e+02   8.5765e+02   8.2447e+02   4.8155e+02   3.9732e+02   7.9446e+02   1.5775e+03   2.0148e+03   2.1817e+03   2.0665e+03   1.8872e+03   1.7217e+03   1.8238e+03   1.8697e+03   1.8833e+03   1.8917e+03   2.0638e+03   1.8533e+03   1.4662e+03   7.1815e+02   1.3341e+03   1.4113e+03   1.4610e+03   1.7086e+03   1.6053e+03   1.6283e+03   1.7218e+03   1.4390e+03   1.1656e+03   9.5132e+02   9.1611e+02   7.0898e+02   6.2601e+02   6.9845e+02   9.5775e+02   1.0701e+03   1.2129e+03   1.2129e+03  -9.9900e+02   9.5866e+02   9.5866e+02  -9.9900e+02   1.2210e+03   1.0319e+03   9.2721e+02   7.1439e+02   9.1110e+02   1.0462e+03   1.2409e+03   1.2263e+03   1.2033e+03   1.2979e+03   1.3057e+03   1.2812e+03   1.3969e+03   1.4565e+03   1.3606e+03   1.3606e+03   1.3606e+03  -9.9900e+02   1.3382e+03   1.2731e+03   9.7387e+02   1.1834e+03   1.2987e+03   9.0129e+02   9.2978e+02   1.0980e+03   1.1974e+03   1.2840e+03   1.5120e+03   1.5449e+03   1.6700e+03   1.5314e+03   1.1373e+03   1.3084e+03   1.3926e+03   5.2275e+02   4.1428e+02   8.4471e+02   9.0188e+02   1.1208e+03   1.0686e+03   1.0230e+03 
  4.6594e+01   4.3552e+01   7.0180e+01   7.3859e+01   7.0700e+01   7.0700e+01  -9.9900e+02   8.3242e+01   1.0506e+02   1.7092e+02   2.2040e+02   2.2560e+02  -9.9900e+02   3.8137e+01   3.9140e+01   4.8246e+01   5.7069e+02   7.7285e+02   1.2333e+03   8.4860e+02   2.1819e+02   3.2502e+02   3.2502e+02   3.2502e+02   2.8172e+02   5.3997e+02   9.4055e+02   1.3876e+03   1.8316e+03   1.3844e+03   1.1530e+03   1.4010e+03   1.9719e+03   2.0558e+03   2.2268e+03   2.1531e+03   2.0090e+03   1.8604e+03   1.9019e+03   1.8516e+03   1.8415e+03   1.8903e+03   1.9189e+03   1.7812e+03   1.5549e+03   1.1266e+03   1.5238e+03   1.5683e+03   1.5685e+03   1.5769e+03   1.5478e+03   1.6288e+03   1.7995e+03   1.3670e+03   1.2204e+03   1.1286e+03   1.1030e+03   9.2619e+02   8.7071e+02   1.0178e+03   1.0472e+03   1.0952e+03   1.2675e+03   1.2675e+03  -9.9900e+02   1.2113e+03   1.2113e+03  -9.9900e+02   1.3164e+03   1.1004e+03   1.0032e+03   9.5367e+02   1.0473e+03   1.1117e+03   1.1606e+03   1.1902e+03   1.2367e+03   1.3342e+03   1.3492e+03   1.3570e+03   1.4210e+03   1.4540e+03   1.3683e+03   1.3683e+03   1.3683e+03  -9.9900e+02   1.3642e+03   1.3053e+03   1.0348e+03   1.2419e+03   1.3558e+03   8.8394e+02   9.2831e+02   1.1902e+03   1.3757e+03   1.5372e+03   1.6780e+03   1.6983e+03   1.7728e+03   1.6302e+03   1.2250e+03   1.4059e+03   1.4948e+03   7.4361e+02   6.4993e+02   1.1495e+03   1.1813e+03   1.3032e+03   1.2281e+03   1.1625e+03 
