ALO Lidar Data on 20190304

UT (hour) for each column
  -0.1000    0.0000    0.1000    0.2000    0.3000    0.4000    0.5000    0.6000    0.7000    0.8000    0.9000    1.0000    1.1000    1.2000    1.3000    1.4000    1.5000    1.6000    1.7000    1.8000    1.9000    2.0000    2.1000    2.2000    2.3000    2.4000    2.5000    2.6000    2.7000    2.8000    2.9000    3.0000    3.1000    3.2000    3.3000    3.4000    3.5000    3.6000    3.7000    3.8000    3.9000    4.0000    4.1000    4.2000    4.3000    4.4000    4.5000    4.6000    4.7000    4.8000    4.9000    5.0000    5.1000    5.2000    5.3000    5.4000    5.5000    5.6000    5.7000    5.8000    5.9000    6.0000    6.1000    6.2000    6.3000    6.4000    6.5000    6.6000    6.7000    6.8000    6.9000    7.0000    7.1000    7.2000    7.3000    7.4000    7.5000    7.6000    7.7000    7.8000    7.9000    8.0000    8.1000    8.2000    8.3000    8.4000    8.5000    8.6000    8.7000    8.8000    8.9000    9.0000    9.1000    9.2000    9.3000    9.4000    9.5000    9.6000    9.7000    9.8000    9.9000 
Altitudes (km) for each row
   80.000    80.500    81.000    81.500    82.000    82.500    83.000    83.500    84.000    84.500    85.000    85.500    86.000    86.500    87.000    87.500    88.000    88.500    89.000    89.500    90.000    90.500    91.000    91.500    92.000    92.500    93.000    93.500    94.000    94.500    95.000    95.500    96.000    96.500    97.000    97.500    98.000    98.500    99.000    99.500   100.000   100.500   101.000   101.500   102.000   102.500   103.000   103.500   104.000   104.500   105.000   105.500   106.000   106.500   107.000   107.500   108.000   108.500   109.000   109.500   110.000   110.500   111.000   111.500   112.000   112.500   113.000   113.500   114.000   114.500   115.000 

Na Density (cm^(-3))
  1.0243e+02   8.9893e+01   8.3781e+01   7.6483e+01   6.1748e+01   4.0134e+01   2.6659e+01   1.5975e+01   8.1584e+00   4.8639e+00   2.6405e+00   2.8651e+00   2.5626e+00   2.7116e+00   2.3565e+00   2.0493e+00   1.6860e+00   2.1332e+00   1.9069e+00   1.6167e+00   1.8288e+00   2.0334e+00   1.9909e+00   2.1874e+00   1.6851e+00   2.1564e+00   2.2908e+00   1.7399e+00   1.6410e+00   1.7445e+00   2.0116e+00   1.4876e+00   1.8039e+00   2.2691e+00   2.3638e+00   2.1578e+00   1.8468e+00   1.3188e+00   1.7033e+00   1.9993e+00   1.4946e+00   1.9055e+00   2.0553e+00   2.2232e+00   2.0469e+00   1.9413e+00   2.1756e+00   1.9898e+00   1.5959e+00   1.9360e+00   1.9209e+00   2.1883e+00   2.6702e+00   2.0638e+00   2.2749e+00   2.4844e+00   2.7660e+00   1.9148e+00   1.6496e+00   1.3704e+00   1.5347e+00   1.7156e+00   1.6711e+00   2.1330e+00   2.1779e+00   2.5042e+00   2.3462e+00   2.5617e+00   1.8110e+00   1.8967e+00   2.0703e+00   1.7163e+00   1.4136e+00   1.6095e+00   2.5156e+00   2.5447e+00   2.4660e+00   2.1095e+00   1.5121e+00   1.9046e+00   2.0812e+00   1.7726e+00   1.5773e+00   2.0810e+00   1.9143e+00   1.3376e+00   1.7896e+00   1.8517e+00   1.9337e+00   2.2436e+00   2.1985e+00   1.9218e+00   2.4142e+00   1.8643e+00   1.9093e+00   2.6284e+00   2.1589e+00   1.5171e+00   1.5948e+00   1.4879e+00   1.7579e+00 
  1.1534e+02   1.0342e+02   9.4391e+01   8.6642e+01   6.7834e+01   4.7306e+01   3.4808e+01   2.1324e+01   1.0549e+01   6.1768e+00   3.2416e+00   2.8679e+00   2.4934e+00   2.7885e+00   2.7918e+00   2.0744e+00   2.4319e+00   1.5476e+00   2.0170e+00   2.2624e+00   1.9683e+00   2.0974e+00   2.1862e+00   1.7579e+00   1.5704e+00   1.9485e+00   1.9211e+00   1.6258e+00   1.8495e+00   1.7484e+00   1.8992e+00   1.3837e+00   1.8111e+00   2.3016e+00   2.1901e+00   1.3168e+00   1.2773e+00   1.2421e+00   1.2490e+00   1.7491e+00   1.7604e+00   1.7080e+00   1.5874e+00   1.9872e+00   2.5785e+00   2.1619e+00   1.7134e+00   1.9591e+00   1.8649e+00   1.8261e+00   1.3791e+00   1.8020e+00   2.7336e+00   2.0179e+00   2.9917e+00   2.6240e+00   2.1776e+00   2.1377e+00   2.1353e+00   1.7408e+00   1.5450e+00   1.4227e+00   1.4967e+00   1.9335e+00   2.0188e+00   2.4253e+00   2.0476e+00   1.6809e+00   1.2978e+00   2.1196e+00   2.6221e+00   2.0429e+00   1.7861e+00   1.9869e+00   2.4667e+00   2.8569e+00   2.5100e+00   2.0300e+00   1.9517e+00   1.8997e+00   1.9169e+00   1.9503e+00   2.1603e+00   2.1882e+00   1.9295e+00   1.6160e+00   1.8038e+00   1.8426e+00   1.6793e+00   2.3024e+00   1.9816e+00   1.8043e+00   2.2706e+00   1.8727e+00   2.1138e+00   2.7856e+00   3.3598e+00   2.5975e+00   1.7616e+00   8.0496e-01   1.2105e+00 
  1.3111e+02   1.1391e+02   1.0034e+02   8.8904e+01   7.2184e+01   5.4850e+01   4.3314e+01   2.8720e+01   1.5410e+01   9.9999e+00   5.7244e+00   5.5205e+00   6.0394e+00   5.8177e+00   4.5162e+00   3.1306e+00   2.7708e+00   2.3146e+00   3.8595e+00   3.1880e+00   2.1583e+00   1.9122e+00   1.5313e+00   1.4668e+00   1.4770e+00   2.0200e+00   2.3420e+00   1.7313e+00   1.9776e+00   2.0775e+00   1.7603e+00   1.7868e+00   1.9534e+00   1.8922e+00   1.9510e+00   1.5589e+00   2.0965e+00   1.6461e+00   1.8682e+00   2.0684e+00   1.8959e+00   1.6754e+00   1.9637e+00   1.7584e+00   2.2739e+00   2.0522e+00   1.6025e+00   2.3815e+00   2.4651e+00   1.8666e+00   1.6033e+00   1.4743e+00   2.3643e+00   2.1837e+00   2.3837e+00   2.4012e+00   1.9405e+00   1.7331e+00   2.2836e+00   1.9722e+00   1.7937e+00   1.4878e+00   2.1123e+00   2.1773e+00   2.5762e+00   2.1204e+00   1.7824e+00   1.6431e+00   2.2543e+00   1.6915e+00   2.4006e+00   2.1473e+00   2.0008e+00   1.5190e+00   1.5984e+00   3.1971e+00   2.1471e+00   1.9757e+00   1.9873e+00   2.0519e+00   2.1902e+00   1.2302e+00   1.3567e+00   1.7384e+00   1.7852e+00   2.2578e+00   2.4920e+00   2.2635e+00   2.0765e+00   2.0904e+00   2.2170e+00   2.1028e+00   1.9249e+00   1.7662e+00   1.5476e+00   2.0632e+00   2.4306e+00   1.9476e+00   2.7065e+00   1.8844e+00   2.8365e+00 
  1.4655e+02   1.2528e+02   1.0603e+02   9.6273e+01   7.9775e+01   6.2469e+01   5.1361e+01   3.7320e+01   2.6054e+01   2.1973e+01   1.5628e+01   1.4059e+01   1.4183e+01   1.3098e+01   9.6866e+00   7.8162e+00   7.1795e+00   6.9633e+00   9.1636e+00   6.3370e+00   3.8444e+00   2.2918e+00   3.0802e+00   2.7764e+00   1.9219e+00   1.5840e+00   1.1801e+00   1.2911e+00   2.2147e+00   2.0293e+00   1.9264e+00   1.8308e+00   1.8115e+00   2.1894e+00   1.9400e+00   1.6488e+00   2.0071e+00   1.5778e+00   1.7043e+00   1.6939e+00   1.8499e+00   2.4263e+00   2.4342e+00   1.7347e+00   1.8213e+00   2.3178e+00   2.4031e+00   2.0299e+00   1.6581e+00   1.7159e+00   1.4757e+00   1.4105e+00   1.9469e+00   2.0773e+00   1.7750e+00   2.0579e+00   2.2438e+00   1.7064e+00   2.0186e+00   1.8423e+00   1.5611e+00   1.6977e+00   4.0104e+00   2.6940e+00   1.8780e+00   1.7853e+00   1.3838e+00   2.4129e+00   2.0012e+00   1.9280e+00   1.8065e+00   1.8175e+00   1.4746e+00   1.4006e+00   1.8049e+00   2.7920e+00   3.6937e+00   2.7321e+00   1.7622e+00   1.6343e+00   1.8404e+00   2.6337e+00   2.2677e+00   2.3174e+00   1.4218e+00   1.5954e+00   3.2499e+00   2.2552e+00   1.8917e+00   1.9035e+00   1.7128e+00   2.5779e+00   2.9088e+00   1.9741e+00   2.8055e+00   3.3637e+00   2.2511e+00   2.8977e+00   2.5266e+00   2.6731e+00   3.0656e+00 
  1.7259e+02   1.4560e+02   1.2240e+02   1.1942e+02   9.9873e+01   7.4689e+01   6.5348e+01   5.2740e+01   4.8954e+01   5.1037e+01   3.8394e+01   3.0030e+01   3.1384e+01   2.9573e+01   2.1913e+01   2.1409e+01   2.1230e+01   2.3205e+01   2.5496e+01   2.1373e+01   1.7107e+01   1.3632e+01   1.7039e+01   1.2331e+01   3.9587e+00   3.2745e+00   2.6507e+00   2.3376e+00   2.0403e+00   2.6556e+00   2.5314e+00   1.5759e+00   1.7459e+00   1.8743e+00   1.7542e+00   2.3017e+00   2.1622e+00   1.9373e+00   4.6365e+00   5.7168e+00   4.0380e+00   2.8834e+00   2.7575e+00   2.0527e+00   2.1337e+00   2.2246e+00   2.3957e+00   1.7768e+00   1.8030e+00   1.5767e+00   1.1442e+00   1.1998e+00   2.1305e+00   2.3520e+00   2.1979e+00   1.6655e+00   1.7855e+00   1.8923e+00   3.5464e+00   3.4854e+00   5.1039e+00   1.1200e+01   1.9029e+01   7.9310e+00   2.5237e+00   2.0155e+00   1.8905e+00   2.3311e+00   2.0908e+00   2.2260e+00   1.8843e+00   1.7719e+00   3.1061e+00   3.8521e+00   2.5629e+00   4.9990e+00   7.8306e+00   3.6029e+00   1.3188e+01   3.2926e+01   3.2991e+01   5.3204e+01   3.1202e+01   2.0722e+01   1.0065e+01   2.4685e+00   1.9951e+00   2.0161e+00   1.8667e+00   1.8088e+00   1.4601e+00   2.5903e+00   2.8454e+00   2.5670e+00   3.3277e+00   4.2228e+00  -9.9900e+02   2.8023e+00   2.2377e+00   1.9424e+00   3.1444e+00 
