ALO Lidar Data on 20190210

UT (hour) for each column
   1.8000    1.9000    2.0000    2.1000    2.2000    2.3000    2.4000    2.5000    2.6000    2.7000    2.8000    2.9000    3.0000    3.1000    3.2000    3.3000    3.4000    3.5000    3.6000    3.7000    3.8000    3.9000    4.0000    4.1000    4.2000    4.3000    4.4000    4.5000    4.6000    4.7000    4.8000    4.9000    5.0000    5.1000    5.2000    5.3000    5.4000    5.5000    5.6000    5.7000    5.8000    5.9000    6.0000    6.1000    6.2000    6.3000    6.4000    6.5000    6.6000    6.7000    6.8000    6.9000    7.0000    7.1000    7.2000    7.3000    7.4000    7.5000    7.6000    7.7000    7.8000    7.9000    8.0000    8.1000    8.2000    8.3000    8.4000    8.5000    8.6000    8.7000    8.8000    8.9000    9.0000    9.1000    9.2000    9.3000 
Altitudes (km) for each row
   80.000    80.500    81.000    81.500    82.000    82.500    83.000    83.500    84.000    84.500    85.000    85.500    86.000    86.500    87.000    87.500    88.000    88.500    89.000    89.500    90.000    90.500    91.000    91.500    92.000    92.500    93.000    93.500    94.000    94.500    95.000    95.500    96.000    96.500    97.000    97.500    98.000    98.500    99.000    99.500   100.000   100.500   101.000   101.500   102.000   102.500   103.000   103.500   104.000   104.500   105.000   105.500   106.000   106.500   107.000   107.500   108.000   108.500   109.000   109.500   110.000   110.500   111.000   111.500   112.000   112.500   113.000   113.500   114.000   114.500   115.000 

Na Density (cm^(-3))
  2.4689e+00   2.5912e+00   2.6428e+00  -9.9900e+02   2.3605e+00   2.3070e+00   2.2521e+00   2.4753e+00   2.2437e+00   2.2182e+00   2.0678e+00   2.3285e+00   2.3495e+00   2.3742e+00   2.3667e+00   2.3543e+00   2.1341e+00   2.1570e+00   2.3707e+00   2.0330e+00   2.1172e+00   2.2202e+00   2.4242e+00   2.3224e+00   2.3080e+00   2.5490e+00   2.2292e+00   2.2216e+00   2.1632e+00   2.2708e+00   2.4677e+00   2.4359e+00   2.6249e+00   2.3574e+00   2.1563e+00   2.3267e+00   2.5494e+00   2.3873e+00   2.3833e+00   2.4109e+00   2.6259e+00   2.8448e+00   2.3333e+00   2.1295e+00   2.2672e+00   2.6063e+00   2.5275e+00   2.3956e+00   2.3010e+00   2.6201e+00   2.2013e+00   2.2736e+00   2.4683e+00   2.2927e+00   2.3448e+00   2.4285e+00   2.6484e+00   2.9361e+00   2.7234e+00   2.7388e+00   2.5931e+00   2.6617e+00   2.5996e+00   2.9068e+00   2.6170e+00   2.5266e+00   2.5742e+00   2.7335e+00   2.7689e+00   2.8012e+00   2.5826e+00   2.3318e+00   2.3237e+00   2.4122e+00   2.6361e+00   2.4637e+00 
  2.2871e+00   2.0759e+00   1.6127e+00  -9.9900e+02   2.5011e+00   2.1861e+00   2.0029e+00   2.1312e+00   2.1260e+00   2.2273e+00   2.0980e+00   2.4682e+00   2.1491e+00   2.0885e+00   2.1012e+00   2.1440e+00   2.2741e+00   2.1482e+00   2.0469e+00   1.9075e+00   2.0831e+00   2.1292e+00   2.3535e+00   2.4260e+00   2.3800e+00   2.3316e+00   2.3659e+00   2.3137e+00   1.9155e+00   2.2800e+00   2.5033e+00   2.0689e+00   2.1782e+00   2.1086e+00   2.1011e+00   2.2981e+00   2.2608e+00   2.2626e+00   2.2221e+00   2.4578e+00   2.8373e+00   2.9121e+00   2.6661e+00   2.2880e+00   2.2650e+00   2.5729e+00   2.9063e+00   2.6846e+00   2.3080e+00   2.6046e+00   2.0904e+00   2.4839e+00   2.6995e+00   2.4965e+00   2.4869e+00   2.5982e+00   2.8736e+00   2.8181e+00   2.9528e+00   2.8782e+00   2.3085e+00   2.3159e+00   2.5414e+00   2.5089e+00   2.3534e+00   2.7552e+00   2.6978e+00   2.6935e+00   2.5698e+00   2.8702e+00   2.6685e+00   2.3351e+00   2.2864e+00   2.4229e+00   2.7077e+00   2.3141e+00 
  2.6424e+00   3.1443e+00   3.1802e+00  -9.9900e+02   2.4827e+00   2.3010e+00   2.3490e+00   2.2345e+00   2.2700e+00   2.1948e+00   2.2738e+00   2.5575e+00   2.2826e+00   2.1208e+00   2.0674e+00   2.1748e+00   2.2883e+00   1.9341e+00   1.8798e+00   2.1947e+00   2.4130e+00   2.2300e+00   2.4556e+00   2.5468e+00   2.2690e+00   2.1358e+00   2.4608e+00   2.2162e+00   1.9659e+00   2.4851e+00   2.4938e+00   1.9407e+00   1.9295e+00   2.2887e+00   2.4551e+00   2.2808e+00   2.1989e+00   2.2517e+00   2.2069e+00   2.7805e+00   3.2088e+00   3.2078e+00   2.8401e+00   2.6940e+00   3.3790e+00   3.4422e+00   3.0829e+00   2.6413e+00   2.4196e+00   2.6327e+00   2.2988e+00   2.4899e+00   2.5189e+00   2.4204e+00   2.3515e+00   2.6393e+00   3.0266e+00   2.9683e+00   2.8299e+00   2.8380e+00   2.4343e+00   2.3040e+00   2.6572e+00   2.7034e+00   2.4965e+00   2.8218e+00   2.8011e+00   2.7900e+00   2.3282e+00   2.4283e+00   2.5807e+00   2.6265e+00   2.3687e+00   2.3345e+00   2.6595e+00   2.2399e+00 
  2.5094e+00   2.7658e+00   2.4191e+00  -9.9900e+02   2.0723e+00   2.0703e+00   2.2098e+00   2.1207e+00   2.1662e+00   2.1807e+00   2.2615e+00   2.3925e+00   2.1452e+00   2.0397e+00   2.1077e+00   2.2064e+00   2.0911e+00   1.9870e+00   2.0030e+00   2.2673e+00   2.5695e+00   2.4687e+00   2.4171e+00   2.5380e+00   2.2363e+00   2.1405e+00   2.3836e+00   2.2559e+00   2.1199e+00   2.3468e+00   2.1617e+00   2.0215e+00   2.1138e+00   2.3375e+00   2.4751e+00   2.0858e+00   2.3457e+00   2.1727e+00   2.3112e+00   3.9407e+00   1.4798e+01   2.4339e+01   1.0985e+01   1.0170e+01   1.9060e+01   9.5575e+00   3.6927e+00   2.7106e+00   2.5608e+00   2.5796e+00   2.5159e+00   2.5127e+00   2.6824e+00   2.9095e+00   2.6163e+00   2.8699e+00   3.2274e+00   3.1831e+00   2.5768e+00   4.0537e+00   5.5035e+00   2.8513e+00   2.8110e+00   3.0499e+00   3.0612e+00   2.8490e+00   2.5750e+00   2.5227e+00   2.4153e+00   2.3793e+00   2.5762e+00   2.5090e+00   2.5532e+00   2.5866e+00   2.7936e+00   2.5366e+00 
  2.9891e+00   2.5814e+00  -9.9900e+02  -9.9900e+02   2.0725e+00   1.9947e+00   2.1263e+00   2.0637e+00   2.5082e+00   2.3668e+00   2.1758e+00   2.2183e+00   1.9768e+00   1.9139e+00   1.9044e+00   1.9996e+00   1.9883e+00   2.0982e+00   2.0230e+00   1.9028e+00   2.2562e+00   2.5932e+00   2.3285e+00   2.2069e+00   2.1141e+00   2.0533e+00   2.3233e+00   2.3859e+00   2.2486e+00   2.4836e+00   3.4030e+00   4.9324e+00   3.9073e+00   4.2488e+00   4.9627e+00   3.3754e+00   2.9052e+00   3.1415e+00   3.3335e+00   4.0981e+01   2.0826e+02   2.6022e+02   1.4218e+02   7.0236e+01   4.8023e+01   1.4767e+01   4.0443e+00   3.1863e+00   3.0307e+00   2.8740e+00   2.7401e+00   4.2361e+00   6.5547e+00   6.1064e+00   3.6762e+00   7.2299e+00   2.0128e+01   2.1776e+01   1.4172e+01   2.6111e+01   2.8393e+01   1.2324e+01   5.8013e+00   3.7489e+00   3.1143e+00   2.7178e+00   2.4519e+00   2.5106e+00   2.6156e+00   2.6539e+00   2.2748e+00   2.2710e+00   2.6830e+00   2.4824e+00   2.6164e+00   2.5641e+00 
