ALO Lidar Data on 20190130

UT (hour) for each column
   0.8000    0.9000    1.0000    1.1000    1.2000    1.3000    1.4000    1.5000    1.6000    1.7000    1.8000    1.9000    2.0000    2.1000    2.2000    2.3000    2.4000    2.5000    2.6000    2.7000    2.8000    2.9000    3.0000    3.1000    3.2000    3.3000    3.4000    3.5000    3.6000    3.7000    3.8000    3.9000    4.0000    4.1000    4.2000    4.3000    4.4000    4.5000    4.6000    4.7000    4.8000    4.9000    5.0000    5.1000    5.2000    5.3000    5.4000    5.5000    5.6000    5.7000    5.8000    5.9000    6.0000    6.1000    6.2000    6.3000    6.4000    6.5000    6.6000    6.7000    6.8000    6.9000    7.0000    7.1000    7.2000    7.3000    7.4000    7.5000    7.6000    7.7000    7.8000    7.9000    8.0000    8.1000    8.2000    8.3000    8.4000    8.5000    8.6000    8.7000    8.8000    8.9000    9.0000    9.1000    9.2000    9.3000    9.4000 
Altitudes (km) for each row
   80.000    80.500    81.000    81.500    82.000    82.500    83.000    83.500    84.000    84.500    85.000    85.500    86.000    86.500    87.000    87.500    88.000    88.500    89.000    89.500    90.000    90.500    91.000    91.500    92.000    92.500    93.000    93.500    94.000    94.500    95.000    95.500    96.000    96.500    97.000    97.500    98.000    98.500    99.000    99.500   100.000   100.500   101.000   101.500   102.000   102.500   103.000   103.500   104.000   104.500   105.000   105.500   106.000   106.500   107.000   107.500   108.000   108.500   109.000   109.500   110.000   110.500   111.000   111.500   112.000   112.500   113.000   113.500   114.000   114.500   115.000 

Na Density (cm^(-3))
  1.4201e+00   1.2599e+00   1.0198e+00   9.0732e-01   8.1421e-01   7.2516e-01   6.6535e-01   7.6179e-01   7.1106e-01   6.6510e-01   7.5927e-01   7.9799e-01   7.3323e-01   6.5257e-01   5.0591e-01   4.8289e-01   6.5950e-01   7.0761e-01   6.8705e-01   7.7810e-01   7.3513e-01   6.9784e-01   6.5436e-01   6.7445e-01   6.6718e-01   6.2076e-01   6.4654e-01   6.3686e-01   6.9758e-01   6.0449e-01   5.0721e-01   7.5558e-01   8.4934e-01   6.4500e-01   4.9913e-01   6.5175e-01   7.7759e-01   6.5488e-01   5.3033e-01   6.0150e-01   5.7221e-01   5.0297e-01   4.8861e-01   5.6002e-01   7.2905e-01   6.9146e-01   5.6298e-01   5.6623e-01   5.5536e-01   6.4400e-01   6.6535e-01   7.0847e-01   7.0267e-01   7.0187e-01   6.7277e-01   7.5441e-01   7.8247e-01   5.7638e-01   6.5470e-01   7.7066e-01   5.8597e-01   5.4466e-01   6.6995e-01   7.2766e-01   7.3382e-01   6.2109e-01   5.4287e-01   5.3905e-01   6.6521e-01   6.5073e-01   7.0706e-01   8.9717e-01   8.5747e-01   7.4201e+00   1.7445e+01   8.3115e+00   4.7377e-01   8.1248e-01   5.4131e-01   3.8224e-01   3.2246e-01   6.9704e-01   9.8905e-01   7.9988e-01   5.6731e-01   7.1017e-01   8.8600e-01 
  1.4458e+00   1.1861e+00   1.0917e+00   1.0486e+00   8.5824e-01   7.9270e-01   7.6404e-01   7.5336e-01   6.7486e-01   6.3893e-01   6.3586e-01   6.8013e-01   7.0154e-01   7.2559e-01   6.4536e-01   6.1460e-01   6.1864e-01   5.9291e-01   6.5204e-01   6.2718e-01   6.7964e-01   7.4392e-01   7.0661e-01   6.6670e-01   6.6630e-01   6.4493e-01   6.7769e-01   5.7028e-01   6.2534e-01   5.5008e-01   5.3821e-01   7.4292e-01   7.6185e-01   5.9487e-01   5.8533e-01   6.4070e-01   7.4609e-01   6.6235e-01   4.8148e-01   4.6253e-01   6.3275e-01   6.2550e-01   7.0618e-01   6.3817e-01   7.5682e-01   7.1685e-01   6.6644e-01   6.1793e-01   5.7560e-01   6.3807e-01   7.0772e-01   6.9407e-01   6.5781e-01   5.9788e-01   5.5949e-01   6.6548e-01   6.4849e-01   8.2832e-01   8.0925e-01   7.1361e-01   5.1616e-01   5.9756e-01   6.3358e-01   7.0898e-01   7.4359e-01   4.7180e-01   5.2832e-01   6.0571e-01   1.3742e+00   7.7049e+00   3.0201e+01   4.1582e+01   1.7133e+01   1.8891e+02   2.7597e+02   8.9937e+01   5.3916e+00   1.2669e+00   8.9893e-01   7.4821e-01   6.7135e-01   7.0898e-01   6.7233e-01   6.6443e-01   5.7025e-01   6.4645e-01   8.7719e-01 
  1.8786e+00   1.3388e+00   1.1652e+00   1.1384e+00   1.0016e+00   8.0576e-01   7.8501e-01   7.5458e-01   6.5978e-01   7.0212e-01   6.4152e-01   6.5818e-01   7.4741e-01   7.4020e-01   6.7156e-01   5.9751e-01   5.3481e-01   6.2672e-01   6.6043e-01   6.0805e-01   7.2173e-01   7.9125e-01   7.2194e-01   6.2736e-01   6.3366e-01   7.1095e-01   6.3576e-01   5.9298e-01   5.6438e-01   5.2206e-01   7.1300e-01   7.9128e-01   8.1058e-01   7.1806e-01   5.6110e-01   5.4387e-01   6.3911e-01   7.0707e-01   6.4382e-01   5.9922e-01   6.7195e-01   5.7108e-01   6.6347e-01   5.4369e-01   5.5891e-01   6.8258e-01   7.2569e-01   7.1011e-01   6.5561e-01   5.5562e-01   6.2603e-01   5.3198e-01   6.5997e-01   7.0676e-01   8.5417e-01   7.3021e-01   6.1366e-01   7.5872e-01   7.9392e-01   7.1241e-01   6.5947e-01   5.2104e-01   6.2215e-01   8.5687e-01   6.5496e-01   1.0026e+01   3.2419e+01   3.0413e+01   1.5850e+02   4.1008e+02   5.6278e+02   5.4435e+02   4.3050e+02   6.3831e+02   8.5018e+02   3.8184e+02   2.3675e+02   1.4166e+02   6.9418e+01   1.6904e+01   1.2961e+01   2.5887e+01   1.5573e+01   4.7212e+00   3.4274e+00   3.1541e+00   7.2330e+00 
  2.5581e+01   3.9916e+00   1.2878e+00   1.5017e+00   2.2027e+00   1.0234e+00   1.0043e+00   8.5028e-01   7.0538e-01   6.8002e-01   6.7434e-01   6.8479e-01   7.3631e-01   6.5219e-01   6.4775e-01   5.4445e-01   5.5444e-01   5.8750e-01   6.2329e-01   6.3435e-01   6.8860e-01   6.6445e-01   6.6261e-01   5.5867e-01   5.8881e-01   6.3711e-01   5.6124e-01   5.7329e-01   5.6992e-01   5.2879e-01   7.5630e-01   7.8190e-01   7.1801e-01   7.5928e-01   7.6008e-01   7.3083e-01   6.6366e-01   6.8725e-01   6.7593e-01   5.7800e-01   6.1348e-01   6.5293e-01   6.8294e-01   6.0387e-01   6.0787e-01   5.4180e-01   5.4147e-01   4.7595e-01   6.1487e-01   7.1536e-01   7.7905e-01   1.2043e+00   8.7172e-01   6.1219e-01   6.7719e-01   6.1963e-01   7.5035e-01   8.4715e-01   1.0889e+00   1.3424e+00   8.5701e+00   6.0152e+01   2.4087e+02   3.5223e+02   2.1109e+02   3.7556e+02   5.8818e+02   4.7621e+02   8.8869e+02   1.3603e+03   1.4482e+03   1.2972e+03   1.1555e+03   1.4419e+03   1.4976e+03   1.0680e+03   9.5063e+02   7.5861e+02   5.2780e+02   3.2300e+02   2.8745e+02   2.9393e+02   2.2479e+02   1.2020e+02   7.3197e+01   4.2229e+01   5.1666e+01 
  2.6591e+02   6.4955e+01   1.3781e+01   4.2297e+01   5.0072e+01   1.3845e+01   1.8453e+01   5.6045e+00   1.0866e+00   8.7513e-01   7.2739e-01   7.2013e-01   6.5421e-01   6.3247e-01   6.9137e-01   6.7346e-01   6.8528e-01   5.8855e-01   7.3073e-01   6.1927e-01   1.0027e+00   2.0466e+00   1.5330e+00   8.4022e-01   6.7079e-01   6.5640e-01   6.4160e-01   7.1371e-01   1.0015e+00   2.8830e+00   1.1824e+00   6.6448e-01   6.5327e+00   4.1364e+00   1.7189e+00   3.2077e+00   1.1014e+00   9.9629e-01   8.1193e-01   5.6669e-01   5.3386e-01   6.5736e-01   5.9666e-01   5.0044e-01   9.6126e-01   7.3476e+00   1.0550e+01   1.1549e+01   2.4508e+01   2.2466e+01   4.5681e+01   2.0149e+01   1.2489e+00   7.2873e-01   1.8174e+01   8.8987e+01   1.9171e+02   2.9513e+02   4.5850e+02   3.8594e+02   4.5513e+02   7.5355e+02   1.1554e+03   1.2305e+03   1.0014e+03   1.1966e+03   1.3850e+03   1.2922e+03   1.8305e+03   2.0954e+03   1.9737e+03   1.7432e+03   1.7383e+03   1.9811e+03   1.9532e+03   1.7108e+03   1.5923e+03   1.3693e+03   1.1168e+03   8.6642e+02   7.4117e+02   6.5612e+02   5.3176e+02   3.9923e+02   3.2747e+02   1.8559e+02   1.9720e+02 
