ALO Lidar Data on 20190212

UT (hour) for each column
   0.7000    0.8000    0.9000    1.0000    1.1000    1.2000    1.3000    1.4000    1.5000    1.6000    1.7000    1.8000    1.9000    2.0000    2.1000    2.2000    2.3000    2.4000    2.5000    2.6000    2.7000    2.8000    2.9000    3.0000    3.1000    3.2000    3.3000    3.4000    3.5000    3.6000    3.7000    3.8000    3.9000    4.0000    4.1000    4.2000    4.3000    4.4000    4.5000    4.6000    4.7000    4.8000    4.9000    5.0000    5.1000    5.2000    5.3000    5.4000    5.5000    5.6000    5.7000    5.8000    5.9000    6.0000    6.1000    6.2000    6.3000    6.4000    6.5000    6.6000    6.7000    6.8000    6.9000    7.0000    7.1000    7.2000    7.3000    7.4000    7.5000    7.6000    7.7000    7.8000    7.9000    8.0000    8.1000    8.2000    8.3000    8.4000    8.5000    8.6000    8.7000    8.8000    8.9000    9.0000    9.1000    9.2000    9.3000    9.4000    9.5000    9.6000 
Altitudes (km) for each row
   80.000    80.500    81.000    81.500    82.000    82.500    83.000    83.500    84.000    84.500    85.000    85.500    86.000    86.500    87.000    87.500    88.000    88.500    89.000    89.500    90.000    90.500    91.000    91.500    92.000    92.500    93.000    93.500    94.000    94.500    95.000    95.500    96.000    96.500    97.000    97.500    98.000    98.500    99.000    99.500   100.000   100.500   101.000   101.500   102.000   102.500   103.000   103.500   104.000   104.500   105.000   105.500   106.000   106.500   107.000   107.500   108.000   108.500   109.000   109.500   110.000   110.500   111.000   111.500   112.000   112.500   113.000   113.500   114.000   114.500   115.000 

Na Density (cm^(-3))
  6.4471e+02   6.7578e+02   5.0228e+02   3.9715e+02   3.2074e+02   3.0512e+02   6.0621e+01   3.6601e+01   2.6061e+01   1.6225e+01   5.4917e+01   4.3666e+01   1.8554e+01   9.4267e+00   1.1176e+01   1.6997e+01   3.1117e+01   1.1502e+02   1.3666e+02   1.5112e+02   1.8291e+02   9.9365e+01   6.2152e+01   5.2964e+01   4.8195e+01   5.9054e+01   2.2825e+01   7.0629e+00   4.9616e+00   5.5432e+00   9.1062e+00   6.4708e+00   4.4984e+00   3.3501e+00   2.3855e+00   3.6330e+00   3.9761e+00   3.5067e+00   3.5411e+00   2.9360e+00   2.8940e+00   3.3009e+00   3.7169e+00   3.5126e+00   2.7337e+00   2.7996e+00   2.6194e+00   2.4298e+00   2.6852e+00   2.4737e+00   2.1998e+00   2.0493e+00   2.3057e+00   2.6105e+00   2.6787e+00   2.1592e+00   1.9929e+00   2.3360e+00   2.3791e+00   2.2835e+00   2.1369e+00   1.9145e+00   1.8172e+00   2.0017e+00   2.0829e+00   2.3036e+00   2.1430e+00   2.0044e+00   2.1085e+00   2.1950e+00   2.0967e+00   2.0272e+00   2.0246e+00   1.9155e+00   2.1434e+00   1.9583e+00   2.0878e+00   2.1357e+00   2.1908e+00   2.0934e+00   1.8840e+00   2.1652e+00   2.0667e+00   2.4260e+00   2.4360e+00   2.0593e+00   2.4148e+00   2.2103e+00   2.0010e+00   2.4574e+00 
  1.3482e+03   1.2943e+03   1.0702e+03   8.1158e+02   6.8444e+02   5.8879e+02   2.9684e+02   2.8720e+02   3.0015e+02   2.0940e+02   3.0910e+02   3.1883e+02   2.4415e+02   2.2762e+02   2.0816e+02   1.7394e+02   2.3219e+02   3.7670e+02   3.6929e+02   4.0116e+02   4.5954e+02   3.6611e+02   2.6578e+02   2.2789e+02   1.6409e+02   1.4668e+02   6.3531e+01   3.1854e+01   1.6256e+01   1.5323e+01   2.4819e+01   1.7644e+01   9.3116e+00   5.9814e+00   4.3951e+00   7.2972e+00   8.1143e+00   6.1712e+00   4.5628e+00   3.9980e+00   3.6952e+00   3.7005e+00   3.7755e+00   3.4676e+00   2.8706e+00   2.8376e+00   2.5801e+00   2.4775e+00   2.5023e+00   2.2520e+00   1.9488e+00   1.7755e+00   2.1668e+00   2.7069e+00   2.7745e+00   2.5073e+00   2.1190e+00   2.1340e+00   2.1680e+00   2.1397e+00   2.0846e+00   2.1240e+00   2.0788e+00   2.2027e+00   1.8442e+00   1.9868e+00   1.9988e+00   1.9368e+00   2.3069e+00   2.5007e+00   2.1809e+00   2.0152e+00   2.0795e+00   2.0326e+00   2.1705e+00   2.4108e+00   2.1345e+00   2.3122e+00   2.3811e+00   2.0203e+00   1.7732e+00   1.9225e+00   1.9261e+00   2.3656e+00   2.3383e+00   2.1177e+00   2.4254e+00   2.2391e+00   2.3828e+00   2.9083e+00 
  1.8497e+03   1.7026e+03   1.5068e+03   1.1485e+03   1.0411e+03   8.6859e+02   6.5378e+02   7.4992e+02   8.0248e+02   7.0875e+02   7.7492e+02   7.9778e+02   7.6190e+02   7.3046e+02   7.0232e+02   5.6577e+02   6.1273e+02   6.9870e+02   6.3174e+02   6.7234e+02   7.4715e+02   6.8181e+02   5.3572e+02   4.7692e+02   3.9797e+02   3.6138e+02   2.1804e+02   1.4657e+02   6.5099e+01   4.5909e+01   6.2321e+01   3.5246e+01   1.7747e+01   2.0108e+01   1.6878e+01   1.3790e+01   1.3086e+01   1.0865e+01   6.7389e+00   4.9122e+00   4.4531e+00   3.7809e+00   3.4945e+00   3.3862e+00   3.0512e+00   2.6161e+00   2.3718e+00   2.2426e+00   2.1571e+00   2.3513e+00   2.1026e+00   1.9659e+00   2.3055e+00   2.5398e+00   2.3058e+00   2.5787e+00   2.4854e+00   2.1249e+00   1.9804e+00   1.9650e+00   2.0874e+00   2.1573e+00   2.3118e+00   2.4635e+00   2.0649e+00   2.0601e+00   2.0406e+00   2.0486e+00   2.3054e+00   2.4678e+00   2.0590e+00   2.2138e+00   2.3385e+00   2.1566e+00   2.1779e+00   2.7711e+00   2.3384e+00   2.3867e+00   2.3920e+00   1.9362e+00   1.8287e+00   1.8932e+00   1.8895e+00   1.9733e+00   2.1871e+00   2.1034e+00   2.3038e+00   2.3351e+00   2.8040e+00   3.1650e+00 
  2.0958e+03   1.9647e+03   1.7913e+03   1.4639e+03   1.4342e+03   1.2839e+03   1.1432e+03   1.2737e+03   1.3515e+03   1.2553e+03   1.2419e+03   1.2366e+03   1.2301e+03   1.1366e+03   1.1062e+03   9.7205e+02   1.0059e+03   1.0092e+03   9.4483e+02   9.7246e+02   9.9697e+02   9.2136e+02   7.8487e+02   7.4503e+02   7.2822e+02   7.5984e+02   6.2810e+02   4.8758e+02   2.8151e+02   1.5188e+02   1.2514e+02   6.0529e+01   4.5912e+01   9.4365e+01   6.4208e+01   2.4741e+01   1.9403e+01   2.2252e+01   1.2643e+01   5.7884e+00   5.4252e+00   4.8211e+00   3.8431e+00   3.4101e+00   3.1165e+00   2.7238e+00   2.3814e+00   2.1416e+00   2.2078e+00   2.3273e+00   2.1417e+00   2.1497e+00   2.5364e+00   2.3416e+00   2.0503e+00   2.4994e+00   2.4585e+00   2.0663e+00   2.0730e+00   1.8850e+00   1.9839e+00   2.2048e+00   2.3419e+00   2.3965e+00   2.5706e+00   2.4763e+00   3.1370e+00   2.6282e+00   2.2431e+00   2.0502e+00   1.9739e+00   2.1966e+00   2.1130e+00   1.8797e+00   2.0299e+00   2.6220e+00   2.3570e+00   2.3404e+00   2.1689e+00   2.2186e+00   2.1869e+00   2.0895e+00   2.0565e+00   1.9457e+00   1.9247e+00   2.1924e+00   2.1161e+00   2.3519e+00   2.6471e+00   3.1559e+00 
  2.1546e+03   2.0592e+03   1.9248e+03   1.7517e+03   1.8131e+03   1.7303e+03   1.6396e+03   1.6968e+03   1.7329e+03   1.6420e+03   1.5849e+03   1.5404e+03   1.4852e+03   1.3461e+03   1.3026e+03   1.2450e+03   1.2862e+03   1.2820e+03   1.2840e+03   1.2910e+03   1.2416e+03   1.1601e+03   1.1368e+03   1.1445e+03   1.1805e+03   1.3143e+03   1.2339e+03   9.8572e+02   7.0454e+02   4.6875e+02   3.2878e+02   1.5310e+02   1.7304e+02   2.3880e+02   1.4031e+02   5.4034e+01   6.0215e+01   9.6589e+01   4.0872e+01   9.2725e+00   7.4781e+00   8.4042e+00   5.9816e+00   3.9748e+00   3.1708e+00   2.7560e+00   2.6264e+00   2.2274e+00   2.1433e+00   2.2518e+00   2.0700e+00   1.9148e+00   2.1438e+00   2.1531e+00   2.1086e+00   2.4048e+00   2.2839e+00   2.0597e+00   2.2386e+00   2.0018e+00   1.9633e+00   2.3899e+00   2.4194e+00   3.7075e+00   5.8986e+00   7.1550e+00   6.2602e+00   3.3732e+00   2.4303e+00   2.3241e+00   2.1976e+00   2.0355e+00   1.9563e+00   1.8191e+00   2.0757e+00   2.3645e+00   2.0470e+00   2.1319e+00   2.1252e+00   2.2741e+00   2.0989e+00   2.2731e+00   2.3834e+00   2.2139e+00   2.1086e+00   2.3641e+00   2.1842e+00   2.3997e+00   2.1515e+00   2.7492e+00 
