ALO Lidar Data on 20190630

UT (hour) for each column
  19.1000   19.2000   19.3000   19.4000   19.5000   19.6000   19.7000   19.8000   19.9000   20.0000   20.1000   20.2000   20.3000   20.4000   20.5000   20.6000   20.7000   20.8000   20.9000   21.0000   21.1000   21.2000   21.3000   21.4000   21.5000   21.6000   21.7000   21.8000   21.9000   22.0000   22.1000   22.2000   22.3000   22.4000   22.5000   22.6000   22.7000   22.8000 
Altitudes (km) for each row
   80.000    80.500    81.000    81.500    82.000    82.500    83.000    83.500    84.000    84.500    85.000    85.500    86.000    86.500    87.000    87.500    88.000    88.500    89.000    89.500    90.000    90.500    91.000    91.500    92.000    92.500    93.000    93.500    94.000    94.500    95.000    95.500    96.000    96.500    97.000    97.500    98.000    98.500    99.000    99.500   100.000   100.500   101.000   101.500   102.000   102.500   103.000   103.500   104.000   104.500   105.000   105.500   106.000   106.500   107.000   107.500   108.000   108.500   109.000   109.500   110.000   110.500   111.000   111.500   112.000   112.500   113.000   113.500   114.000   114.500   115.000 

Na Density (cm^(-3))
  2.9758e+02   2.8965e+02  -9.9900e+02   2.6796e+02   2.6796e+02  -9.9900e+02   2.3891e+02   2.5472e+02   2.7248e+02  -9.9900e+02   3.5776e+02   3.5776e+02   3.0773e+02   3.5820e+02   3.8748e+02   4.3412e+02   5.0532e+02   4.9802e+02   4.3656e+02   4.7151e+02   4.2571e+02   4.5797e+02   4.7429e+02   5.4888e+02   6.6179e+02   6.9231e+02   5.6316e+02   6.3360e+02   5.9564e+02   8.0057e+02   1.1403e+03   1.5765e+03   2.1718e+03   2.7335e+03   3.0892e+03   3.0424e+03   2.7504e+03   2.3515e+03 
  2.9156e+02   3.0689e+02  -9.9900e+02   2.8000e+02   2.8000e+02  -9.9900e+02   2.4728e+02   3.0033e+02   3.5994e+02  -9.9900e+02   4.8302e+02   4.8302e+02   3.9626e+02   4.8121e+02   5.6307e+02   6.9782e+02   8.5647e+02   8.2683e+02   6.6983e+02   7.3132e+02   6.5173e+02   7.3204e+02   1.0690e+03   1.7668e+03   2.3484e+03   2.3439e+03   1.9877e+03   2.2379e+03   2.1871e+03   2.2410e+03   2.4212e+03   2.7156e+03   3.1189e+03   3.4148e+03   3.4821e+03   3.3798e+03   3.1601e+03   2.8425e+03 
  2.7646e+02   2.7946e+02  -9.9900e+02   2.6105e+02   2.6105e+02  -9.9900e+02   2.9907e+02   3.5969e+02   4.2781e+02  -9.9900e+02   7.9299e+02   7.9299e+02   8.1188e+02   9.7892e+02   1.1562e+03   1.4634e+03   1.7427e+03   1.6727e+03   1.4849e+03   1.5530e+03   1.6680e+03   1.9107e+03   2.5396e+03   3.2833e+03   3.6974e+03   3.6542e+03   3.3732e+03   3.7805e+03   3.8484e+03   3.6836e+03   3.5084e+03   3.4378e+03   3.5543e+03   3.6324e+03   3.5345e+03   3.3668e+03   3.1909e+03   3.0387e+03 
  3.0517e+02   3.1176e+02  -9.9900e+02   2.6741e+02   2.6741e+02  -9.9900e+02   4.1750e+02   5.5123e+02   7.0146e+02  -9.9900e+02   1.5825e+03   1.5825e+03   1.6950e+03   1.9295e+03   2.0906e+03   2.4297e+03   2.8066e+03   2.7994e+03   2.6534e+03   2.5999e+03   2.8473e+03   3.3325e+03   3.6928e+03   3.8197e+03   3.8134e+03   3.7995e+03   3.6948e+03   4.1389e+03   4.2760e+03   4.1678e+03   3.9594e+03   3.7529e+03   3.7062e+03   3.6228e+03   3.4381e+03   3.2470e+03   3.0825e+03   2.9669e+03 
  3.6467e+02   4.2595e+02  -9.9900e+02   4.6237e+02   4.6237e+02  -9.9900e+02   8.7949e+02   1.1645e+03   1.4848e+03  -9.9900e+02   2.2732e+03   2.2732e+03   2.3151e+03   2.5683e+03   2.7313e+03   3.0393e+03   3.5171e+03   3.7751e+03   3.7864e+03   3.6572e+03   3.7351e+03   4.1175e+03   4.1121e+03   3.9095e+03   3.8230e+03   3.8767e+03   3.8616e+03   4.1567e+03   4.2143e+03   4.1205e+03   3.9342e+03   3.7095e+03   3.5878e+03   3.4430e+03   3.2414e+03   3.0713e+03   2.9402e+03   2.8547e+03 
  6.5550e+02   1.0719e+03  -9.9900e+02   1.3363e+03   1.3363e+03  -9.9900e+02   1.7285e+03   1.9424e+03   2.1828e+03  -9.9900e+02   2.5493e+03   2.5493e+03   2.5839e+03   2.8174e+03   3.0254e+03   3.3820e+03   4.0350e+03   4.5528e+03   4.6189e+03   4.5285e+03   4.4024e+03   4.4921e+03   4.3553e+03   4.0627e+03   3.9118e+03   3.9772e+03   3.9583e+03   4.1683e+03   4.1259e+03   3.9608e+03   3.7694e+03   3.5729e+03   3.3770e+03   3.2211e+03   3.0521e+03   2.8925e+03   2.7666e+03   2.7101e+03 
  1.6452e+03   2.1441e+03  -9.9900e+02   2.2743e+03   2.2743e+03  -9.9900e+02   2.3494e+03   2.4096e+03   2.4771e+03  -9.9900e+02   2.6418e+03   2.6418e+03   2.8069e+03   3.0575e+03   3.3646e+03   3.7448e+03   4.3914e+03   4.9226e+03   4.8959e+03   4.8404e+03   4.7705e+03   4.6595e+03   4.4996e+03   4.2389e+03   4.0630e+03   4.0634e+03   3.9453e+03   4.1185e+03   3.9839e+03   3.7718e+03   3.6169e+03   3.5135e+03   3.3448e+03   3.1808e+03   3.0022e+03   2.8570e+03   2.7121e+03   2.5561e+03 
  2.6407e+03   2.8770e+03  -9.9900e+02   2.6746e+03   2.6746e+03  -9.9900e+02   2.4870e+03   2.4928e+03   2.4994e+03  -9.9900e+02   2.6760e+03   2.6760e+03   2.9727e+03   3.2985e+03   3.7447e+03   4.1232e+03   4.5725e+03   4.9246e+03   4.8814e+03   4.9583e+03   4.9427e+03   4.7689e+03   4.5611e+03   4.3359e+03   4.1850e+03   4.1176e+03   3.9673e+03   3.9864e+03   3.8006e+03   3.6375e+03   3.5689e+03   3.5490e+03   3.4075e+03   3.2318e+03   3.0732e+03   2.9470e+03   2.7749e+03   2.5012e+03 
  2.9630e+03   3.0446e+03  -9.9900e+02   2.7126e+03   2.7126e+03  -9.9900e+02   2.5084e+03   2.5500e+03   2.5967e+03  -9.9900e+02   2.8057e+03   2.8057e+03   3.1045e+03   3.4607e+03   3.9543e+03   4.3188e+03   4.6215e+03   4.8388e+03   4.8249e+03   4.9254e+03   4.8312e+03   4.7372e+03   4.4836e+03   4.2381e+03   4.1507e+03   4.1236e+03   3.9235e+03   3.8521e+03   3.6886e+03   3.6028e+03   3.6127e+03   3.6480e+03   3.5073e+03   3.2925e+03   3.2305e+03   3.1309e+03   2.9043e+03   2.5114e+03 
  2.9504e+03   3.0264e+03  -9.9900e+02   2.7701e+03   2.7701e+03  -9.9900e+02   2.7082e+03   2.8463e+03   3.0015e+03  -9.9900e+02   3.2276e+03   3.2276e+03   3.3248e+03   3.6360e+03   4.0751e+03   4.3960e+03   4.6421e+03   4.7698e+03   4.6751e+03   4.7584e+03   4.6690e+03   4.6066e+03   4.3725e+03   4.1388e+03   4.0537e+03   4.0097e+03   3.7656e+03   3.6530e+03   3.6155e+03   3.6527e+03   3.7181e+03   3.7577e+03   3.6572e+03   3.4927e+03   3.4045e+03   3.3149e+03   3.0845e+03   2.6287e+03 
  3.1097e+03   3.1768e+03  -9.9900e+02   3.0316e+03   3.0316e+03  -9.9900e+02   3.1623e+03   3.3377e+03   3.5347e+03  -9.9900e+02   3.8077e+03   3.8077e+03   3.8437e+03   4.0321e+03   4.2467e+03   4.3837e+03   4.5327e+03   4.6159e+03   4.5384e+03   4.6127e+03   4.4850e+03   4.3833e+03   4.1926e+03   4.0285e+03   3.9601e+03   3.8773e+03   3.6135e+03   3.5069e+03   3.6338e+03   3.7227e+03   3.7819e+03   3.8086e+03   3.7008e+03   3.6194e+03   3.4982e+03   3.4022e+03   3.2108e+03   2.8365e+03 
  3.3895e+03   3.4810e+03  -9.9900e+02   3.5046e+03   3.5046e+03  -9.9900e+02   3.7006e+03   3.8665e+03   4.0530e+03  -9.9900e+02   4.2078e+03   4.2078e+03   4.2575e+03   4.2928e+03   4.3250e+03   4.3913e+03   4.4966e+03   4.5346e+03   4.4862e+03   4.4702e+03   4.3308e+03   4.1966e+03   3.9895e+03   3.8456e+03   3.8066e+03   3.7498e+03   3.5781e+03   3.4925e+03   3.6993e+03   3.7771e+03   3.8070e+03   3.8350e+03   3.7523e+03   3.6184e+03   3.5677e+03   3.4574e+03   3.2683e+03   3.0190e+03 
  3.6792e+03   3.8778e+03  -9.9900e+02   4.0407e+03   4.0407e+03  -9.9900e+02   4.1860e+03   4.2812e+03   4.3882e+03  -9.9900e+02   4.3769e+03   4.3769e+03   4.4842e+03   4.4221e+03   4.4501e+03   4.5750e+03   4.7131e+03   4.7340e+03   4.5738e+03   4.4297e+03   4.3206e+03   4.1949e+03   3.9587e+03   3.7570e+03   3.7261e+03   3.7728e+03   3.6395e+03   3.5522e+03   3.9067e+03   3.9963e+03   4.0664e+03   4.2019e+03   4.0708e+03   3.7747e+03   3.7268e+03   3.6034e+03   3.4012e+03   3.1893e+03 
  3.9964e+03   4.1657e+03  -9.9900e+02   4.3709e+03   4.3709e+03  -9.9900e+02   4.5362e+03   4.5489e+03   4.5632e+03  -9.9900e+02   4.6708e+03   4.6708e+03   4.9967e+03   4.9855e+03   5.0399e+03   5.0295e+03   5.0177e+03   5.0652e+03   4.9298e+03   4.6321e+03   4.7384e+03   4.5973e+03   4.2963e+03   3.9572e+03   3.8712e+03   3.9897e+03   3.6891e+03   3.7490e+03   4.3799e+03   4.5450e+03   4.5558e+03   4.5889e+03   4.4201e+03   4.1142e+03   4.0180e+03   3.8868e+03   3.7025e+03   3.5100e+03 
  4.2883e+03   4.5204e+03  -9.9900e+02   4.7740e+03   4.7740e+03  -9.9900e+02   5.0021e+03   4.9954e+03   4.9879e+03  -9.9900e+02   5.2815e+03   5.2815e+03   5.8662e+03   5.7231e+03   5.5824e+03   5.3898e+03   5.4233e+03   5.6652e+03   5.5473e+03   5.2270e+03   5.2882e+03   5.2850e+03   5.0153e+03   4.5985e+03   4.4761e+03   4.6417e+03   4.2509e+03   4.3478e+03   4.6705e+03   4.7596e+03   4.6674e+03   4.4977e+03   4.3855e+03   4.2902e+03   4.1845e+03   4.0538e+03   3.9055e+03   3.7611e+03 
  4.5926e+03   4.8603e+03  -9.9900e+02   5.4588e+03   5.4588e+03  -9.9900e+02   5.8693e+03   5.7992e+03   5.7205e+03  -9.9900e+02   6.2414e+03   6.2414e+03   6.5758e+03   6.3325e+03   5.9618e+03   5.7816e+03   6.0892e+03   6.3236e+03   5.9387e+03   5.7218e+03   5.6814e+03   5.7484e+03   5.6161e+03   5.2789e+03   5.1393e+03   5.2831e+03   4.9309e+03   4.6806e+03   4.5692e+03   4.4624e+03   4.3308e+03   4.1947e+03   4.1497e+03   4.1970e+03   4.0752e+03   3.9759e+03   3.8778e+03   3.7521e+03 
