ALO Lidar Data on 20190703

UT (hour) for each column
  11.5000   11.6000   11.7000   11.8000   11.9000   12.0000   12.1000   12.2000   12.3000   12.4000   12.5000   12.6000   12.7000   12.8000   12.9000   13.0000   13.1000   13.2000   13.3000   13.4000   13.5000   13.6000   13.7000   13.8000   13.9000   14.0000   14.1000   14.2000   14.3000   14.4000   14.5000   14.6000   14.7000   14.8000   14.9000   15.0000   15.1000   15.2000   15.3000   15.4000   15.5000   15.6000   15.7000   15.8000   15.9000   16.0000   16.1000   16.2000   16.3000   16.4000   16.5000   16.6000   16.7000   16.8000   16.9000   17.0000   17.1000   17.2000   17.3000   17.4000   17.5000   17.6000   17.7000   17.8000   17.9000   18.0000   18.1000   18.2000   18.3000   18.4000   18.5000   18.6000   18.7000   18.8000   18.9000   19.0000   19.1000   19.2000   19.3000   19.4000   19.5000   19.6000   19.7000   19.8000   19.9000   20.0000   20.1000   20.2000   20.3000   20.4000   20.5000   20.6000   20.7000   20.8000   20.9000   21.0000   21.1000   21.2000   21.3000   21.4000   21.5000   21.6000   21.7000   21.8000   21.9000   22.0000   22.1000   22.2000   22.3000   22.4000   22.5000   22.6000   22.7000   22.8000 
Altitudes (km) for each row
   80.000    80.500    81.000    81.500    82.000    82.500    83.000    83.500    84.000    84.500    85.000    85.500    86.000    86.500    87.000    87.500    88.000    88.500    89.000    89.500    90.000    90.500    91.000    91.500    92.000    92.500    93.000    93.500    94.000    94.500    95.000    95.500    96.000    96.500    97.000    97.500    98.000    98.500    99.000    99.500   100.000   100.500   101.000   101.500   102.000   102.500   103.000   103.500   104.000   104.500   105.000   105.500   106.000   106.500   107.000   107.500   108.000   108.500   109.000   109.500   110.000   110.500   111.000   111.500   112.000   112.500   113.000   113.500   114.000   114.500   115.000 

Na Density (cm^(-3))
  7.8980e+02   7.5613e+02   8.7248e+02   7.8261e+02   9.8216e+02   1.0998e+03   1.2046e+03   1.2118e+03   1.0457e+03   9.6076e+02   1.1411e+03  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02   1.9513e+02   1.9513e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02   1.2478e+02   1.2478e+02   1.2478e+02   9.4009e+01   1.0246e+02   1.3248e+02   1.3248e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02   8.6447e+01   8.6447e+01   9.7840e+01   9.7840e+01   1.3452e+02   1.4217e+02  -9.9900e+02   1.3876e+02   1.3876e+02   1.3876e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02   1.7939e+02   1.7939e+02  -9.9900e+02   5.5379e+02   5.8513e+02   6.7332e+02   5.5973e+02   4.9208e+02   4.2705e+02   4.1449e+02   4.9049e+02   6.0632e+02   5.6585e+02   5.6397e+02   5.7614e+02   3.7649e+02   3.3707e+02   3.5873e+02   2.6586e+02   2.4195e+02   2.3273e+02   4.0391e+02   4.2631e+02   2.6129e+02   2.6988e+02   2.7556e+02   2.9436e+02   3.2768e+02   3.5898e+02   5.5292e+02   5.3101e+02   4.2052e+02   2.3674e+02   1.8713e+02 
  1.5309e+03   1.2580e+03   1.3826e+03   1.1334e+03   1.4119e+03   1.5932e+03   1.7185e+03   1.7000e+03   1.4813e+03   1.3738e+03   1.5546e+03  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02   1.5073e+02   1.5073e+02   1.3377e+02   1.1445e+02   1.5309e+02   1.6488e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02   9.4119e+01   9.4119e+01   1.8940e+02   1.7320e+02   1.4641e+02   1.2904e+02   1.2904e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02   6.4135e+01   6.4135e+01  -9.9900e+02  -9.9900e+02   6.7899e+01   6.7899e+01   1.7783e+02   1.7783e+02   1.7783e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02   3.6080e+02   3.6080e+02  -9.9900e+02   7.1882e+02   7.3482e+02   7.7985e+02   7.6924e+02   6.9162e+02   5.9698e+02   6.0435e+02   6.6914e+02   7.6546e+02   8.0947e+02   7.8964e+02   6.9961e+02   5.5068e+02   4.9501e+02   4.1284e+02   3.8388e+02   3.8423e+02   4.1601e+02   6.4212e+02   6.8129e+02   5.2171e+02   5.3536e+02   5.5527e+02   6.9210e+02   7.4975e+02   8.0390e+02   8.4010e+02   7.6294e+02   5.4583e+02   3.4369e+02   2.8769e+02 
  2.2255e+03   1.9670e+03   1.9030e+03   1.6220e+03   1.7897e+03   1.9121e+03   2.0046e+03   1.9419e+03   1.7954e+03   1.6971e+03   1.6573e+03  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02   4.6423e+02   4.3536e+02   2.6775e+02   1.6255e+02   1.0476e+02   9.2705e+01   9.2891e+01  -9.9900e+02   1.9906e+02   1.9906e+02   1.7741e+02   1.7741e+02  -9.9900e+02  -9.9900e+02   3.0079e+02   3.0079e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02   1.1034e+02   1.1034e+02  -9.9900e+02   1.4609e+02   1.3879e+02   1.3740e+02   1.5236e+02   1.5236e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02   7.0286e+02   7.0286e+02  -9.9900e+02   6.9482e+02   6.9482e+02  -9.9900e+02   1.0084e+03   1.0530e+03   1.1783e+03   1.4067e+03   1.2996e+03   1.1285e+03   1.1822e+03   1.1967e+03   1.2112e+03   1.0896e+03   1.0221e+03   8.4131e+02   6.1485e+02   5.7463e+02   6.1606e+02   4.9635e+02   5.2325e+02   7.6728e+02   1.0676e+03   1.1370e+03   1.0308e+03   1.0315e+03   1.0339e+03   1.0552e+03   1.0379e+03   1.0218e+03   8.9470e+02   8.0777e+02   6.0780e+02   3.7757e+02   3.1894e+02 
  2.3842e+03   2.2823e+03   2.1395e+03   1.9327e+03   2.0484e+03   2.1300e+03   2.0682e+03   1.9705e+03   1.8513e+03   1.7878e+03   1.7114e+03  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02   6.5778e+02   6.1548e+02   3.7335e+02   2.5146e+02   1.8340e+02   2.1251e+02   2.3599e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02   1.5684e+02   1.5684e+02   1.5684e+02   3.7463e+02   3.7463e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02   1.7222e+02   1.7222e+02   1.7222e+02   2.7041e+02   2.4726e+02   1.1142e+02   2.0999e+02   2.1594e+02   2.2517e+02   2.7896e+02   1.0622e+02   8.2448e+01  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02   1.0717e+03   1.0717e+03  -9.9900e+02   1.1226e+03   1.1226e+03  -9.9900e+02   1.4994e+03   1.7370e+03   2.4057e+03   2.8485e+03   2.9562e+03   3.0158e+03   3.1424e+03   3.2000e+03   3.2697e+03   3.0700e+03   2.7860e+03   1.8808e+03   8.5671e+02   6.7363e+02   8.5644e+02   9.0377e+02   9.9361e+02   1.3426e+03   1.6246e+03   1.6762e+03   1.4935e+03   1.3977e+03   1.3402e+03   1.1881e+03   1.1167e+03   1.0496e+03   8.7279e+02   7.9336e+02   6.2678e+02   4.1299e+02   3.5610e+02 
  2.4844e+03   2.4439e+03   2.3615e+03   2.1206e+03   2.2250e+03   2.3068e+03   2.0694e+03   1.9578e+03   1.8648e+03   1.8133e+03   1.7253e+03  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02   6.2495e+02   6.1259e+02   5.3280e+02   4.1346e+02   2.7990e+02   3.0794e+02   3.4091e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02   3.0419e+02   2.9162e+02   2.1173e+02   3.0189e+02   3.2421e+02   2.1542e+02   2.1542e+02   2.1542e+02  -9.9900e+02   3.4796e+02   3.4796e+02   2.9206e+02   2.6457e+02   2.7446e+02   3.1086e+02   3.8872e+02   3.4578e+02   3.4099e+02   4.6516e+02   2.6151e+02   2.3349e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02   1.2628e+03   1.2628e+03  -9.9900e+02   1.6283e+03   1.6283e+03  -9.9900e+02   2.6988e+03   3.0569e+03   4.0649e+03   4.3775e+03   4.6308e+03   4.8931e+03   5.3421e+03   5.7081e+03   6.1973e+03   6.4539e+03   5.8896e+03   3.7881e+03   1.4270e+03   1.0719e+03   1.7444e+03   1.8627e+03   1.8953e+03   1.9165e+03   1.9284e+03   1.8881e+03   1.6213e+03   1.4650e+03   1.3754e+03   1.1687e+03   1.0782e+03   9.9332e+02   8.3334e+02   7.5347e+02   5.8122e+02   4.2074e+02   3.7674e+02 
