ALO Lidar Data on 20190629

UT (hour) for each column
   5.3000    5.4000    5.5000    5.6000    5.7000    5.8000    5.9000    6.0000    6.1000    6.2000    6.3000    6.4000    6.5000    6.6000    6.7000    6.8000    6.9000    7.0000    7.1000    7.2000    7.3000    7.4000    7.5000    7.6000    7.7000    7.8000    7.9000    8.0000    8.1000    8.2000    8.3000    8.4000    8.5000    8.6000    8.7000    8.8000    8.9000    9.0000    9.1000    9.2000    9.3000    9.4000    9.5000    9.6000    9.7000    9.8000    9.9000 
Altitudes (km) for each row
   80.000    80.500    81.000    81.500    82.000    82.500    83.000    83.500    84.000    84.500    85.000    85.500    86.000    86.500    87.000    87.500    88.000    88.500    89.000    89.500    90.000    90.500    91.000    91.500    92.000    92.500    93.000    93.500    94.000    94.500    95.000    95.500    96.000    96.500    97.000    97.500    98.000    98.500    99.000    99.500   100.000   100.500   101.000   101.500   102.000   102.500   103.000   103.500   104.000   104.500   105.000   105.500   106.000   106.500   107.000   107.500   108.000   108.500   109.000   109.500   110.000   110.500   111.000   111.500   112.000   112.500   113.000   113.500   114.000   114.500   115.000 

Na Density (cm^(-3))
  5.8686e+02   5.9774e+02   6.8237e+02   6.9614e+02   5.6402e+02   5.8429e+02   4.0865e+02   2.6733e+02   2.2024e+02   2.1280e+02   2.2414e+02   1.9629e+02   1.9521e+02   1.8803e+02   1.7275e+02   2.1534e+02   1.9343e+02   1.6319e+02   1.4578e+02   2.1275e+02   2.5919e+02   2.7559e+02   3.4096e+02   3.2434e+02   2.1467e+02   2.4913e+02   3.0036e+02   3.3165e+02  -9.9900e+02   4.2316e+02   4.6515e+02   4.3211e+02   3.8303e+02   3.4029e+02   2.7791e+02   2.6230e+02   3.2089e+02   4.2006e+02   3.9128e+02   3.0524e+02   3.2775e+02   2.9879e+02   2.4823e+02   2.1740e+02   2.4012e+02   2.8522e+02   3.5165e+02 
  9.2414e+02   8.8632e+02   8.9550e+02   8.1044e+02   7.3478e+02   7.1632e+02   4.5034e+02   3.0120e+02   2.8291e+02   2.6854e+02   2.5913e+02   2.4198e+02   2.1350e+02   1.8473e+02   1.5157e+02   2.3219e+02   2.3786e+02   2.3267e+02   2.9006e+02   3.7520e+02   4.0648e+02   4.0028e+02   5.2784e+02   5.2461e+02   3.7654e+02   3.9784e+02   4.4509e+02   4.7384e+02  -9.9900e+02   6.2632e+02   6.8557e+02   6.1834e+02   5.5605e+02   5.2155e+02   4.7621e+02   4.8236e+02   5.6752e+02   8.3307e+02   7.6065e+02   5.1591e+02   5.3625e+02   5.0848e+02   3.7613e+02   3.0246e+02   3.3777e+02   4.4460e+02   5.8539e+02 
  1.1769e+03   1.0792e+03   1.0001e+03   9.6745e+02   9.1655e+02   8.1352e+02   5.9796e+02   5.1561e+02   4.3865e+02   3.4440e+02   2.4639e+02   2.4141e+02   2.3293e+02   1.8734e+02   1.6900e+02   3.5535e+02   3.5775e+02   3.3966e+02   5.8227e+02   6.5896e+02   6.7117e+02   6.9619e+02   9.4263e+02   9.1738e+02   5.8944e+02   5.9727e+02   6.1581e+02   6.3205e+02  -9.9900e+02   7.9816e+02   8.9138e+02   8.1424e+02   7.3734e+02   7.7442e+02   8.6079e+02   1.0777e+03   1.2371e+03   1.5883e+03   1.5741e+03   1.3194e+03   1.3281e+03   1.1909e+03   9.5510e+02   8.3471e+02   7.1608e+02   8.7565e+02   1.1512e+03 
  1.4511e+03   1.3020e+03   1.1724e+03   1.0991e+03   1.0295e+03   9.5729e+02   8.0221e+02   7.1946e+02   6.0377e+02   4.2757e+02   2.8691e+02   2.8441e+02   2.7715e+02   2.5008e+02   2.6818e+02   4.4962e+02   5.9290e+02   6.9091e+02   9.2364e+02   1.0971e+03   1.2149e+03   1.3026e+03   1.7539e+03   1.6562e+03   1.1407e+03   1.1460e+03   1.0476e+03   9.0528e+02  -9.9900e+02   1.4601e+03   1.7924e+03   1.6426e+03   1.3987e+03   1.4938e+03   1.6846e+03   2.0894e+03   2.3355e+03   2.5060e+03   2.4389e+03   2.2639e+03   2.2142e+03   2.0364e+03   1.7440e+03   1.6057e+03   1.4133e+03   1.7545e+03   2.0015e+03 
  1.5966e+03   1.4363e+03   1.3221e+03   1.1931e+03   1.1071e+03   1.0886e+03   9.5166e+02   8.1987e+02   6.7170e+02   5.0644e+02   3.8986e+02   3.4639e+02   3.7061e+02   4.3868e+02   4.2875e+02   8.1341e+02   1.0873e+03   1.2723e+03   1.8030e+03   2.0112e+03   2.1234e+03   2.1120e+03   2.3822e+03   2.1946e+03   1.8209e+03   1.8384e+03   1.6564e+03   1.5113e+03  -9.9900e+02   2.4944e+03   2.8408e+03   2.7096e+03   2.4606e+03   2.5180e+03   2.7420e+03   3.0481e+03   3.2422e+03   3.2029e+03   3.0215e+03   2.9214e+03   2.8921e+03   2.8106e+03   2.5215e+03   2.3711e+03   2.2754e+03   2.5187e+03   2.6172e+03 
