ALO Lidar Data on 20190125

UT (hour) for each column
   4.1000    4.2000    4.3000    4.4000    4.5000    4.6000    4.7000    4.8000    4.9000    5.0000    5.1000    5.2000    5.3000    5.4000    5.5000    5.6000    5.7000    5.8000    5.9000    6.0000    6.1000    6.2000    6.3000    6.4000    6.5000    6.6000    6.7000    6.8000    6.9000    7.0000    7.1000    7.2000    7.3000    7.4000    7.5000    7.6000    7.7000    7.8000    7.9000    8.0000    8.1000    8.2000    8.3000    8.4000    8.5000    8.6000    8.7000    8.8000    8.9000    9.0000    9.1000 
Altitudes (km) for each row
   80.000    80.500    81.000    81.500    82.000    82.500    83.000    83.500    84.000    84.500    85.000    85.500    86.000    86.500    87.000    87.500    88.000    88.500    89.000    89.500    90.000    90.500    91.000    91.500    92.000    92.500    93.000    93.500    94.000    94.500    95.000    95.500    96.000    96.500    97.000    97.500    98.000    98.500    99.000    99.500   100.000   100.500   101.000   101.500   102.000   102.500   103.000   103.500   104.000   104.500   105.000   105.500   106.000   106.500   107.000   107.500   108.000   108.500   109.000   109.500   110.000   110.500   111.000   111.500   112.000   112.500   113.000   113.500   114.000   114.500   115.000 

Na Density (cm^(-3))
  1.5341e+00   1.7006e+00   1.2442e+00   1.6808e+00   1.8048e+00   2.2163e+00   2.2096e+00   2.3494e+00   2.1808e+00   1.9546e+00   2.2116e+00   2.6597e+00   2.3060e+00   2.5911e+00   2.4837e+00   2.3776e+00   2.9168e+00   2.4626e+00   2.1174e+00   2.7406e+00   2.6958e+00   1.9542e+00   1.6706e+00   1.7643e+00   1.8229e+00   1.7164e+00   1.5732e+00   1.3750e+00   1.7598e+00   2.0585e+00   1.9305e+00   2.0744e+00  -9.9900e+02  -9.9900e+02   2.8102e+00   2.4452e+00   2.1512e+00   1.8452e+00   1.4443e+00   2.2837e+00   2.6412e+00   1.7758e+00  -9.9900e+02   1.4542e+00   1.7638e+00   1.9805e+00  -9.9900e+02   4.6154e+00   5.2994e+00   5.2420e+00   3.9308e+00 
  1.4766e+00   1.6293e+00   1.1917e+00   1.5769e+00   1.6291e+00   2.0292e+00   2.0790e+00   2.2676e+00   2.1196e+00   1.8414e+00   2.0825e+00   2.5133e+00   2.1944e+00   2.4037e+00   2.3182e+00   2.2435e+00   2.7650e+00   2.3295e+00   1.9937e+00   2.5541e+00   2.4762e+00   1.8425e+00   1.5976e+00   1.6446e+00   1.7207e+00   1.6319e+00   1.4685e+00   1.2946e+00   1.6829e+00   1.9507e+00   1.8278e+00   2.0221e+00  -9.9900e+02  -9.9900e+02   2.6487e+00   2.3366e+00   2.0479e+00   1.7872e+00   1.4166e+00   2.2362e+00   2.6307e+00   1.7331e+00  -9.9900e+02   1.5385e+00   1.7613e+00   1.9172e+00  -9.9900e+02   4.2888e+00   4.9992e+00   4.9709e+00   3.7324e+00 
  1.3946e+00   1.5301e+00   1.1248e+00   1.4512e+00   1.5315e+00   1.9266e+00   1.9508e+00   2.1203e+00   1.9940e+00   1.7431e+00   1.9203e+00   2.3088e+00   2.0775e+00   2.3230e+00   2.2190e+00   2.0728e+00   2.5201e+00   2.1412e+00   1.8647e+00   2.4297e+00   2.2514e+00   1.7312e+00   1.4957e+00   1.5683e+00   1.6478e+00   1.5615e+00   1.3889e+00   1.2282e+00   1.5752e+00   1.7721e+00   1.7302e+00   2.0007e+00  -9.9900e+02  -9.9900e+02   2.4211e+00   2.1915e+00   1.9724e+00   1.7321e+00   1.3859e+00   2.2737e+00   2.6552e+00   1.6231e+00  -9.9900e+02   1.6091e+00   1.7705e+00   1.8835e+00  -9.9900e+02   4.0367e+00   4.6985e+00   4.7630e+00   3.4498e+00 
  1.2791e+00   1.4131e+00   1.0435e+00   1.3665e+00   1.4606e+00   1.8136e+00   1.8225e+00   1.9867e+00   1.8194e+00   1.6236e+00   1.8212e+00   2.1935e+00   1.9192e+00   2.1866e+00   2.0816e+00   1.9480e+00   2.3141e+00   2.0235e+00   1.7824e+00   2.2690e+00   2.0509e+00   1.6117e+00   1.4010e+00   1.4749e+00   1.5933e+00   1.5476e+00   1.3541e+00   1.1550e+00   1.4752e+00   1.6757e+00   1.6614e+00   1.9303e+00  -9.9900e+02  -9.9900e+02   2.2895e+00   2.0750e+00   1.8525e+00   1.6185e+00   1.3543e+00   2.2469e+00   2.6216e+00   1.5742e+00  -9.9900e+02   1.5225e+00   1.7460e+00   1.9024e+00  -9.9900e+02   3.6970e+00   4.3621e+00   4.5662e+00   3.3426e+00 
  1.1923e+00   1.3268e+00   1.0350e+00   1.3045e+00   1.3508e+00   1.6671e+00   1.7182e+00   1.9035e+00   1.6831e+00   1.5243e+00   1.7319e+00   2.0126e+00   1.7828e+00   2.0370e+00   1.9108e+00   1.8597e+00   2.2400e+00   1.9417e+00   1.6485e+00   2.0678e+00   1.8975e+00   1.4998e+00   1.3276e+00   1.4256e+00   1.5109e+00   1.4132e+00   1.2420e+00   1.0830e+00   1.4015e+00   1.6130e+00   1.5779e+00   1.7868e+00  -9.9900e+02  -9.9900e+02   2.1756e+00   1.9814e+00   1.7199e+00   1.5387e+00   1.3452e+00   2.1937e+00   2.5705e+00   1.5586e+00  -9.9900e+02   1.4335e+00   1.7103e+00   1.9039e+00  -9.9900e+02   3.3828e+00   4.0269e+00   4.1322e+00   3.1194e+00 
