ALO Lidar Data on 20190126

UT (hour) for each column
   0.5000    0.6000    0.7000    0.8000    0.9000    1.0000    1.1000    1.2000    1.3000    1.4000    1.5000    1.6000    1.7000    1.8000    1.9000    2.0000    2.1000    2.2000    2.3000    2.4000    2.5000    2.6000    2.7000    2.8000    2.9000    3.0000    3.1000    3.2000    3.3000    3.4000    3.5000    3.6000    3.7000    3.8000    3.9000    4.0000    4.1000    4.2000    4.3000    4.4000    4.5000    4.6000    4.7000    4.8000    4.9000    5.0000    5.1000    5.2000    5.3000    5.4000    5.5000    5.6000    5.7000    5.8000    5.9000    6.0000    6.1000    6.2000    6.3000    6.4000    6.5000    6.6000    6.7000    6.8000    6.9000    7.0000    7.1000    7.2000    7.3000    7.4000    7.5000    7.6000    7.7000    7.8000    7.9000    8.0000    8.1000    8.2000    8.3000    8.4000    8.5000    8.6000    8.7000    8.8000    8.9000 
Altitudes (km) for each row
   80.000    80.500    81.000    81.500    82.000    82.500    83.000    83.500    84.000    84.500    85.000    85.500    86.000    86.500    87.000    87.500    88.000    88.500    89.000    89.500    90.000    90.500    91.000    91.500    92.000    92.500    93.000    93.500    94.000    94.500    95.000    95.500    96.000    96.500    97.000    97.500    98.000    98.500    99.000    99.500   100.000   100.500   101.000   101.500   102.000   102.500   103.000   103.500   104.000   104.500   105.000   105.500   106.000   106.500   107.000   107.500   108.000   108.500   109.000   109.500   110.000   110.500   111.000   111.500   112.000   112.500   113.000   113.500   114.000   114.500   115.000 

Na Density (cm^(-3))
  1.1273e+00   9.6864e-01   8.4009e-01   7.6744e-01   7.8470e-01   7.5224e-01   7.8110e-01   6.9938e-01   6.8797e-01   5.9331e-01   5.6844e-01   5.4895e-01   5.6493e-01   6.1816e-01   4.9791e-01   5.0217e-01   5.1892e-01   5.3688e-01   6.3212e-01   6.2852e-01   6.5391e-01   6.3744e-01   6.8922e-01   7.0124e-01   6.4985e-01   5.9949e-01   6.6811e-01   7.2859e-01   6.7743e-01   6.4018e-01   6.4153e-01   6.2788e-01   7.0725e-01   8.0283e-01  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02   1.2839e+03   7.6389e+02   4.8502e+02   3.2122e+02   1.4682e+02   2.3143e+01   4.6911e+01   7.3162e+01   4.5275e+01   4.5819e+01   2.9079e+01   3.7996e+01   2.1488e+02   3.0724e+02   2.5310e+02   2.3084e+02   6.0198e+01   3.5798e+00   2.3273e-01   3.4832e-01   3.6441e-01   3.3223e+00   6.3413e+00   1.1417e+00   4.2319e-01   3.9947e-01 
  1.4320e+00   1.0477e+00   8.0386e-01   7.2099e-01   7.1315e-01   7.0998e-01   6.8922e-01   6.4017e-01   6.8381e-01   6.8856e-01   6.1590e-01   6.0571e-01   6.1613e-01   6.2498e-01   5.0557e-01   5.1371e-01   4.6746e-01   5.3045e-01   6.0215e-01   5.7624e-01   5.8750e-01   6.3605e-01   6.0476e-01   6.2099e-01   6.5024e-01   5.4203e-01   5.6812e-01   6.7319e-01   6.5164e-01   7.0273e-01   6.4257e-01   6.7264e-01   7.1833e-01   6.7986e-01  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02   2.2957e+03   1.7744e+03   1.3372e+03   9.8658e+02   6.6398e+02   2.8427e+02   3.7627e+02   5.6126e+02   4.5920e+02   3.9166e+02   2.8641e+02   3.0184e+02   5.6231e+02   6.9449e+02   6.5507e+02   6.4567e+02   3.3628e+02   1.9157e+02   7.1208e+01   2.1169e+01   4.3278e+01   4.5810e+01   3.9620e+01   4.7803e+00   1.8679e+01   6.8312e+01 
  2.6265e+00   1.1611e+00   7.9171e-01   7.1527e-01   6.9041e-01   5.8966e-01   5.6885e-01   6.2497e-01   6.5126e-01   6.4784e-01   5.8367e-01   5.5118e-01   5.4704e-01   5.9015e-01   5.4313e-01   5.0895e-01   5.1648e-01   5.0611e-01   5.6385e-01   6.0623e-01   5.2888e-01   5.9162e-01   5.9067e-01   5.6291e-01   5.7788e-01   5.4879e-01   5.2756e-01   5.9885e-01   6.0781e-01   6.3601e-01   5.6664e-01   6.3921e-01   6.1259e-01   4.7304e-01  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02   2.7386e+03   2.3411e+03   1.9407e+03   1.6298e+03   1.3203e+03   8.2240e+02   1.0090e+03   1.2352e+03   1.0372e+03   8.3876e+02   6.7013e+02   6.2235e+02   7.8476e+02   8.9918e+02   9.2142e+02   9.3769e+02   5.9711e+02   4.4977e+02   3.1049e+02   1.4171e+02   9.6247e+01   1.7795e+02   2.1090e+02   5.8495e+01   1.4938e+02   2.0420e+02 
  1.0846e+01   3.0495e+00   7.9909e-01   7.1060e-01   1.1070e+00   2.7167e+01   2.6116e+01   8.3736e-01   5.1285e-01   4.5023e-01   5.1804e+00   1.9203e+01   3.2591e+00   6.1438e-01   5.8683e-01   5.0264e-01   5.3551e-01   5.2180e-01   6.2228e-01   6.6051e-01   6.0007e-01   5.5626e-01   5.6898e-01   5.4894e-01   4.9687e-01   4.5918e-01   5.6110e-01   5.9076e-01   8.8910e-01   2.0050e+01   1.0859e+01   6.2698e-01   6.2348e-01   5.1539e-01  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02   3.0219e+03   2.6506e+03   2.3127e+03   2.1168e+03   1.7818e+03   1.3956e+03   1.5201e+03   1.5374e+03   1.3264e+03   1.0845e+03   8.7445e+02   8.4772e+02   9.7414e+02   1.0385e+03   1.1863e+03   1.2665e+03   8.7752e+02   6.6121e+02   4.4770e+02   2.2078e+02   2.6352e+02   4.6152e+02   4.8278e+02   2.5917e+02   3.3292e+02   2.8147e+02 
  7.9815e+01   5.0053e+01   1.8006e+01   1.0832e+01   2.1929e+01   3.1594e+02   2.8022e+02   2.4130e+01   5.0495e+01   8.7829e+01   8.9206e+01   1.7047e+02   3.1955e+01   5.9952e-01   5.7020e-01   5.3999e-01   5.6481e-01   6.1796e-01   6.3050e-01   5.7673e-01   6.2451e-01   6.5784e-01   5.7997e-01   4.2167e-01   2.9740e+00   2.3365e+01   8.5597e+00   1.8767e+01   1.9214e+02   4.3902e+02   1.9718e+02   1.0335e+01   2.2766e+01   9.9308e+00  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02   3.1820e+03   2.9154e+03   2.6565e+03   2.3968e+03   2.0247e+03   1.7743e+03   1.7254e+03   1.6003e+03   1.4275e+03   1.2612e+03   1.1993e+03   1.2638e+03   1.4248e+03   1.3807e+03   1.5469e+03   1.6405e+03   1.2789e+03   1.0820e+03   7.3135e+02   5.2495e+02   6.1632e+02   7.0977e+02   8.0187e+02   5.3203e+02   4.2211e+02   2.5365e+02 
  2.6839e+02   2.3602e+02   2.2647e+02   1.7582e+02   1.5991e+02   8.0891e+02   6.8237e+02   2.3103e+02   4.0622e+02   4.3299e+02   3.8341e+02   4.5379e+02   1.0501e+02   2.5077e+00   4.3055e+00   1.2246e+00   6.1108e-01   6.3320e-01   6.2876e-01   5.2875e-01   5.8636e-01   6.0372e-01   3.5163e+00   4.0478e+01   1.2658e+02   4.5120e+02   2.0199e+02   2.4016e+02   9.6853e+02   1.3969e+03   6.8254e+02   1.8666e+02   3.3005e+02   2.9484e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02   3.2248e+03   3.0898e+03   2.9568e+03   2.6288e+03   2.1255e+03   1.9331e+03   2.0165e+03   2.0338e+03   1.9345e+03   1.8826e+03   1.8790e+03   1.9572e+03   1.9985e+03   1.8241e+03   1.9082e+03   1.9592e+03   1.6659e+03   1.5074e+03   1.1926e+03   1.0855e+03   1.0320e+03   9.2977e+02   9.9504e+02   6.8266e+02   3.8480e+02   1.7575e+02 
  5.5382e+02   6.3809e+02   7.4242e+02   6.8738e+02   6.7127e+02   1.2691e+03   1.0761e+03   6.5293e+02   8.3647e+02   7.8329e+02   6.9039e+02   7.1970e+02   2.2355e+02   6.9425e+01   5.8732e+01   1.1186e+01   1.3286e+00   5.9705e-01   3.6151e+00   3.0605e+00   5.6361e-01   3.6976e+00   8.2100e+01   4.9689e+02   8.2304e+02   1.4292e+03   8.8718e+02   1.0624e+03   1.7665e+03   2.0033e+03   1.3206e+03   8.1553e+02   1.1132e+03   1.1107e+03  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02   3.3085e+03   3.2068e+03   3.1596e+03   2.9135e+03   2.4020e+03   2.2746e+03   2.5784e+03   2.7124e+03   2.6437e+03   2.5825e+03   2.4439e+03   2.4207e+03   2.3038e+03   2.0887e+03   2.1791e+03   2.2707e+03   1.9870e+03   1.7271e+03   1.5679e+03   1.5713e+03   1.4128e+03   1.1828e+03   9.9015e+02   6.1293e+02   2.7194e+02   1.0726e+02 
  9.5273e+02   1.1076e+03   1.2311e+03   1.2321e+03   1.2410e+03   1.7771e+03   1.5265e+03   1.0005e+03   1.0462e+03   9.6040e+02   8.8231e+02   9.3882e+02   4.2308e+02   2.8385e+02   2.6258e+02   8.3741e+01   1.7388e+01   9.1140e+00   8.8463e+01   7.8918e+01   1.9287e+01   1.1312e+02   5.2942e+02   1.5077e+03   1.9493e+03   2.2713e+03   1.7038e+03   1.8854e+03   2.1013e+03   2.1192e+03   1.8015e+03   1.5908e+03   1.9262e+03   1.9696e+03  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02   3.4448e+03   3.3537e+03   3.3034e+03   3.0585e+03   2.7854e+03   2.8214e+03   3.0840e+03   3.1380e+03   2.9843e+03   2.8455e+03   2.6371e+03   2.5087e+03   2.4363e+03   2.2845e+03   2.4453e+03   2.5835e+03   2.3185e+03   2.0345e+03   1.9483e+03   1.8565e+03   1.5979e+03   1.3014e+03   9.8319e+02   5.6006e+02   2.5454e+02   8.0452e+01 
  1.3241e+03   1.4127e+03   1.5223e+03   1.5113e+03   1.5787e+03   2.3561e+03   1.9913e+03   1.1916e+03   1.2602e+03   1.1774e+03   1.0913e+03   1.2613e+03   7.0852e+02   6.5985e+02   7.0448e+02   3.6022e+02   1.4698e+02   1.6689e+02   4.2278e+02   3.3431e+02   2.2191e+02   5.1457e+02   1.3625e+03   2.3872e+03   2.6298e+03   2.5513e+03   2.1691e+03   2.1955e+03   2.2668e+03   2.3379e+03   2.1633e+03   2.1896e+03   2.5741e+03   2.6159e+03  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02   3.6074e+03   3.4687e+03   3.4083e+03   3.1070e+03   3.1424e+03   3.3244e+03   3.3644e+03   3.2516e+03   3.0578e+03   2.9370e+03   2.7437e+03   2.5897e+03   2.6808e+03   2.5959e+03   2.6951e+03   2.7604e+03   2.5142e+03   2.2660e+03   2.1723e+03   1.9573e+03   1.6237e+03   1.3505e+03   1.0690e+03   7.0702e+02   3.9265e+02   1.3792e+02 
  1.5993e+03   1.6585e+03   1.9764e+03   2.0305e+03   2.1443e+03   2.8297e+03   2.4157e+03   1.5004e+03   1.7930e+03   1.6154e+03   1.4699e+03   1.8013e+03   1.1202e+03   1.3160e+03   1.4047e+03   8.6233e+02   5.5158e+02   6.3349e+02   1.0114e+03   7.7849e+02   6.3576e+02   1.1041e+03   2.0913e+03   2.7585e+03   2.7332e+03   2.5212e+03   2.2843e+03   2.3508e+03   2.7723e+03   3.0002e+03   2.7665e+03   2.7866e+03   2.9939e+03   2.9504e+03  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02   3.7781e+03   3.6153e+03   3.6446e+03   3.3789e+03   3.4667e+03   3.5900e+03   3.4211e+03   3.2124e+03   3.0640e+03   2.9980e+03   2.8540e+03   2.8214e+03   2.9908e+03   2.8921e+03   2.8391e+03   2.8639e+03   2.6574e+03   2.3759e+03   2.2380e+03   2.0224e+03   1.6685e+03   1.4756e+03   1.3497e+03   1.0952e+03   7.6115e+02   4.1486e+02 
  2.0947e+03   2.2256e+03   2.6388e+03   2.7356e+03   2.7184e+03   3.0609e+03   2.7067e+03   2.0389e+03   2.4096e+03   2.1909e+03   1.9807e+03   2.2762e+03   1.6383e+03   1.9848e+03   2.0012e+03   1.5045e+03   1.1444e+03   1.2594e+03   1.6888e+03   1.2984e+03   1.1771e+03   1.7803e+03   2.6273e+03   2.8742e+03   2.6968e+03   2.5466e+03   2.4220e+03   2.8743e+03   3.6744e+03   3.8232e+03   3.3997e+03   3.2078e+03   3.1437e+03   3.0163e+03  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02   3.8745e+03   3.7782e+03   3.8510e+03   3.6930e+03   3.6574e+03   3.5834e+03   3.3652e+03   3.1887e+03   3.2090e+03   3.2967e+03   3.1277e+03   3.1742e+03   3.2415e+03   3.0494e+03   2.9129e+03   2.9240e+03   2.7891e+03   2.4885e+03   2.3277e+03   2.1842e+03   1.9064e+03   1.7587e+03   1.8712e+03   1.7293e+03   1.3316e+03   9.2430e+02 
  2.6423e+03   2.7458e+03   3.0720e+03   3.0850e+03   2.9389e+03   3.1056e+03   2.8273e+03   2.4773e+03   2.6593e+03   2.5263e+03   2.3655e+03   2.4905e+03   2.1289e+03   2.3095e+03   2.2720e+03   2.0561e+03   1.7775e+03   1.8560e+03   2.1266e+03   1.7820e+03   1.8038e+03   2.4574e+03   2.9622e+03   2.9030e+03   2.8238e+03   3.0631e+03   3.0330e+03   3.9370e+03   4.4367e+03   4.2623e+03   3.6927e+03   3.3714e+03   3.2688e+03   3.1457e+03  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02   3.9076e+03   3.8325e+03   3.8375e+03   3.7077e+03   3.6230e+03   3.5167e+03   3.4240e+03   3.5259e+03   3.7744e+03   3.8598e+03   3.5566e+03   3.4607e+03   3.4143e+03   3.1932e+03   3.0370e+03   2.9505e+03   2.8183e+03   2.5737e+03   2.4647e+03   2.3757e+03   2.2493e+03   2.1481e+03   2.2430e+03   2.1548e+03   1.8516e+03   1.4949e+03 
  2.9449e+03   2.9332e+03   3.1735e+03   3.2115e+03   3.0485e+03   3.0938e+03   2.8074e+03   2.5894e+03   2.6360e+03   2.5555e+03   2.4805e+03   2.5133e+03   2.3484e+03   2.3386e+03   2.3214e+03   2.2533e+03   2.1324e+03   2.1794e+03   2.2637e+03   2.0958e+03   2.2758e+03   2.9471e+03   3.1343e+03   3.0138e+03   3.3564e+03   4.0008e+03   4.0259e+03   4.8522e+03   4.7674e+03   4.3831e+03   3.8938e+03   3.8256e+03   3.8608e+03   3.7413e+03  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02   3.8087e+03   3.7689e+03   3.7196e+03   3.5945e+03   3.5837e+03   3.4929e+03   3.6762e+03   4.0845e+03   4.1942e+03   4.0867e+03   3.8026e+03   3.5896e+03   3.5239e+03   3.3652e+03   3.1749e+03   2.9946e+03   2.8591e+03   2.5933e+03   2.5217e+03   2.4081e+03   2.3584e+03   2.3246e+03   2.2889e+03   2.2305e+03   2.1243e+03   1.9373e+03 
  3.1388e+03   3.0481e+03   3.2227e+03   3.2878e+03   3.1209e+03   3.0194e+03   2.7076e+03   2.5226e+03   2.5304e+03   2.4665e+03   2.4138e+03   2.4214e+03   2.3157e+03   2.2888e+03   2.2669e+03   2.2576e+03   2.2195e+03   2.4358e+03   2.5886e+03   2.5095e+03   2.7822e+03   3.2247e+03   3.3219e+03   3.3176e+03   4.1343e+03   4.8185e+03   4.8542e+03   5.2011e+03   4.7963e+03   4.3781e+03   4.1727e+03   4.5950e+03   4.9149e+03   4.8947e+03  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02   3.6798e+03   3.7082e+03   3.6851e+03   3.6337e+03   3.8674e+03   3.8652e+03   4.1202e+03   4.3558e+03   4.1899e+03   3.9601e+03   3.7775e+03   3.6117e+03   3.5107e+03   3.3750e+03   3.1792e+03   3.0419e+03   2.9790e+03   2.6302e+03   2.4443e+03   2.3588e+03   2.3517e+03   2.2843e+03   2.2843e+03   2.2819e+03   2.1613e+03   2.0221e+03 
