ALO Lidar Data on 20190307

UT (hour) for each column
  -0.3000   -0.2000   -0.1000    0.0000    0.1000    0.2000    0.3000    0.4000    0.5000    0.6000    0.7000    0.8000    0.9000    1.0000    1.1000    1.2000    1.3000    1.4000    1.5000    1.6000    1.7000    1.8000    1.9000    2.0000    2.1000    2.2000    2.3000    2.4000    2.5000    2.6000    2.7000    2.8000    2.9000    3.0000    3.1000    3.2000    3.3000    3.4000    3.5000    3.6000    3.7000    3.8000    3.9000    4.0000    4.1000    4.2000    4.3000    4.4000    4.5000    4.6000    4.7000    4.8000    4.9000    5.0000    5.1000    5.2000    5.3000    5.4000    5.5000    5.6000    5.7000    5.8000    5.9000    6.0000    6.1000    6.2000    6.3000    6.4000    6.5000    6.6000    6.7000    6.8000    6.9000    7.0000    7.1000    7.2000    7.3000    7.4000    7.5000    7.6000    7.7000    7.8000    7.9000    8.0000    8.1000    8.2000    8.3000    8.4000    8.5000    8.6000    8.7000    8.8000    8.9000    9.0000    9.1000    9.2000    9.3000    9.4000    9.5000    9.6000    9.7000    9.8000    9.9000 
Altitudes (km) for each row
   80.000    80.500    81.000    81.500    82.000    82.500    83.000    83.500    84.000    84.500    85.000    85.500    86.000    86.500    87.000    87.500    88.000    88.500    89.000    89.500    90.000    90.500    91.000    91.500    92.000    92.500    93.000    93.500    94.000    94.500    95.000    95.500    96.000    96.500    97.000    97.500    98.000    98.500    99.000    99.500   100.000   100.500   101.000   101.500   102.000   102.500   103.000   103.500   104.000   104.500   105.000   105.500   106.000   106.500   107.000   107.500   108.000   108.500   109.000   109.500   110.000   110.500   111.000   111.500   112.000   112.500   113.000   113.500   114.000   114.500   115.000 

Na Density (cm^(-3))
  2.8851e+02   2.4583e+02   2.0179e+02   2.0754e+02   2.5738e+02   3.0116e+02   3.1147e+02   2.6325e+02   1.8639e+02   1.5092e+02   1.5936e+02   1.3645e+02   8.9075e+01   8.3980e+01   8.9415e+01   9.1085e+01   9.8482e+01   8.8999e+01   7.0702e+01   6.4972e+01   3.7627e+01   4.2776e+01   7.0832e+01   3.8732e+01   1.9259e+01   2.6630e+01   4.9912e+01   4.4977e+01   2.8677e+01   1.2166e+01   3.0696e+00   1.9298e+00   1.6708e+00   1.2123e+00   2.4947e+00   2.3672e+00   1.8575e+00   1.8710e+00   2.2698e+00   2.3182e+00   1.1987e+00   1.7883e+00   1.5432e+00   1.4931e+00   1.3393e+00   1.4099e+00   1.2557e+00   1.9163e+00   2.1283e+00   2.1548e+00   2.1946e+00   3.0817e+00   2.9021e+00   2.6103e+00   1.9190e+00   1.7486e+00   1.8122e+00   2.2532e+00   2.1234e+00   1.8892e+00   1.6688e+00   2.8107e+00   2.1271e+00   1.7224e+00   1.9893e+00   1.5024e+00   8.8672e-01   2.0975e+00   1.7269e+00   2.2725e+00   2.1079e+00   1.5946e+00   1.5595e+00   2.1616e+00   1.8827e+00   1.8548e+00   1.8669e+00   1.6479e+00   2.7923e+00   2.1560e+00   1.5172e+00   1.7594e+00   8.4916e-01   1.2289e+00   1.6749e+00   1.8398e+00  -9.9900e+02   1.8341e+00   2.0097e+00   1.7982e+00   2.0900e+00   2.7327e+00   3.4014e+00   2.0453e+00   1.7789e+00   2.0838e+00   2.3725e+00   1.8732e+00   1.9228e+00   2.0171e+00  -9.9900e+02   3.4458e+00   4.1366e+00 
  7.5288e+02   6.8292e+02   5.6976e+02   5.6101e+02   5.8562e+02   5.8192e+02   5.7654e+02   5.1620e+02   4.0506e+02   3.9684e+02   4.3939e+02   3.7199e+02   2.7160e+02   2.9584e+02   2.9345e+02   2.7704e+02   3.1223e+02   2.8434e+02   2.5257e+02   2.4012e+02   1.9407e+02   2.0662e+02   2.5405e+02   1.6225e+02   1.3342e+02   1.8426e+02   2.4613e+02   2.4909e+02   2.0636e+02   1.4606e+02   1.0171e+02   6.0631e+01   2.0817e+01   7.0248e+00   2.2944e+01   1.8766e+01   6.7183e+00   3.1317e+00   2.7363e+00   2.0190e+00   1.4685e+00   1.7062e+00   1.6562e+00   1.5352e+00   1.6518e+00   2.4493e+00   2.3492e+00   2.1244e+00   1.7993e+00   1.6521e+00   1.3613e+00   2.6050e+00   2.5397e+00   1.9543e+00   2.0924e+00   1.3588e+00   2.0464e+00   2.5522e+00   3.3970e+00   2.7515e+00   1.6673e+00   2.1212e+00   2.0325e+00   1.6433e+00   1.9642e+00   1.6063e+00   1.2600e+00   1.3169e+00   1.5545e+00   1.3601e+00   1.6678e+00   2.0426e+00   2.4918e+00   2.2123e+00   1.9053e+00   1.4512e+00   1.6345e+00   1.4778e+00   1.2849e+00   1.3862e+00   1.7968e+00   2.3494e+00   2.7595e+00   2.6397e+00   2.5310e+00   1.8716e+00   1.9020e+00   1.8299e+00   1.9741e+00   2.0590e+00   2.4435e+00   2.5639e+00   2.5127e+00   1.8365e+00   1.5191e+00   2.1589e+00   2.4454e+00   1.8924e+00   2.0075e+00   2.8576e+00   1.5623e+00   2.6846e+00   4.4589e+00 
  1.3216e+03   1.2108e+03   1.0051e+03   9.2847e+02   9.5365e+02   1.0219e+03   1.1167e+03   1.0910e+03   8.7120e+02   8.9034e+02   9.6116e+02   8.1078e+02   6.3691e+02   6.7743e+02   6.1560e+02   5.7435e+02   5.9762e+02   5.2995e+02   4.9618e+02   5.0099e+02   4.7098e+02   4.9580e+02   5.1660e+02   3.6749e+02   3.4488e+02   4.4713e+02   5.0393e+02   4.9698e+02   4.4399e+02   3.6019e+02   2.9976e+02   2.1832e+02   1.0741e+02   7.3316e+01   1.5068e+02   1.2628e+02   4.2252e+01   1.0168e+01   5.2186e+00   3.1446e+00   2.6406e+00   2.8139e+00   2.3073e+00   2.2430e+00   1.9413e+00   1.9605e+00   2.1085e+00   2.5583e+00   2.9620e+00   2.5208e+00   2.4879e+00   2.3689e+00   2.6042e+00   1.7514e+00   4.0458e+00   2.6479e+00   1.4555e+00   1.7638e+00   2.7184e+00   2.2952e+00   1.6011e+00   2.5253e+00   1.9510e+00   1.7628e+00   2.1883e+00   2.6395e+00   1.9870e+00   2.2260e+00   3.4596e+00   1.7940e+00   1.5292e+00   1.8632e+00   2.2597e+00   2.2857e+00   1.8555e+00   8.6463e-01   1.4994e+00   3.1955e+00  -9.9900e+02   2.9330e+00   2.8411e+00   2.6062e+00   4.5531e+00   4.4325e+00   4.3059e+00   2.5841e+00   3.0562e+00   1.9538e+00   1.8131e+00   2.4551e+00   2.2841e+00   2.3228e+00   1.7958e+00   1.7390e+00   1.3845e+00   1.9904e+00   2.1880e+00   1.4077e+00   2.5160e+00   2.5021e+00   1.7892e+00   2.0290e+00   3.8112e+00 
  1.7545e+03   1.5462e+03   1.3326e+03   1.3219e+03   1.4720e+03   1.6564e+03   1.7622e+03   1.7443e+03   1.5508e+03   1.5053e+03   1.5219e+03   1.3526e+03   1.1677e+03   1.1998e+03   1.1143e+03   9.9451e+02   9.1294e+02   8.1528e+02   7.8873e+02   8.3191e+02   8.2688e+02   8.5027e+02   8.4905e+02   6.5724e+02   6.0136e+02   6.9185e+02   7.1940e+02   6.8166e+02   6.0720e+02   5.2976e+02   4.7716e+02   4.0402e+02   2.8336e+02   2.4082e+02   3.4110e+02   2.8551e+02   1.1356e+02   2.9021e+01   1.1155e+01   6.1593e+00   3.9830e+00   2.8392e+00   1.7443e+00   2.0501e+00   1.8565e+00   1.8628e+00   2.1938e+00   2.4559e+00   2.9081e+00   2.9410e+00   2.0487e+00   1.6392e+00   1.7563e+00   1.8295e+00   1.9706e+00   2.1956e+00   1.9224e+00   1.7701e+00   2.2511e+00   2.0306e+00   1.4819e+00   3.5160e+00   2.1891e+00   1.8497e+00   1.7537e+00   1.8922e+00   1.6479e+00   3.1395e+00   2.9172e+00   2.7884e+00   2.8631e+00   2.6663e+00   3.0031e+00   2.2379e+00   1.5402e+00   2.0224e+00   3.7078e+00   5.9244e+00   5.4006e+00   5.2623e+00   8.1582e+00   8.5505e+00   6.0470e+00   4.1026e+00   4.3777e+00   3.2680e+00   3.7950e+00   1.5896e+00   1.5658e+00   2.0577e+00   2.5928e+00   2.7523e+00   1.8853e+00   1.5560e+00   1.7500e+00   2.6085e+00   2.0734e+00   1.5721e+00   2.4880e+00   2.0371e+00  -9.9900e+02   6.3160e+00   5.2409e+00 
  2.1563e+03   1.9307e+03   1.7802e+03   1.8504e+03   2.0204e+03   2.1322e+03   2.1352e+03   2.1072e+03   1.9748e+03   1.8923e+03   1.8967e+03   1.7536e+03   1.6012e+03   1.6208e+03   1.5614e+03   1.3845e+03   1.2418e+03   1.1470e+03   1.1128e+03   1.1972e+03   1.1849e+03   1.1531e+03   1.1188e+03   9.5404e+02   8.8519e+02   9.0611e+02   8.8293e+02   7.9346e+02   7.0925e+02   6.4746e+02   6.1202e+02   5.5935e+02   4.6918e+02   4.1781e+02   4.6369e+02   3.7750e+02   2.0560e+02   8.4955e+01   2.8876e+01   1.0659e+01   4.4997e+00   2.3581e+00   1.9919e+00   2.9628e+00   2.8187e+00   2.0702e+00   1.6606e+00   2.0601e+00   1.9721e+00   2.2907e+00   2.4447e+00   2.4994e+00   2.0955e+00   2.2078e+00   2.0052e+00   1.9838e+00   2.0321e+00   2.0756e+00   2.3649e+00   1.7471e+00   1.7128e+00   2.7580e+00   1.8775e+00   2.0511e+00   1.7747e+00   1.8551e+00   2.0275e+00   1.6860e+00   1.7431e+00   1.4876e+00   3.0340e+00   2.3055e+00   2.1872e+00   3.4271e+00   1.2891e+01   2.6620e+01   3.3572e+01   2.9970e+01   2.2744e+01   1.3497e+01   9.2345e+00   8.2045e+00   4.7149e+00   2.7392e+00   3.2848e+00   2.9769e+00   2.7132e+00   2.7905e+00   2.3068e+01   3.0780e+01   3.0728e+01   2.6470e+01   8.1039e+00   9.6249e+00   9.4624e+00   3.7139e+00   2.2371e+00   3.6324e+00   2.8270e+00   6.7873e+00   2.1593e+01   1.9211e+01   3.4537e+01 
  2.6092e+03   2.4504e+03   2.3390e+03   2.3908e+03   2.4531e+03   2.5419e+03   2.4976e+03   2.4224e+03   2.3104e+03   2.2366e+03   2.2364e+03   2.0783e+03   1.9204e+03   1.8675e+03   1.8285e+03   1.6408e+03   1.4802e+03   1.3991e+03   1.4056e+03   1.4700e+03   1.4176e+03   1.3489e+03   1.2698e+03   1.1375e+03   1.0827e+03   1.0433e+03   9.9510e+02   8.7506e+02   8.1541e+02   7.4677e+02   7.0885e+02   6.6950e+02   5.9066e+02   5.2427e+02   5.0112e+02   4.1069e+02   2.9806e+02   1.8830e+02   1.0053e+02   6.7312e+01   2.9476e+01   8.0735e+00   8.3054e+00   4.5799e+00   2.7026e+00   2.5495e+00   1.9669e+00   2.4320e+00   2.6911e+00   2.9271e+00   2.6311e+00   1.9943e+00   1.9726e+00   2.0371e+00   1.7643e+00   1.8524e+00   1.4786e+00   1.9528e+00   2.3652e+00   1.9614e+00   1.2987e+00   1.5596e+00   1.2291e+00   2.7775e+00   2.5280e+00   7.5885e+00   1.2633e+01   7.9858e+00   2.3698e+00   2.2992e+00   2.5431e+00   7.1379e+00   5.6193e+01   1.1066e+02   1.3992e+02   1.4946e+02   1.1294e+02   7.1484e+01   4.4254e+01   1.7918e+01   7.3175e+00   5.3808e+00   4.2965e+00   9.3460e+00   7.3347e+00   1.4308e+01   8.7547e+01   1.3493e+02   3.5405e+02   4.5209e+02   5.0902e+02   4.1755e+02   2.8137e+02   2.8402e+02   2.5854e+02   2.2131e+02   1.3615e+02   3.2081e+02   3.7380e+02   3.9370e+02   5.8203e+02   7.6055e+02   1.0543e+03 
  3.0434e+03   2.9011e+03   2.8324e+03   2.8106e+03   2.8555e+03   3.0004e+03   2.8925e+03   2.7536e+03   2.6349e+03   2.5485e+03   2.5266e+03   2.3666e+03   2.1737e+03   2.1459e+03   2.1316e+03   1.9563e+03   1.7550e+03   1.6293e+03   1.6299e+03   1.6130e+03   1.5164e+03   1.4622e+03   1.3858e+03   1.2476e+03   1.1846e+03   1.1418e+03   1.1020e+03   1.0082e+03   9.4421e+02   8.6297e+02   7.9813e+02   7.3461e+02   6.5353e+02   5.8801e+02   5.4994e+02   4.5498e+02   3.6405e+02   2.8392e+02   2.4137e+02   2.1086e+02   1.4126e+02   9.0562e+01   6.6698e+01   3.0413e+01   1.0113e+01   1.1266e+01   6.3013e+00   2.4903e+00   2.4130e+00   2.9793e+00   1.5129e+00   1.7819e+00   1.5776e+00   1.2643e+00   2.7713e+00   2.4818e+00   2.3530e+00   2.6211e+00   2.8870e+00   3.0507e+00   1.9445e+00   1.1377e+00   1.6429e+00   1.6594e+01   4.4525e+01   1.5397e+02   1.8051e+02   1.0600e+02   2.2577e+01   3.3687e+01   8.3963e+01   1.4399e+02   2.5036e+02   3.1880e+02   3.2344e+02   2.7460e+02   1.7256e+02   9.2928e+01   4.7586e+01   3.4757e+01   8.9240e+01   7.0889e+01   1.8556e+02   1.8044e+02   9.3636e+01   2.7196e+02   6.2327e+02   7.2469e+02   1.0850e+03   1.3500e+03   1.3609e+03   1.2293e+03   1.0467e+03   1.1212e+03   1.2303e+03   1.1046e+03   1.0048e+03   1.5523e+03   1.7124e+03   1.8020e+03   2.2567e+03   2.5315e+03   2.7992e+03 
  3.6716e+03   3.5207e+03   3.5202e+03   3.4538e+03   3.3610e+03   3.3473e+03   3.2027e+03   2.9980e+03   2.8116e+03   2.6900e+03   2.6382e+03   2.4969e+03   2.3221e+03   2.3145e+03   2.2744e+03   2.1767e+03   2.0042e+03   1.8508e+03   1.7854e+03   1.7057e+03   1.5728e+03   1.5531e+03   1.4900e+03   1.3715e+03   1.2971e+03   1.2608e+03   1.2085e+03   1.1199e+03   1.0581e+03   1.0123e+03   9.0970e+02   8.1328e+02   7.1228e+02   6.5938e+02   6.3389e+02   5.2204e+02   4.1955e+02   3.8216e+02   3.8757e+02   3.7689e+02   3.5622e+02   2.9752e+02   2.5584e+02   1.8003e+02   1.1232e+02   1.1727e+02   7.3330e+01   3.7586e+01   8.0570e+00   2.4538e+00   3.3508e+00   3.4884e+00   2.6846e+00   1.6142e+00   2.0329e+00   6.0257e+00   1.3568e+01   2.4750e+01   3.6595e+01   3.8319e+01   1.4555e+01   8.5963e+00   3.7410e+01   2.1093e+02   3.7124e+02   6.0232e+02   6.9350e+02   4.5570e+02   2.3721e+02   2.5391e+02   3.6706e+02   4.3179e+02   4.9519e+02   4.8575e+02   4.5797e+02   4.7531e+02   3.9043e+02   2.7224e+02   2.7630e+02   2.8236e+02   4.7475e+02   4.8412e+02   7.6870e+02   8.2025e+02   6.6696e+02   9.1804e+02   1.2703e+03   1.3667e+03   1.6519e+03   1.8448e+03   1.8696e+03   1.8428e+03   1.8546e+03   2.0601e+03   2.2762e+03   2.2411e+03   2.3290e+03   2.8719e+03   3.0574e+03   3.1102e+03   3.4481e+03   3.6188e+03   3.6610e+03 
  4.4898e+03   4.3101e+03   4.1975e+03   4.0246e+03   3.7153e+03   3.5460e+03   3.3451e+03   3.1189e+03   2.8963e+03   2.7282e+03   2.6306e+03   2.4688e+03   2.3445e+03   2.2844e+03   2.2011e+03   2.1305e+03   2.0098e+03   1.9205e+03   1.8461e+03   1.7538e+03   1.6292e+03   1.6271e+03   1.5531e+03   1.4775e+03   1.4247e+03   1.4189e+03   1.3269e+03   1.2549e+03   1.2569e+03   1.2232e+03   1.0998e+03   9.8166e+02   8.3481e+02   7.9781e+02   7.4921e+02   6.2971e+02   5.4150e+02   5.3082e+02   5.6520e+02   5.7999e+02   6.4163e+02   6.0538e+02   5.6206e+02   4.3734e+02   3.5203e+02   3.5589e+02   3.0838e+02   2.3021e+02   1.0575e+02   8.2210e+01   9.3271e+01   8.4984e+01   7.0614e+01   9.9520e+01   7.8383e+01   1.4807e+02   2.4546e+02   3.1240e+02   3.0463e+02   2.5423e+02   1.6019e+02   2.3469e+02   4.4974e+02   6.9994e+02   9.3772e+02   1.0942e+03   1.1034e+03   8.5893e+02   6.4856e+02   6.0998e+02   6.5426e+02   6.6205e+02   6.8156e+02   7.1449e+02   8.1873e+02   1.0218e+03   1.0012e+03   8.7668e+02   8.9117e+02   8.8269e+02   1.0937e+03   1.1894e+03   1.4707e+03   1.5788e+03   1.4680e+03   1.5920e+03   1.7545e+03   1.7104e+03   1.7820e+03   1.8736e+03   1.9828e+03   2.0787e+03   2.3066e+03   2.5414e+03   2.6975e+03   2.8161e+03   3.0293e+03   3.3486e+03   3.4742e+03   3.4870e+03   3.6718e+03   3.8253e+03   3.9840e+03 
