ALO Lidar Data on 20190702

UT (hour) for each column
  11.6000   11.7000   11.8000   11.9000   12.0000   12.1000   12.2000   12.3000   12.4000   12.5000   12.6000   12.7000   12.8000   12.9000   13.0000   13.1000   13.2000   13.3000   13.4000   13.5000   13.6000   13.7000   13.8000   13.9000   14.0000   14.1000   14.2000   14.3000   14.4000   14.5000   14.6000   14.7000   14.8000   14.9000   15.0000   15.1000   15.2000   15.3000   15.4000   15.5000   15.6000   15.7000   15.8000   15.9000   16.0000   16.1000   16.2000   16.3000   16.4000   16.5000   16.6000   16.7000   16.8000   16.9000   17.0000   17.1000   17.2000   17.3000   17.4000   17.5000   17.6000   17.7000   17.8000   17.9000   18.0000   18.1000   18.2000   18.3000   18.4000   18.5000   18.6000   18.7000   18.8000   18.9000   19.0000   19.1000   19.2000   19.3000   19.4000   19.5000   19.6000   19.7000   19.8000   19.9000   20.0000   20.1000   20.2000   20.3000   20.4000   20.5000   20.6000   20.7000   20.8000   20.9000   21.0000   21.1000   21.2000   21.3000   21.4000   21.5000   21.6000   21.7000   21.8000   21.9000   22.0000   22.1000   22.2000   22.3000   22.4000   22.5000   22.6000   22.7000 
Altitudes (km) for each row
   80.000    80.500    81.000    81.500    82.000    82.500    83.000    83.500    84.000    84.500    85.000    85.500    86.000    86.500    87.000    87.500    88.000    88.500    89.000    89.500    90.000    90.500    91.000    91.500    92.000    92.500    93.000    93.500    94.000    94.500    95.000    95.500    96.000    96.500    97.000    97.500    98.000    98.500    99.000    99.500   100.000   100.500   101.000   101.500   102.000   102.500   103.000   103.500   104.000   104.500   105.000   105.500   106.000   106.500   107.000   107.500   108.000   108.500   109.000   109.500   110.000   110.500   111.000   111.500   112.000   112.500   113.000   113.500   114.000   114.500   115.000 

Na Density (cm^(-3))
  1.4561e+02   1.3287e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02   9.6059e+01   8.8159e+01   7.6341e+01   1.0088e+02   8.3321e+01   1.0090e+02   1.0395e+02   7.1488e+01   1.0992e+02   1.2786e+02   1.2760e+02   1.8176e+02   1.3162e+02   9.9362e+01   1.1596e+02   1.5900e+02   1.3900e+02   1.0626e+02   1.3992e+02   1.8481e+02   2.0066e+02   2.1642e+02   1.8974e+02   1.0815e+02   1.1123e+02   1.5358e+02   1.7180e+02   2.4705e+02   2.2883e+02   1.9702e+02   2.4439e+02   2.7129e+02   2.7105e+02   2.1297e+02   1.8783e+02   1.8072e+02   1.8052e+02   1.8975e+02   1.5500e+02   1.4651e+02   1.3235e+02   1.8278e+02   1.7967e+02   1.5766e+02   1.4088e+02   1.3602e+02   1.7877e+02   2.1827e+02   1.6231e+02   1.8820e+02   1.9278e+02   1.5795e+02   1.1732e+02   1.3783e+02   1.4084e+02   1.2769e+02   9.8936e+01   9.8405e+01   1.4258e+02   1.8941e+02   1.7009e+02   9.7266e+01   9.9669e+01   1.5199e+02   1.6103e+02   1.7108e+02   1.2910e+02   1.1082e+02   7.6770e+01   1.3068e+02   1.3085e+02   2.8837e+02   5.1010e+02   6.2715e+02   5.1240e+02   4.9657e+02   4.8576e+02   2.7521e+02   2.2222e+02   2.2635e+02   2.2437e+02   2.0433e+02   1.6134e+02   1.5561e+02   1.2151e+02   1.2050e+02   1.1267e+02   1.3955e+02   1.1963e+02   1.1160e+02   1.6227e+02   1.6991e+02   1.7698e+02   2.0199e+02   1.6348e+02   2.0258e+02   3.5544e+02   4.7483e+02   4.8329e+02   7.1960e+02   7.8607e+02   9.3507e+02   1.4312e+03   1.2896e+03   8.7876e+02   7.6622e+02 
  2.0724e+02   2.0308e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02   1.0942e+02   1.0223e+02   1.0360e+02   1.0076e+02   8.2696e+01   9.3760e+01   9.9578e+01   9.5166e+01   1.3450e+02   1.5852e+02   1.5467e+02   9.7312e+01   1.1049e+02   1.0298e+02   1.4094e+02   1.1290e+02   1.6359e+02   1.9745e+02   1.8998e+02   1.7761e+02   1.8997e+02   2.1378e+02   2.3074e+02   2.3069e+02   1.7445e+02   1.7514e+02   2.1405e+02   1.7584e+02   2.2121e+02   2.5399e+02   2.3131e+02   2.8179e+02   2.9620e+02   3.0555e+02   2.0609e+02   2.4738e+02   3.0502e+02   2.7342e+02   2.9464e+02   2.8134e+02   2.5296e+02   2.2811e+02   2.1259e+02   1.8367e+02   1.3327e+02   3.3600e+02   2.7208e+02   2.0346e+02   1.7806e+02   1.9210e+02   2.3013e+02   2.4549e+02   2.2247e+02   1.0550e+02   1.2274e+02   1.6043e+02   1.6676e+02   1.4433e+02   2.1193e+02   1.2575e+02   1.5547e+02   2.2350e+02   1.6063e+02   2.5143e+02   3.9331e+02   3.9942e+02   3.8374e+02   4.4021e+02   4.6274e+02   2.9893e+02   3.6475e+02   2.7866e+02   3.5798e+02   6.3908e+02   7.6377e+02   6.2027e+02   5.3268e+02   5.9910e+02   3.0397e+02   3.1137e+02   3.4847e+02   3.4653e+02   2.2129e+02   2.2659e+02   3.5231e+02   3.1266e+02   3.2547e+02   2.7398e+02   2.2548e+02   1.6214e+02   9.8807e+01   1.0393e+02   1.1896e+02   3.4489e+02   5.0130e+02   4.4147e+02   3.7875e+02   6.8588e+02   1.1244e+03   1.3616e+03   1.7846e+03   1.7562e+03   1.8413e+03   2.0469e+03   1.4994e+03   9.2181e+02   1.0405e+03 
  2.8094e+02   2.8937e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02   1.6384e+02   1.7705e+02   1.9154e+02   1.8318e+02   1.3461e+02   1.4203e+02   1.5728e+02   1.2845e+02   1.4868e+02   1.4858e+02   1.3337e+02   1.1063e+02   1.1506e+02   1.1933e+02   1.4310e+02   1.7148e+02   1.8398e+02   2.1864e+02   2.2136e+02   2.0615e+02   2.1399e+02   2.3456e+02   2.6732e+02   2.7422e+02   1.7539e+02   2.0589e+02   2.4584e+02   1.7508e+02   1.8851e+02   2.8075e+02   2.5588e+02   2.9118e+02   3.4440e+02   3.6580e+02   3.1673e+02   5.0675e+02   6.8531e+02   6.2003e+02   6.8072e+02   5.5760e+02   3.4032e+02   2.8405e+02   3.6453e+02   3.9652e+02   2.7907e+02   3.6450e+02   3.7148e+02   2.4419e+02   2.6225e+02   2.7108e+02   2.5208e+02   2.5435e+02   2.4993e+02   1.4861e+02   1.6274e+02   1.9629e+02   3.7553e+02   3.8870e+02   2.4854e+02   2.1839e+02   2.8991e+02   2.7356e+02   2.3942e+02   4.0356e+02   6.2870e+02   6.3842e+02   6.5342e+02   7.1411e+02   6.7018e+02   5.6911e+02   5.7173e+02   4.1863e+02   5.2467e+02   6.5439e+02   6.7216e+02   6.7124e+02   5.7914e+02   5.6120e+02   5.5795e+02   5.5203e+02   5.3342e+02   5.6026e+02   4.5974e+02   5.2567e+02   6.7925e+02   6.4959e+02   7.1215e+02   6.3424e+02   4.3384e+02   2.5638e+02   1.5466e+02   1.8242e+02   3.6841e+02   7.8740e+02   1.0059e+03   8.0513e+02   7.5980e+02   1.6594e+03   2.9548e+03   3.0226e+03   2.9974e+03   2.6103e+03   2.6491e+03   3.3226e+03   2.7459e+03   1.4012e+03   2.4721e+03 
  3.3345e+02   3.4495e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02   2.0039e+02   2.3480e+02   2.4906e+02   2.4715e+02   1.8356e+02   1.2575e+02   1.5158e+02   1.6393e+02   1.7908e+02   1.6663e+02   1.4647e+02   1.5986e+02   1.4937e+02   1.8721e+02   1.6434e+02   1.8661e+02   2.0276e+02   2.2111e+02   2.8107e+02   2.8623e+02   2.4160e+02   2.8844e+02   3.3832e+02   3.3480e+02   2.0339e+02   2.4958e+02   2.3933e+02   1.9658e+02   1.8954e+02   3.1343e+02   3.3039e+02   3.3256e+02   4.0661e+02   4.3685e+02   4.0391e+02   8.1737e+02   1.3725e+03   1.2215e+03   1.1807e+03   1.0242e+03   7.5103e+02   6.4595e+02   8.5291e+02   6.6540e+02   2.8018e+02   6.3634e+02   6.5378e+02   5.0979e+02   5.1207e+02   5.0296e+02   3.5837e+02   3.4516e+02   3.3226e+02   2.9723e+02   2.2214e+02   3.5363e+02   8.7807e+02   8.7941e+02   5.1042e+02   3.9026e+02   3.7172e+02   3.5884e+02   4.1674e+02   7.3813e+02   8.1081e+02   8.0074e+02   8.8552e+02   8.6326e+02   7.5080e+02   6.9778e+02   6.5094e+02   6.1183e+02   7.3102e+02   7.1866e+02   6.0444e+02   6.0361e+02   5.6286e+02   5.9733e+02   6.8907e+02   7.7396e+02   7.1677e+02   7.1330e+02   6.6299e+02   7.7020e+02   9.3329e+02   9.4654e+02   1.0022e+03   9.2101e+02   7.2286e+02   5.2846e+02   3.4271e+02   4.1767e+02   7.3913e+02   1.8813e+03   2.5087e+03   1.6153e+03   1.4567e+03   3.0300e+03   4.8786e+03   4.8621e+03   4.6937e+03   3.9757e+03   4.2481e+03   5.4803e+03   5.1329e+03   3.7175e+03   5.0483e+03 
  3.3990e+02   3.4626e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02   3.4325e+02   3.5015e+02   3.7115e+02   4.0658e+02   3.3972e+02   2.0162e+02   2.2176e+02   2.5286e+02   2.2793e+02   2.0749e+02   1.6561e+02   1.7549e+02   1.9533e+02   2.6962e+02   2.3504e+02   1.9424e+02   1.7697e+02   2.0899e+02   3.7948e+02   4.1835e+02   3.1224e+02   3.2607e+02   4.2171e+02   4.1949e+02   2.9720e+02   3.1523e+02   3.0467e+02   2.3585e+02   2.3808e+02   3.3116e+02   3.9159e+02   4.3629e+02   4.2981e+02   4.1057e+02   4.8744e+02   1.2758e+03   1.9543e+03   1.7748e+03   1.6239e+03   1.4440e+03   1.3887e+03   1.2584e+03   1.3626e+03   1.0515e+03   6.1204e+02   1.1667e+03   1.0544e+03   9.2289e+02   8.5457e+02   1.0097e+03   6.3174e+02   5.8531e+02   6.3057e+02   4.8592e+02   2.9834e+02   6.3259e+02   1.2895e+03   1.3382e+03   9.3741e+02   8.0277e+02   6.7803e+02   6.2863e+02   7.3844e+02   9.6499e+02   9.2726e+02   9.0642e+02   9.8285e+02   9.3560e+02   7.6565e+02   6.6208e+02   7.1092e+02   7.2729e+02   7.2620e+02   7.2347e+02   7.1619e+02   5.9862e+02   5.9441e+02   7.3472e+02   7.0802e+02   8.0553e+02   8.3112e+02   8.2893e+02   8.2807e+02   9.9490e+02   1.1790e+03   1.1414e+03   1.1327e+03   1.0324e+03   9.5137e+02   8.0108e+02   6.6538e+02   7.5832e+02   1.5247e+03   4.0076e+03   4.6764e+03   3.0551e+03   2.5538e+03   4.6891e+03   6.3180e+03   6.0537e+03   6.1189e+03   5.7107e+03   6.0236e+03   6.7351e+03   6.6458e+03   6.1714e+03   6.8056e+03 
