ALO Lidar Data on 20190905

UT (hour) for each column
  -0.2000   -0.1000    0.0000    0.1000    0.2000    0.3000    0.4000    0.5000    0.6000    0.7000    0.8000    0.9000    1.0000    1.1000    1.2000    1.3000    1.4000    1.5000    1.6000    1.7000    1.8000    1.9000    2.0000    2.1000    2.2000    2.3000    2.4000    2.5000    2.6000    2.7000    2.8000    2.9000    3.0000    3.1000    3.2000    3.3000    3.4000    3.5000    3.6000    3.7000    3.8000    3.9000    4.0000    4.1000    4.2000    4.3000    4.4000    4.5000    4.6000    4.7000    4.8000    4.9000    5.0000    5.1000    5.2000 
Altitudes (km) for each row
   80.000    80.500    81.000    81.500    82.000    82.500    83.000    83.500    84.000    84.500    85.000    85.500    86.000    86.500    87.000    87.500    88.000    88.500    89.000    89.500    90.000    90.500    91.000    91.500    92.000    92.500    93.000    93.500    94.000    94.500    95.000    95.500    96.000    96.500    97.000    97.500    98.000    98.500    99.000    99.500   100.000   100.500   101.000   101.500   102.000   102.500   103.000   103.500   104.000   104.500   105.000   105.500   106.000   106.500   107.000   107.500   108.000   108.500   109.000   109.500   110.000   110.500   111.000   111.500   112.000   112.500   113.000   113.500   114.000   114.500   115.000 

Na Density (cm^(-3))
  7.2140e+02   7.3344e+02   6.8349e+02   6.7598e+02   6.5521e+02   5.7392e+02   5.2138e+02   5.0139e+02   5.1206e+02   5.9843e+02   6.4464e+02   5.9539e+02   5.6666e+02  -9.9900e+02   4.5623e+02   3.8640e+02   3.3383e+02   2.9199e+02   2.5578e+02   2.6708e+02   2.9666e+02   2.6626e+02   2.0801e+02   1.9443e+02   2.7247e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02   4.3862e+02   4.3862e+02   4.3862e+02  -9.9900e+02  -9.9900e+02   8.9236e+02   8.5387e+02  -9.9900e+02   8.1119e+02   7.8466e+02   6.8799e+02   6.5129e+02   6.2931e+02   6.1717e+02   6.2288e+02   6.2782e+02   6.6795e+02   9.0608e+02  -9.9900e+02   5.6147e+02 
  7.7898e+02   7.8401e+02   7.2740e+02   7.3539e+02   7.2453e+02   6.4257e+02   5.9058e+02   5.7174e+02   6.1970e+02   7.5766e+02   8.0274e+02   7.2636e+02   6.7506e+02  -9.9900e+02   5.7333e+02   4.7302e+02   4.0312e+02   3.3540e+02   2.9488e+02   3.4220e+02   3.9384e+02   3.9560e+02   3.2875e+02   2.9874e+02   3.8678e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02   7.3703e+02   7.3703e+02   7.3703e+02  -9.9900e+02  -9.9900e+02   1.0555e+03   1.0421e+03  -9.9900e+02   9.0722e+02   8.8500e+02   8.3367e+02   8.3580e+02   8.4208e+02   8.3288e+02   8.3249e+02   8.3256e+02   8.5067e+02   1.0945e+03  -9.9900e+02   8.0784e+02 
  8.5707e+02   8.1217e+02   7.5635e+02   7.7128e+02   7.7035e+02   7.0516e+02   6.8255e+02   6.6990e+02   7.1844e+02   8.2338e+02   8.4593e+02   8.3671e+02   8.0880e+02  -9.9900e+02   7.0646e+02   5.9626e+02   5.0905e+02   4.0249e+02   3.7191e+02   4.7214e+02   5.5832e+02   5.9879e+02   5.2723e+02   5.0404e+02   6.0621e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02   9.7083e+02   9.7083e+02   9.7083e+02  -9.9900e+02  -9.9900e+02   1.1577e+03   1.1410e+03  -9.9900e+02   9.7300e+02   9.5416e+02   9.3842e+02   9.7224e+02   9.8046e+02   9.7396e+02   9.7890e+02   9.8865e+02   1.0134e+03   1.1609e+03  -9.9900e+02   9.9256e+02 
  9.7731e+02   8.4170e+02   7.8720e+02   8.0064e+02   7.9039e+02   7.4219e+02   7.3407e+02   7.3275e+02   7.6513e+02   8.2028e+02   8.3158e+02   8.7754e+02   8.7975e+02  -9.9900e+02   8.2001e+02   7.3018e+02   6.0924e+02   4.8906e+02   4.8449e+02   6.5754e+02   8.0367e+02   8.6908e+02   7.8183e+02   7.1622e+02   6.9813e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02   1.1955e+03   1.1955e+03   1.1955e+03  -9.9900e+02  -9.9900e+02   1.2336e+03   1.2289e+03  -9.9900e+02   9.9918e+02   9.8498e+02   9.8351e+02   1.0426e+03   1.0339e+03   1.0290e+03   1.0524e+03   1.0669e+03   1.0926e+03   1.1973e+03  -9.9900e+02   1.0985e+03 
  1.0806e+03   9.4831e+02   9.0337e+02   8.5045e+02   8.0656e+02   7.6495e+02   7.4466e+02   7.5044e+02   7.6572e+02   8.0553e+02   8.2038e+02   8.6755e+02   8.7375e+02  -9.9900e+02   8.9829e+02   8.2946e+02   7.1383e+02   6.0674e+02   6.4461e+02   8.7005e+02   1.0768e+03   1.1550e+03   1.0692e+03   1.0151e+03   8.7680e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02   1.4000e+03   1.4000e+03   1.4000e+03  -9.9900e+02  -9.9900e+02   1.3312e+03   1.3345e+03  -9.9900e+02   1.0782e+03   1.0390e+03   1.0261e+03   1.0846e+03   1.0763e+03   1.0804e+03   1.1083e+03   1.1226e+03   1.1396e+03   1.2607e+03  -9.9900e+02   1.2076e+03 
  1.2426e+03   1.1733e+03   1.1781e+03   1.0059e+03   8.5973e+02   7.8361e+02   7.4929e+02   7.4939e+02   7.8073e+02   8.7538e+02   9.0333e+02   9.1520e+02   9.1316e+02  -9.9900e+02   9.5489e+02   8.8068e+02   7.8935e+02   7.4741e+02   8.6683e+02   1.1350e+03   1.3715e+03   1.4117e+03   1.3568e+03   1.3652e+03   1.0486e+03  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02   1.4336e+03   1.4336e+03   1.4336e+03  -9.9900e+02  -9.9900e+02   1.5086e+03   1.4930e+03  -9.9900e+02   1.1497e+03   1.1034e+03   1.0824e+03   1.1259e+03   1.1338e+03   1.1995e+03   1.3047e+03   1.2440e+03   1.1850e+03   1.2926e+03  -9.9900e+02   1.2236e+03 
  1.3848e+03   1.3492e+03   1.2906e+03   1.1554e+03   1.0434e+03   8.8222e+02   8.1445e+02   8.0991e+02   8.6987e+02   1.0231e+03   1.1143e+03   1.0977e+03   1.0657e+03  -9.9900e+02   1.0541e+03   9.4325e+02   8.6707e+02   9.1674e+02   1.1095e+03   1.3969e+03   1.6458e+03   1.7173e+03   1.7306e+03   1.7703e+03   1.3594e+03  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02   1.4451e+03   1.4451e+03   1.4451e+03  -9.9900e+02  -9.9900e+02   1.7046e+03   1.6832e+03  -9.9900e+02   1.1719e+03   1.1346e+03   1.1251e+03   1.1673e+03   1.2688e+03   1.3717e+03   1.4330e+03   1.3380e+03   1.3576e+03   1.6835e+03  -9.9900e+02   1.2891e+03 
  1.3761e+03   1.3819e+03   1.2815e+03   1.2397e+03   1.2067e+03   1.0569e+03   9.6034e+02   9.3975e+02   9.7701e+02   1.1407e+03   1.2631e+03   1.2657e+03   1.2413e+03  -9.9900e+02   1.2092e+03   1.0423e+03   9.5252e+02   1.1218e+03   1.4002e+03   1.7082e+03   1.9281e+03   2.0345e+03   2.0017e+03   2.0472e+03   1.7885e+03  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02   1.4807e+03   1.4807e+03   1.4807e+03  -9.9900e+02  -9.9900e+02   2.1080e+03   2.0285e+03  -9.9900e+02   1.2219e+03   1.2094e+03   1.2229e+03   1.3122e+03   1.3962e+03   1.4659e+03   1.7056e+03   1.7868e+03   1.8667e+03   2.2825e+03  -9.9900e+02   1.3782e+03 
  1.3553e+03   1.3752e+03   1.2817e+03   1.2930e+03   1.2692e+03   1.1873e+03   1.0920e+03   1.0493e+03   1.1261e+03   1.3602e+03   1.3148e+03   1.3280e+03   1.3277e+03  -9.9900e+02   1.3171e+03   1.2289e+03   1.1795e+03   1.3362e+03   1.7500e+03   2.0608e+03   2.1135e+03   2.0962e+03   2.0498e+03   2.0741e+03   1.9285e+03  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02   1.5470e+03   1.5470e+03   1.5470e+03  -9.9900e+02  -9.9900e+02   2.4187e+03   2.2998e+03  -9.9900e+02   1.3491e+03   1.3426e+03   1.3402e+03   1.5301e+03   1.5756e+03   1.7289e+03   2.1758e+03   2.2975e+03   2.2644e+03   2.3640e+03  -9.9900e+02   1.5812e+03 
  1.3500e+03   1.3713e+03   1.2781e+03   1.2783e+03   1.2682e+03   1.2185e+03   1.1889e+03   1.2075e+03   1.3005e+03   1.4738e+03   1.3353e+03   1.3625e+03   1.3743e+03  -9.9900e+02   1.4345e+03   1.4049e+03   1.4096e+03   1.6893e+03   2.1697e+03   2.2694e+03   2.1936e+03   2.1297e+03   2.0865e+03   2.1423e+03   2.0190e+03  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02   1.6066e+03   1.6066e+03   1.6066e+03  -9.9900e+02  -9.9900e+02   2.4765e+03   2.4511e+03  -9.9900e+02   1.6210e+03   1.6347e+03   1.6355e+03   1.8082e+03   1.9741e+03   2.1448e+03   2.4971e+03   2.5102e+03   2.4174e+03   2.4163e+03  -9.9900e+02   1.8159e+03 
  1.4121e+03   1.3446e+03   1.2768e+03   1.2899e+03   1.2603e+03   1.2103e+03   1.2526e+03   1.3987e+03   1.5096e+03   1.5529e+03   1.4912e+03   1.8003e+03   1.8919e+03  -9.9900e+02   1.6397e+03   1.6079e+03   1.6934e+03   2.0997e+03   2.4341e+03   2.4257e+03   2.3861e+03   2.2647e+03   2.1975e+03   2.3121e+03   2.3216e+03  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02   1.8100e+03   1.8100e+03   1.8100e+03  -9.9900e+02  -9.9900e+02   2.7293e+03   2.7625e+03  -9.9900e+02   1.9001e+03   1.9640e+03   2.0475e+03   2.1821e+03   2.3428e+03   2.4742e+03   2.6489e+03   2.5427e+03   2.4207e+03   2.4474e+03  -9.9900e+02   1.9474e+03 
  1.6094e+03   1.5219e+03   1.4898e+03   1.4275e+03   1.3495e+03   1.2735e+03   1.4127e+03   1.5601e+03   1.7827e+03   1.8993e+03   2.0049e+03   2.3053e+03   2.3592e+03  -9.9900e+02   1.9567e+03   1.9226e+03   2.0350e+03   2.3525e+03   2.6685e+03   2.7352e+03   2.6691e+03   2.4503e+03   2.4107e+03   2.6619e+03   2.7975e+03  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02   2.3198e+03   2.3198e+03   2.3198e+03  -9.9900e+02  -9.9900e+02   3.1385e+03   3.1396e+03  -9.9900e+02   2.1727e+03   2.2732e+03   2.3667e+03   2.4259e+03   2.5385e+03   2.6771e+03   2.7688e+03   2.6659e+03   2.6055e+03   2.7006e+03  -9.9900e+02   2.1547e+03 
  1.7909e+03   1.8250e+03   1.8427e+03   1.6448e+03   1.5246e+03   1.5341e+03   1.7397e+03   1.9015e+03   2.1526e+03   2.2161e+03   2.2558e+03   2.3734e+03   2.3770e+03  -9.9900e+02   2.1384e+03   2.1722e+03   2.2743e+03   2.6359e+03   2.9656e+03   2.9731e+03   2.8711e+03   2.6773e+03   2.7165e+03   2.9176e+03   2.8893e+03  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02   2.7440e+03   2.7440e+03   2.7440e+03  -9.9900e+02  -9.9900e+02   3.1857e+03   3.1959e+03  -9.9900e+02   2.4322e+03   2.4893e+03   2.5325e+03   2.5628e+03   2.7401e+03   2.8384e+03   2.8271e+03   2.7619e+03   2.7238e+03   2.8343e+03  -9.9900e+02   2.2122e+03 
  2.0517e+03   2.0704e+03   2.1095e+03   1.9190e+03   1.8111e+03   1.8908e+03   2.0674e+03   2.2492e+03   2.3810e+03   2.3390e+03   2.3554e+03   2.4169e+03   2.4273e+03  -9.9900e+02   2.3137e+03   2.4117e+03   2.6159e+03   2.9993e+03   3.2232e+03   3.1216e+03   3.0334e+03   2.9383e+03   3.0223e+03   3.0321e+03   2.7675e+03  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02   3.0566e+03   3.0566e+03   3.0566e+03  -9.9900e+02  -9.9900e+02   3.0733e+03   3.0948e+03  -9.9900e+02   2.7006e+03   2.6687e+03   2.7401e+03   2.7704e+03   2.8649e+03   2.8563e+03   2.8141e+03   2.7566e+03   2.7020e+03   2.7486e+03  -9.9900e+02   2.3012e+03 
  2.3623e+03   2.4729e+03   2.3458e+03   2.1473e+03   2.1067e+03   2.1926e+03   2.3950e+03   2.6083e+03   2.6763e+03   2.6287e+03   2.6430e+03   2.7166e+03   2.7835e+03  -9.9900e+02   2.6288e+03   2.7664e+03   3.0018e+03   3.3262e+03   3.4444e+03   3.2836e+03   3.2451e+03   3.1347e+03   3.2056e+03   3.2119e+03   2.9279e+03  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02   3.4271e+03   3.4271e+03   3.4271e+03  -9.9900e+02  -9.9900e+02   2.9482e+03   2.9757e+03  -9.9900e+02   2.8874e+03   2.8308e+03   2.8931e+03   2.8979e+03   2.8629e+03   2.7613e+03   2.7764e+03   2.7600e+03   2.7140e+03   2.7468e+03  -9.9900e+02   2.5277e+03 
  2.6296e+03   2.8497e+03   2.6001e+03   2.3560e+03   2.3400e+03   2.4608e+03   2.7650e+03   3.0381e+03   3.0999e+03   3.0322e+03   3.0031e+03   3.2109e+03   3.3215e+03  -9.9900e+02   3.0108e+03   3.1495e+03   3.3567e+03   3.5972e+03   3.6503e+03   3.4877e+03   3.4599e+03   3.3574e+03   3.5039e+03   3.6531e+03   3.5201e+03  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02   3.5712e+03   3.5712e+03   3.5712e+03  -9.9900e+02  -9.9900e+02   2.8502e+03   2.9087e+03  -9.9900e+02   2.9243e+03   2.8797e+03   2.8837e+03   2.8273e+03   2.7725e+03   2.6990e+03   2.7914e+03   2.8454e+03   2.8089e+03   2.8580e+03  -9.9900e+02   2.7833e+03 
  2.8637e+03   3.1919e+03   2.8846e+03   2.6431e+03   2.6213e+03   2.7408e+03   3.1459e+03   3.3922e+03   3.3766e+03   3.2759e+03   3.2997e+03   3.6158e+03   3.6795e+03  -9.9900e+02   3.3088e+03   3.4584e+03   3.6403e+03   3.8127e+03   3.8365e+03   3.7367e+03   3.6986e+03   3.6290e+03   3.8247e+03   3.9734e+03   3.8552e+03  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02   3.4688e+03   3.4688e+03   3.4688e+03  -9.9900e+02  -9.9900e+02   2.7826e+03   2.8726e+03  -9.9900e+02   2.8804e+03   2.8637e+03   2.8538e+03   2.7610e+03   2.7376e+03   2.6816e+03   2.8138e+03   2.9433e+03   2.9285e+03   2.9721e+03  -9.9900e+02   3.0633e+03 
  3.1556e+03   3.4950e+03   3.1260e+03   2.9463e+03   2.9751e+03   3.0600e+03   3.5033e+03   3.6530e+03   3.5930e+03   3.5301e+03   3.5432e+03   3.8428e+03   3.8526e+03  -9.9900e+02   3.5173e+03   3.7125e+03   3.8146e+03   3.9322e+03   3.9789e+03   3.9356e+03   3.8951e+03   3.8131e+03   3.8713e+03   3.9229e+03   3.7260e+03  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02   3.2553e+03   3.2553e+03   3.2553e+03  -9.9900e+02  -9.9900e+02   2.7170e+03   2.8108e+03  -9.9900e+02   2.8326e+03   2.8644e+03   2.8775e+03   2.7585e+03   2.7833e+03   2.7255e+03   2.8722e+03   3.0518e+03   3.0806e+03   3.0743e+03  -9.9900e+02   3.3335e+03 
  3.4626e+03   3.8073e+03   3.3390e+03   3.2296e+03   3.3354e+03   3.4084e+03   3.8457e+03   3.9135e+03   3.8472e+03   3.8036e+03   3.7365e+03   3.9761e+03   3.9987e+03  -9.9900e+02   3.7207e+03   3.8281e+03   3.8619e+03   3.9924e+03   4.0728e+03   4.0283e+03   3.9090e+03   3.7856e+03   3.7747e+03   3.7841e+03   3.6389e+03  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02   3.0685e+03   3.0685e+03   3.0685e+03  -9.9900e+02  -9.9900e+02   2.6231e+03   2.7073e+03  -9.9900e+02   2.8363e+03   2.9023e+03   2.9256e+03   2.8058e+03   2.8740e+03   2.8004e+03   2.9566e+03   3.1796e+03   3.2462e+03   3.2351e+03  -9.9900e+02   3.6050e+03 
  3.7196e+03   4.0365e+03   3.4687e+03   3.4093e+03   3.5986e+03   3.7306e+03   4.1486e+03   4.1452e+03   4.0285e+03   3.9654e+03   3.9088e+03   4.0924e+03   4.1217e+03  -9.9900e+02   3.7952e+03   3.8190e+03   3.8642e+03   4.0268e+03   4.1518e+03   4.0477e+03   3.8511e+03   3.7233e+03   3.7673e+03   3.8262e+03   3.7156e+03  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02   2.9843e+03   2.9843e+03   2.9843e+03  -9.9900e+02  -9.9900e+02   2.6468e+03   2.6845e+03  -9.9900e+02   2.8579e+03   2.9617e+03   3.0256e+03   2.8964e+03   3.0280e+03   2.9178e+03   3.0515e+03   3.2891e+03   3.3620e+03   3.3347e+03  -9.9900e+02   3.7070e+03 
  3.7678e+03   3.9507e+03   3.4643e+03   3.5842e+03   3.8059e+03   3.9496e+03   4.2877e+03   4.2644e+03   4.1128e+03   4.0265e+03   4.0727e+03   4.2182e+03   4.2349e+03  -9.9900e+02   3.7695e+03   3.7796e+03   3.8341e+03   4.0592e+03   4.2405e+03   4.0149e+03   3.8163e+03   3.7346e+03   3.8939e+03   4.1039e+03   3.9837e+03  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02   2.9157e+03   2.9157e+03   2.9157e+03  -9.9900e+02  -9.9900e+02   2.7253e+03   2.7171e+03  -9.9900e+02   2.9937e+03   3.1272e+03   3.2196e+03   3.0461e+03   3.1687e+03   3.0624e+03   3.1544e+03   3.4034e+03   3.4834e+03   3.3948e+03  -9.9900e+02   3.7101e+03 
  3.5147e+03   3.5967e+03   3.3830e+03   3.7106e+03   3.8401e+03   3.9109e+03   4.0787e+03   4.1051e+03   4.0454e+03   3.9770e+03   4.0700e+03   4.2855e+03   4.3308e+03  -9.9900e+02   3.7281e+03   3.7673e+03   3.8821e+03   4.0912e+03   4.2150e+03   4.0945e+03   3.9086e+03   3.8413e+03   4.0392e+03   4.3046e+03   4.1703e+03  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02   2.8964e+03   2.8964e+03   2.8964e+03  -9.9900e+02  -9.9900e+02   2.8471e+03   2.8086e+03  -9.9900e+02   3.1524e+03   3.3001e+03   3.4040e+03   3.2014e+03   3.2927e+03   3.1822e+03   3.2655e+03   3.4702e+03   3.5306e+03   3.4044e+03  -9.9900e+02   3.6381e+03 
