ALO Lidar Data on 20190328

UT (hour) for each column
   0.3000    0.4000    0.5000    0.6000    0.7000    0.8000    0.9000    1.0000    1.1000    1.2000    1.3000    1.4000    1.5000    1.6000    1.7000    1.8000    1.9000    2.0000    2.1000    2.2000    2.3000    2.4000    2.5000    2.6000    2.7000    2.8000    2.9000    3.0000    3.1000    3.2000    3.3000    3.4000    3.5000    3.6000    3.7000    3.8000    3.9000    4.0000    4.1000    4.2000    4.3000    4.4000    4.5000    4.6000    4.7000    4.8000    4.9000    5.0000    5.1000    5.2000    5.3000    5.4000    5.5000    5.6000    5.7000    5.8000    5.9000    6.0000    6.1000    6.2000    6.3000    6.4000    6.5000    6.6000    6.7000    6.8000    6.9000    7.0000    7.1000    7.2000    7.3000    7.4000    7.5000    7.6000    7.7000    7.8000    7.9000    8.0000    8.1000    8.2000    8.3000    8.4000    8.5000    8.6000    8.7000    8.8000    8.9000    9.0000    9.1000    9.2000    9.3000    9.4000    9.5000    9.6000    9.7000    9.8000    9.9000   10.0000   10.1000 
Altitudes (km) for each row
   80.000    80.500    81.000    81.500    82.000    82.500    83.000    83.500    84.000    84.500    85.000    85.500    86.000    86.500    87.000    87.500    88.000    88.500    89.000    89.500    90.000    90.500    91.000    91.500    92.000    92.500    93.000    93.500    94.000    94.500    95.000    95.500    96.000    96.500    97.000    97.500    98.000    98.500    99.000    99.500   100.000   100.500   101.000   101.500   102.000   102.500   103.000   103.500   104.000   104.500   105.000   105.500   106.000   106.500   107.000   107.500   108.000   108.500   109.000   109.500   110.000   110.500   111.000   111.500   112.000   112.500   113.000   113.500   114.000   114.500   115.000 

Na Density (cm^(-3))
  3.3773e+01   2.8029e+01   1.4700e+01   1.0804e+01   9.5395e+00   7.3545e+00   6.7111e+00   5.3856e+00   6.9112e+00   7.9323e+00   3.8110e+00   3.1176e+00   3.3774e+00   2.8906e+00   2.4365e+00   2.0398e+00   2.0340e+00   1.9339e+00   1.5429e+00   1.6623e+00   1.9186e+00   1.9439e+00   1.8774e+00   2.2216e+00   1.9709e+00   2.4309e+00   2.3234e+00   2.6799e+00   2.6254e+00   1.9851e+00   2.2311e+00   1.9413e+00   1.9350e+00   2.2221e+00   2.8295e+00   1.6903e+00   1.4560e+00   2.0250e+00   2.4355e+00   1.7976e+00   2.4462e+00   2.6933e+00   3.3049e+00   3.7904e+00   4.2028e+00   3.5283e+00   2.8109e+00   2.1869e+00   2.3900e+00   2.3848e+00   2.1928e+00   2.7387e+00   2.3842e+00   1.9544e+00   2.1113e+00   1.8593e+00   1.3685e+00   1.7577e+00   1.4893e+00   1.6377e+01   5.8130e+01   4.0958e+01   9.9174e+00   4.9256e+00   7.5136e+00   1.0174e+01   8.2559e+00   6.5897e+00   4.0936e+00   2.9993e+00   3.2684e+00   2.3673e+00   2.4271e+00   2.3366e+00   2.9411e+00   3.4676e+00   2.2010e+00   1.8728e+00   1.8628e+00   2.1168e+00   2.2268e+00   1.6563e+00   1.0117e+00   2.0631e+00   2.6071e+00   2.0963e+00  -9.9900e+02  -9.9900e+02  -9.9900e+02   7.4664e+00   4.4282e+00   4.5568e+00   4.5225e+00   3.2654e+00   3.4911e+00   1.9727e+00   2.4889e+00   3.2620e+00   4.2788e+00 
  4.6782e+01   3.8580e+01   2.3576e+01   1.9116e+01   1.6107e+01   1.2853e+01   1.2739e+01   1.3688e+01   1.7278e+01   1.9755e+01   1.1648e+01   9.9569e+00   6.6109e+00   3.9519e+00   3.5740e+00   2.9538e+00   2.4381e+00   1.9633e+00   2.1837e+00   2.4944e+00   2.8410e+00   2.2596e+00   1.2959e+00   1.7038e+00   2.1806e+00   1.9232e+00   1.5536e+00   1.8351e+00   2.4068e+00   2.4977e+00   1.7896e+00   1.3419e+00   1.7656e+00   2.2097e+00   2.6324e+00   1.9212e+00   1.7298e+00   1.8895e+00   1.9442e+00   1.4738e+00   7.6684e+00   2.9971e+01   2.7815e+01   1.4322e+01   2.0530e+01   1.8625e+01   7.8584e+00   4.7463e+00   5.4960e+00   4.2046e+00   3.9985e+00   3.3796e+00   3.0690e+00   2.8934e+00   2.6629e+00   1.9524e+00   3.9739e+00   9.1202e+00   3.8558e+01   1.0455e+02   1.4488e+02   9.7159e+01   2.5517e+01   3.6514e+01   5.4541e+01   4.3143e+01   2.2413e+01   9.4038e+00   4.5767e+00   3.8540e+00   3.5815e+00   3.0097e+00   3.1805e+00   3.2157e+00   2.5693e+00   2.1900e+00   2.1382e+00   2.5397e+00   2.1982e+00   2.0900e+00   1.5142e+00   1.0171e+00   1.3046e+00   1.9605e+00   2.8682e+00   3.1189e+00   1.0145e+00   1.0145e+00   1.0145e+00   4.6342e+00   4.8004e+00   4.2919e+00   4.5397e+00   5.1185e+00   3.9521e+00   3.3586e+00   2.3878e+00   4.4127e+00   6.1186e+00 
  7.0248e+01   6.2231e+01   5.6180e+01   5.2757e+01   4.0631e+01   4.0989e+01   3.5102e+01   3.6986e+01   4.5748e+01   4.6633e+01   3.2886e+01   2.5461e+01   1.6419e+01   1.4105e+01   1.4046e+01   9.6535e+00   3.9301e+00   2.4846e+00   2.7617e+00   2.3655e+00   3.1900e+00   2.6217e+00   2.2431e+00   1.6522e+00   1.9104e+00   2.9237e+00   9.4373e+00   1.2267e+01   7.4458e+00   3.4812e+00   1.9583e+00   1.1996e+00   1.5559e+00   2.0816e+00   3.3424e+00   3.4392e+00   5.9179e+00   7.6457e+00   4.1187e+00   1.0562e+01   7.5074e+01   1.3900e+02   9.4075e+01   5.8030e+01   7.2197e+01   5.2338e+01   2.5866e+01   1.3308e+01   1.1930e+01   1.2698e+01   7.0394e+00   5.2459e+00   5.8287e+00   9.9240e+00   1.8657e+01   2.9663e+01   8.5002e+01   1.5614e+02   2.2260e+02   3.2641e+02   3.1061e+02   2.4176e+02   1.5609e+02   1.8799e+02   1.7003e+02   1.0845e+02   6.0621e+01   3.5861e+01   2.0590e+01   1.1127e+01   7.2003e+00   4.8842e+00   4.7021e+00   3.5736e+00   2.3778e+00   1.9553e+00   1.9500e+00   2.5675e+00   2.1107e+00   2.0983e+00   9.7104e-01   1.2868e+00   1.9668e+00   2.2967e+00   3.3018e+00   3.8584e+00   1.3083e+00   1.3083e+00   2.1728e+00   2.1906e+00   2.5700e+00   2.3582e+00   3.7190e+00   5.0907e+00   3.4619e+00   4.7000e+00   3.4610e+00   2.1401e+00   7.3052e+00 
  1.7425e+02   1.7410e+02   1.8016e+02   1.6787e+02   1.6363e+02   1.8982e+02   1.3973e+02   1.2256e+02   1.1970e+02   1.1766e+02   9.6758e+01   6.7983e+01   5.5551e+01   5.1029e+01   3.9043e+01   2.6643e+01   1.1888e+01   6.0995e+00   6.6580e+00   1.1854e+01   7.5754e+00   4.6092e+00   4.8892e+00   8.5014e+00   2.5400e+01   4.6404e+01   5.5502e+01   4.4060e+01   2.7135e+01   1.5333e+01   9.8120e+00   1.4799e+01   8.4803e+00   8.6722e+00   5.6951e+01   8.4043e+01   1.0179e+02   1.1120e+02   1.0443e+02   1.1738e+02   2.2169e+02   2.7078e+02   1.9368e+02   1.5165e+02   1.7331e+02   1.0717e+02   5.5861e+01   6.5685e+01   1.1507e+02   1.2747e+02   8.7175e+01   7.4848e+01   9.2071e+01   1.1635e+02   1.6707e+02   2.7509e+02   3.9176e+02   4.5011e+02   5.0911e+02   5.9310e+02   5.3721e+02   4.6762e+02   3.9114e+02   4.0598e+02   3.7799e+02   2.9731e+02   2.2531e+02   1.8837e+02   1.1053e+02   5.3173e+01   2.1278e+01   9.5306e+00   5.6184e+00   3.3971e+00   2.4530e+00   2.2594e+00   1.9056e+00   2.4482e+00   2.0283e+00   2.2474e+00   1.7902e+00   1.2860e+00   1.8771e+00   2.9165e+00   4.1570e+00   4.1570e+00   1.7143e+00   1.6378e+00   2.8354e+00   2.0054e+00   1.9249e+00   3.1747e+00   2.4674e+00   2.8460e+00   5.6739e+00   4.6116e+00   6.4502e+00   1.0245e+01   3.4800e+01 
  5.6870e+02   5.6895e+02   5.6540e+02   5.5309e+02   5.6034e+02   5.9786e+02   4.4083e+02   3.7176e+02   3.2495e+02   2.8816e+02   2.5359e+02   2.1500e+02   2.0111e+02   1.7610e+02   1.3942e+02   1.2838e+02   8.9269e+01   7.5481e+01   9.4139e+01   1.0683e+02   9.9719e+01   9.7677e+01   1.3501e+02   2.0361e+02   2.3319e+02   2.5341e+02   2.3378e+02   1.7232e+02   1.8160e+02   2.0185e+02   1.7929e+02   1.7981e+02   1.7976e+02   1.9850e+02   3.0706e+02   3.5086e+02   3.6441e+02   3.7359e+02   3.6126e+02   3.6642e+02   4.9383e+02   5.1702e+02   4.2763e+02   3.8130e+02   4.6024e+02   3.4497e+02   3.0373e+02   3.3277e+02   3.5387e+02   3.6531e+02   3.2909e+02   3.1344e+02   3.7634e+02   4.2604e+02   5.2352e+02   6.7238e+02   7.7343e+02   7.8082e+02   8.1316e+02   8.9655e+02   8.0960e+02   7.3052e+02   6.6886e+02   7.0595e+02   7.2170e+02   6.5193e+02   5.6227e+02   4.7557e+02   2.9140e+02   1.3610e+02   5.0345e+01   1.6315e+01   6.7834e+00   4.1257e+00   3.4402e+00   3.0456e+00   2.8806e+00   2.3069e+00   2.2253e+00   1.8448e+00   1.4478e+00   1.6180e+00   1.5792e+00   1.4145e+00   8.4222e-01  -9.9900e+02   1.3327e+00   1.4228e+00   4.0916e+00   4.6251e+00   2.0338e+00   3.2805e+00   3.1596e+00   3.3535e+00   6.3246e+00   3.2834e+01   2.0659e+02   5.5608e+02   9.8731e+02 
  1.1785e+03   1.1874e+03   1.0971e+03   1.0588e+03   1.0642e+03   1.0706e+03   8.9413e+02   7.8231e+02   6.5889e+02   5.5536e+02   5.5722e+02   5.8220e+02   6.3008e+02   6.3292e+02   5.7301e+02   5.3987e+02   4.3854e+02   3.6675e+02   4.0769e+02   4.5312e+02   4.7371e+02   5.0085e+02   5.6711e+02   6.5429e+02   6.6848e+02   7.0301e+02   6.2799e+02   5.6257e+02   5.9066e+02   5.9657e+02   5.5836e+02   5.6064e+02   5.7056e+02   5.6111e+02   6.3948e+02   6.7577e+02   7.2956e+02   7.5665e+02   7.6814e+02   8.5266e+02   1.0251e+03   1.0255e+03   9.0916e+02   8.4124e+02   9.3177e+02   7.9402e+02   7.5222e+02   7.5175e+02   7.4172e+02   7.8049e+02   7.7264e+02   7.3120e+02   7.8116e+02   8.4111e+02   9.4214e+02   1.0601e+03   1.1185e+03   1.1370e+03   1.1710e+03   1.2734e+03   1.1774e+03   1.0889e+03   1.0559e+03   1.0830e+03   1.0550e+03   9.6430e+02   8.6473e+02   7.2103e+02   4.8245e+02   2.3854e+02   8.2167e+01   3.4047e+01   2.3342e+01   1.4752e+01   1.8747e+01   4.5837e+01   4.2061e+01   1.9557e+01   1.4879e+01   7.2751e+00   4.4126e+00   2.7849e+00   3.6531e+00   5.4557e+00   4.1293e+00   3.3679e+00   2.7061e+00   2.7803e+00   7.1347e+00   1.3583e+01   5.2140e+01   1.1557e+02   1.0284e+02   1.3400e+02   2.4699e+02   8.2227e+02   1.6985e+03   2.1926e+03   2.8794e+03 
  1.5733e+03   1.5662e+03   1.4134e+03   1.3567e+03   1.3376e+03   1.2909e+03   1.1628e+03   1.0699e+03   9.6133e+02   8.7925e+02   9.7218e+02   1.1208e+03   1.1663e+03   1.1452e+03   1.0666e+03   9.8535e+02   8.4645e+02   8.0843e+02   9.0588e+02   9.8518e+02   1.0028e+03   1.0612e+03   1.1369e+03   1.1656e+03   1.1420e+03   1.1517e+03   1.1178e+03   1.0891e+03   1.0871e+03   1.0389e+03   9.3209e+02   9.2742e+02   9.1677e+02   9.0082e+02   1.0240e+03   1.1097e+03   1.2665e+03   1.3647e+03   1.4001e+03   1.4744e+03   1.5820e+03   1.5829e+03   1.4544e+03   1.3913e+03   1.4370e+03   1.2780e+03   1.2516e+03   1.2276e+03   1.2039e+03   1.2184e+03   1.1914e+03   1.1088e+03   1.1500e+03   1.1884e+03   1.2688e+03   1.4039e+03   1.4767e+03   1.4967e+03   1.5365e+03   1.6142e+03   1.5146e+03   1.4390e+03   1.3782e+03   1.3316e+03   1.2651e+03   1.1573e+03   1.0504e+03   8.9985e+02   6.9095e+02   4.3543e+02   2.5951e+02   2.7616e+02   3.3800e+02   3.3294e+02   3.1392e+02   3.5704e+02   3.2672e+02   2.4704e+02   2.4630e+02   1.5166e+02   1.1993e+02   1.2483e+02   8.3655e+01   9.2629e+01   5.6983e+01   2.9211e+01   1.0848e+02   1.5458e+02   3.2540e+02   4.9863e+02   6.7190e+02   1.0735e+03   1.0682e+03   1.3075e+03   1.8789e+03   2.8281e+03   3.7872e+03   4.0570e+03   4.3480e+03 
  1.7154e+03   1.6521e+03   1.5143e+03   1.4880e+03   1.4665e+03   1.4125e+03   1.3081e+03   1.2630e+03   1.2385e+03   1.2729e+03   1.3933e+03   1.5372e+03   1.5188e+03   1.5013e+03   1.4404e+03   1.3479e+03   1.2731e+03   1.2749e+03   1.3999e+03   1.5271e+03   1.4798e+03   1.4895e+03   1.5451e+03   1.5437e+03   1.5147e+03   1.5399e+03   1.5452e+03   1.4868e+03   1.4466e+03   1.3864e+03   1.2767e+03   1.3113e+03   1.3371e+03   1.3900e+03   1.5840e+03   1.6701e+03   1.7998e+03   1.8476e+03   1.8394e+03   1.8192e+03   1.8231e+03   1.8547e+03   1.7431e+03   1.6750e+03   1.7209e+03   1.5817e+03   1.5593e+03   1.5321e+03   1.4800e+03   1.4552e+03   1.4428e+03   1.3645e+03   1.3987e+03   1.4725e+03   1.5888e+03   1.7333e+03   1.8152e+03   1.7982e+03   1.7850e+03   1.7940e+03   1.7065e+03   1.6155e+03   1.5127e+03   1.4460e+03   1.3822e+03   1.2855e+03   1.2003e+03   1.1204e+03   1.0073e+03   8.1972e+02   6.9297e+02   8.0922e+02   9.4288e+02   9.2886e+02   8.6254e+02   8.6601e+02   8.1428e+02   7.4270e+02   7.5505e+02   6.2587e+02   5.7818e+02   5.4209e+02   4.2879e+02   4.9131e+02   4.1796e+02   3.5356e+02   5.6739e+02   7.8702e+02   1.6450e+03   2.3726e+03   2.7944e+03   3.4714e+03   3.2575e+03   3.5202e+03   4.1263e+03   4.6273e+03   5.0542e+03   5.0600e+03   4.9418e+03 
  1.8548e+03   1.7490e+03   1.6558e+03   1.6654e+03   1.6542e+03   1.6089e+03   1.5316e+03   1.5602e+03   1.5940e+03   1.6257e+03   1.6820e+03   1.7889e+03   1.8201e+03   1.8352e+03   1.7741e+03   1.7385e+03   1.6813e+03   1.6888e+03   1.8263e+03   1.8839e+03   1.7428e+03   1.7155e+03   1.8393e+03   1.9030e+03   1.8906e+03   1.9468e+03   1.9310e+03   1.8661e+03   1.8555e+03   1.7994e+03   1.7611e+03   1.8260e+03   1.8570e+03   1.9049e+03   1.9983e+03   1.9831e+03   2.0005e+03   1.9556e+03   1.9170e+03   1.9261e+03   1.9513e+03   1.9684e+03   1.8950e+03   1.8516e+03   1.8770e+03   1.7232e+03   1.6965e+03   1.6573e+03   1.6370e+03   1.6396e+03   1.6425e+03   1.5760e+03   1.6576e+03   1.8096e+03   1.9317e+03   2.0317e+03   2.0407e+03   1.9493e+03   1.9147e+03   1.8736e+03   1.7812e+03   1.6759e+03   1.5794e+03   1.5582e+03   1.5394e+03   1.4787e+03   1.4402e+03   1.4207e+03   1.3620e+03   1.2139e+03   1.1302e+03   1.2867e+03   1.4287e+03   1.4029e+03   1.3057e+03   1.2760e+03   1.2862e+03   1.3595e+03   1.4148e+03   1.2389e+03   1.2641e+03   1.4218e+03   1.3221e+03   1.4087e+03   1.3131e+03   1.2148e+03   1.8146e+03   2.4969e+03   3.8643e+03   4.7228e+03   5.1328e+03   5.3072e+03   4.9643e+03   5.1944e+03   5.3637e+03   5.3794e+03   5.4697e+03   5.5174e+03   5.5070e+03 
  2.0528e+03   1.9500e+03   1.8913e+03   1.9141e+03   1.9093e+03   1.8840e+03   1.8237e+03   1.8378e+03   1.8737e+03   1.8685e+03   1.9505e+03   2.0595e+03   2.1393e+03   2.1576e+03   2.1086e+03   2.1583e+03   2.0931e+03   2.0761e+03   2.1829e+03   2.1372e+03   1.9955e+03   2.0041e+03   2.1497e+03   2.2188e+03   2.1809e+03   2.2125e+03   2.2229e+03   2.1825e+03   2.1730e+03   2.1282e+03   2.0869e+03   2.0843e+03   2.1025e+03   2.0981e+03   2.0869e+03   2.0704e+03   2.0903e+03   2.0693e+03   2.0869e+03   2.1862e+03   2.2585e+03   2.2316e+03   2.1700e+03   2.1141e+03   2.0936e+03   1.9307e+03   1.8978e+03   1.8671e+03   1.8742e+03   1.9277e+03   1.9266e+03   1.8629e+03   1.9824e+03   2.1011e+03   2.2128e+03   2.2707e+03   2.1884e+03   2.0453e+03   1.9970e+03   1.9535e+03   1.8502e+03   1.7663e+03   1.7275e+03   1.7952e+03   1.8285e+03   1.7633e+03   1.7093e+03   1.6606e+03   1.5735e+03   1.4363e+03   1.3982e+03   1.5914e+03   1.6938e+03   1.6905e+03   1.6263e+03   1.6889e+03   1.9296e+03   2.1367e+03   2.0913e+03   2.0058e+03   2.3678e+03   2.6374e+03   2.4744e+03   2.6115e+03   2.6562e+03   2.5761e+03   4.4033e+03   4.9942e+03   5.8463e+03   6.2952e+03   6.2908e+03   5.9221e+03   5.6580e+03   5.7335e+03   5.6765e+03   5.7773e+03   6.0910e+03   6.4992e+03   6.7395e+03 
