ALO Lidar Data on 20190309

UT (hour) for each column
   0.0000    0.1000    0.2000    0.3000    0.4000    0.5000    0.6000    0.7000    0.8000    0.9000    1.0000    1.1000    1.2000    1.3000    1.4000    1.5000    1.6000    1.7000    1.8000    1.9000    2.0000    2.1000    2.2000    2.3000    2.4000    2.5000    2.6000    2.7000    2.8000    2.9000    3.0000    3.1000    3.2000    3.3000    3.4000    3.5000    3.6000    3.7000    3.8000    3.9000    4.0000    4.1000    4.2000    4.3000    4.4000    4.5000    4.6000    4.7000    4.8000    4.9000    5.0000    5.1000    5.2000    5.3000    5.4000    5.5000    5.6000    5.7000    5.8000    5.9000    6.0000    6.1000    6.2000    6.3000    6.4000    6.5000    6.6000    6.7000    6.8000    6.9000    7.0000    7.1000    7.2000    7.3000    7.4000    7.5000    7.6000    7.7000    7.8000    7.9000    8.0000    8.1000    8.2000    8.3000    8.4000    8.5000    8.6000    8.7000    8.8000    8.9000    9.0000    9.1000    9.2000    9.3000    9.4000    9.5000    9.6000    9.7000    9.8000    9.9000   10.0000   10.1000 
Altitudes (km) for each row
   80.000    80.500    81.000    81.500    82.000    82.500    83.000    83.500    84.000    84.500    85.000    85.500    86.000    86.500    87.000    87.500    88.000    88.500    89.000    89.500    90.000    90.500    91.000    91.500    92.000    92.500    93.000    93.500    94.000    94.500    95.000    95.500    96.000    96.500    97.000    97.500    98.000    98.500    99.000    99.500   100.000   100.500   101.000   101.500   102.000   102.500   103.000   103.500   104.000   104.500   105.000   105.500   106.000   106.500   107.000   107.500   108.000   108.500   109.000   109.500   110.000   110.500   111.000   111.500   112.000   112.500   113.000   113.500   114.000   114.500   115.000 

Na Density (cm^(-3))
  5.9375e+00   3.1659e+00   4.4058e+00   2.5229e+00   2.1914e+00   2.3667e+00   1.4643e+00   2.0286e+00   4.5903e+00   8.1730e+00   8.6751e+00   3.5737e+00   1.8030e+00   1.8108e+00   2.4014e+00   1.6099e+00   1.9159e+00   3.0606e+00   2.1037e+00   1.9533e+00   1.8044e+00   1.6106e+00   1.4782e+00   1.3235e+00   1.4581e+00   1.4264e+00   1.5127e+00   1.6567e+00   1.5348e+00   1.6162e+00   1.5468e+00   1.6028e+00   1.6959e+00   1.5459e+00   1.5520e+00   1.7005e+00   1.3805e+00   1.5884e+00   1.8016e+00   1.6743e+00   1.5544e+00   1.8438e+00   1.9018e+00   1.5683e+00   1.7711e+00   1.8324e+00   1.6661e+00   1.7158e+00   1.6905e+00   1.6427e+00   1.4745e+00   1.7377e+00   1.6188e+00   1.6658e+00   1.7763e+00   1.5867e+00   1.6756e+00   1.3552e+00   1.6397e+00   1.8132e+00   1.6791e+00   1.7373e+00   1.4669e+00   1.6426e+00   1.5702e+00   1.5482e+00   1.6278e+00   1.3168e+00   1.6210e+00   1.6185e+00   1.4534e+00   1.6927e+00   1.7551e+00   1.6711e+00   2.1675e+00   2.2319e+00   1.4567e+00   1.4377e+00   1.4845e+00   1.4161e+00   1.4786e+00   1.5779e+00   1.6163e+00   1.3854e+00   1.4625e+00   1.6761e+00   1.5295e+00   1.6364e+00   1.8021e+00   1.7751e+00   1.9696e+00   1.6446e+00   1.4926e+00   1.7597e+00   1.9203e+00   1.4020e+00   1.6199e+00   1.4017e+00   1.5367e+00   1.6269e+00   3.1175e+00   5.1003e+00 
  6.8556e+00   3.4401e+00   4.7103e+00   2.7203e+00   2.0012e+00   2.9568e+00   1.3360e+01   4.1669e+01   8.4476e+01   1.1254e+02   1.1999e+02   7.6273e+01   3.0868e+01   4.2654e+00   5.2398e+00   1.1387e+01   1.7883e+01   2.7902e+01   1.1401e+01   2.3476e+00   1.9928e+00   1.7608e+00   1.6305e+00   1.4662e+00   1.3908e+00   1.3838e+00   1.5614e+00   1.4542e+00   1.9815e+00   2.1119e+00   1.8557e+00   1.7418e+00   1.7347e+00   1.5389e+00   1.5475e+00   1.5744e+00   1.5663e+00   1.5924e+00   1.8572e+00   1.6499e+00   1.3936e+00   1.5907e+00   1.7783e+00   1.7215e+00   1.8504e+00   1.6195e+00   1.5448e+00   1.4729e+00   1.5232e+00   1.6217e+00   1.4715e+00   1.6163e+00   1.8201e+00   1.7680e+00   1.6802e+00   1.5836e+00   1.6945e+00   1.4919e+00   1.6732e+00   1.8711e+00   1.6743e+00   1.6027e+00   1.3629e+00   1.4320e+00   1.5866e+00   1.5614e+00   1.5985e+00   1.7389e+00   1.8408e+00   1.7455e+00   1.4901e+00   1.5701e+00   1.7977e+00   1.5132e+00   1.6535e+00   2.0259e+00   1.8077e+00   1.3598e+00   1.4712e+00   1.4859e+00   1.5450e+00   2.0552e+00   1.5167e+00   1.3416e+00   1.4584e+00   1.4933e+00   1.4833e+00   1.6168e+00   1.7319e+00   1.5379e+00   1.7512e+00   1.7127e+00   1.4437e+00   1.6775e+00   1.6822e+00   1.6266e+00   1.7229e+00   1.6576e+00   1.8676e+00   1.8195e+00   2.8090e+00   8.3702e+00 
  2.4895e+01   2.0801e+01   1.3252e+01   1.8730e+01   2.9148e+01   5.9779e+01   1.7751e+02   2.5344e+02   3.1466e+02   3.7649e+02   4.0131e+02   3.1263e+02   1.8669e+02   7.1570e+01   5.7067e+01   8.3655e+01   8.9087e+01   1.0365e+02   5.0721e+01   1.1058e+01   3.3610e+00   2.1464e+00   1.7881e+00   1.7741e+00   1.8951e+00   1.8397e+00   1.6032e+00   2.0060e+00   6.3606e+00   1.1508e+01   2.3416e+01   1.7881e+01   5.6966e+00   1.7453e+00   1.6077e+00   1.9075e+00   1.6916e+00   1.5186e+00   1.7413e+00   2.1215e+00   2.8299e+00   1.8934e+00   1.3982e+00   1.9355e+00   1.9534e+00   1.4790e+00   1.5816e+00   1.4110e+00   1.4064e+00   1.5740e+00   1.4046e+00   1.5433e+00   1.7357e+00   1.5012e+00   1.6425e+00   1.8507e+00   1.7981e+00   1.7983e+00   1.7871e+00   1.7406e+00   1.5286e+00   1.5380e+00   1.5090e+00   1.5417e+00   1.5376e+00   1.5798e+00   1.5947e+00   1.6188e+00   1.7880e+00   1.7448e+00   1.4353e+00   1.6178e+00   1.8304e+00   1.6082e+00   1.5761e+00   1.8195e+00   1.4844e+00   1.7246e+00   1.8948e+00   1.5323e+00   2.9119e+00   3.7694e+00   1.6133e+00   1.5825e+00   1.2305e+00   1.9254e+00   1.7506e+00   1.7978e+00   1.4898e+00   1.4340e+00   1.5650e+00   1.5052e+00   1.6208e+00   1.8163e+00   1.7997e+00   1.9193e+00   2.2835e+00   1.5650e+00   2.0121e+00   2.6857e+00   3.5356e+00   8.2041e+00 
  7.5681e+01   6.4014e+01   6.9138e+01   9.9570e+01   1.4666e+02   2.8896e+02   4.9903e+02   5.6174e+02   5.9281e+02   6.3522e+02   6.3145e+02   5.2520e+02   3.8857e+02   2.3537e+02   1.9298e+02   2.0062e+02   1.9064e+02   1.9447e+02   1.2259e+02   6.4239e+01   3.1557e+01   1.5929e+01   9.2700e+00   6.2610e+00   9.6767e+00   1.0473e+01   8.8199e+00   1.3567e+01   4.7944e+01   9.2009e+01   1.2657e+02   1.1431e+02   7.1259e+01   1.4724e+01   9.4345e+00   7.4190e+00   2.3902e+01   2.0195e+01   2.5250e+01   4.7561e+01   7.4234e+01   2.7130e+01   3.0021e+00   1.8550e+00   1.8473e+00   1.8516e+00   1.5479e+00   1.7918e+00   1.4605e+00   1.5984e+00   1.5317e+00   1.5082e+00   1.7325e+00   1.6242e+00   1.8898e+00   1.9833e+00   1.7066e+00   1.5723e+00   1.5919e+00   1.6160e+00   1.4772e+00   1.3124e+00   1.5224e+00   1.6277e+00   1.6251e+00   1.6088e+00   1.5107e+00   1.6692e+00   1.6411e+00   1.7086e+00   1.4615e+00   1.4465e+00   1.5481e+00   1.7969e+00   1.7450e+00   1.2908e+00   1.2634e+00   1.7625e+00   1.9959e+00   1.6686e+00   1.1992e+00   1.2479e+00   1.1977e+00   1.0078e+00   1.5023e+00   1.9927e+00   1.4983e+00   1.6611e+00   1.7048e+00   1.6563e+00   2.0525e+00   1.8537e+00   1.6990e+00   1.5193e+00   1.7715e+00   2.8355e+00   2.5370e+00   1.9520e+00   2.0250e+00   2.7069e+00   3.8468e+00   8.0316e+00 
  1.5223e+02   1.4862e+02   2.2755e+02   3.4534e+02   4.4514e+02   6.4005e+02   7.5928e+02   7.8062e+02   7.8037e+02   7.5859e+02   6.9384e+02   6.0392e+02   5.0424e+02   3.7557e+02   3.2881e+02   3.1842e+02   3.0769e+02   2.9686e+02   2.0770e+02   1.4949e+02   1.1724e+02   9.0057e+01   7.6405e+01   6.6999e+01   7.3004e+01   6.2532e+01   6.4088e+01   8.3433e+01   1.5618e+02   2.4401e+02   2.8631e+02   2.5655e+02   1.9469e+02   1.3696e+02   1.1436e+02   1.1386e+02   1.8699e+02   1.8537e+02   1.8951e+02   2.2695e+02   2.5204e+02   1.3965e+02   5.1345e+01   1.0691e+01   2.0023e+00   1.8793e+00   2.1404e+00   6.2968e+00   3.7852e+00   1.9227e+00   7.2252e+00   8.5551e+00   2.6610e+00   1.4312e+00   1.6841e+00   1.7724e+00   1.7083e+00   1.5990e+00   2.0800e+00   3.0257e+00   2.6797e+00   2.3609e+00   1.8780e+00   1.8014e+00   1.7860e+00   1.6750e+00   1.4097e+00   1.7499e+00   1.6400e+00   1.7749e+00   1.6639e+00   1.8903e+00   1.7774e+00   1.7732e+00   1.7769e+00   1.5216e+00   1.4607e+00   1.6983e+00   1.6888e+00   1.6602e+00   1.7204e+00   1.8576e+00   1.3815e+00   1.7104e+00   1.9619e+00   2.0275e+00   5.2097e+00   1.3042e+01   8.0946e+00   2.2246e+00   1.7094e+00   1.9136e+00   1.6633e+00   1.6817e+00   2.0960e+00   2.4073e+00   2.0124e+00   2.1458e+00   2.3533e+00   2.2290e+00   3.6477e+00   9.9961e+00 
