ALO Lidar Data on 20190303

UT (hour) for each column
   0.0000    0.1000    0.2000    0.3000    0.4000    0.5000    0.6000    0.7000    0.8000    0.9000    1.0000    1.1000    1.2000    1.3000    1.4000    1.5000    1.6000    1.7000    1.8000    1.9000    2.0000    2.1000    2.2000    2.3000    2.4000    2.5000    2.6000    2.7000    2.8000    2.9000    3.0000    3.1000    3.2000    3.3000    3.4000    3.5000    3.6000    3.7000    3.8000    3.9000    4.0000    4.1000    4.2000    4.3000    4.4000    4.5000    4.6000    4.7000 
Altitudes (km) for each row
   80.000    80.500    81.000    81.500    82.000    82.500    83.000    83.500    84.000    84.500    85.000    85.500    86.000    86.500    87.000    87.500    88.000    88.500    89.000    89.500    90.000    90.500    91.000    91.500    92.000    92.500    93.000    93.500    94.000    94.500    95.000    95.500    96.000    96.500    97.000    97.500    98.000    98.500    99.000    99.500   100.000   100.500   101.000   101.500   102.000   102.500   103.000   103.500   104.000   104.500   105.000   105.500   106.000   106.500   107.000   107.500   108.000   108.500   109.000   109.500   110.000   110.500   111.000   111.500   112.000   112.500   113.000   113.500   114.000   114.500   115.000 

Na Density (cm^(-3))
  2.6280e+01   4.2300e+01   4.1992e+01   3.2771e+01   3.2956e+01   2.7756e+01   2.8019e+01   2.3724e+01   1.7555e+01   1.0297e+01   6.8590e+00   3.1148e+00   2.7832e+00   2.5260e+00   2.8574e+00   2.2153e+00   2.0139e+00   2.1827e+00   1.9263e+00   2.4447e+00   3.0336e+00   2.3511e+00   2.0147e+00   1.8282e+00   1.6093e+00   1.7116e+00   2.0880e+00   1.3646e+00   1.3397e+00   1.2968e+00   2.5445e+00   2.8906e+00   3.1823e+00   3.9575e+00   2.9160e+00   4.3186e+00   3.3171e+00   3.5155e+00   4.2393e+00   3.8458e+00   4.2100e+00   3.8457e+00   1.0586e+01   1.9768e+01   1.8678e+01   1.8570e+01   5.7774e+00   7.4797e+00 
  7.9892e+01   1.1173e+02   1.0216e+02   9.8036e+01   1.0396e+02   8.8568e+01   8.1518e+01   6.8000e+01   4.7224e+01   2.9837e+01   1.5542e+01   6.2385e+00   4.0980e+00   2.9139e+00   5.7534e+00   8.7788e+00   2.1627e+01   2.3822e+01   2.5782e+01   3.3613e+01   3.0858e+01   7.4653e+00   2.7767e+00   2.6639e+00   2.0248e+00   2.3331e+00   3.0805e+00   2.5388e+00   1.8005e+00   1.8788e+00   2.4646e+00   2.5606e+00   3.2937e+00   7.3706e+00   7.0133e+00   7.6330e+00   5.9939e+00   7.9482e+00   4.9385e+00   5.7711e+00   6.7490e+00   3.7871e+00   9.2086e+00   1.8713e+01   1.8374e+01   1.8083e+01   6.7360e+00   8.2249e+00 
  1.6917e+02   2.0291e+02   1.7605e+02   1.6557e+02   1.5920e+02   1.3812e+02   1.1669e+02   1.0017e+02   7.4335e+01   5.1216e+01   2.8447e+01   1.4286e+01   1.1518e+01   2.1627e+01   7.6608e+01   1.0504e+02   1.4483e+02   1.3052e+02   1.1219e+02   1.1124e+02   8.3993e+01   3.3545e+01   6.7513e+00   3.0310e+00   2.1761e+00   4.4982e+00   2.1825e+01   1.7962e+01   9.8983e+00   1.5203e+01   3.3694e+01   4.7873e+01   2.4087e+01   4.8597e+01   6.5855e+01   6.8670e+01   5.4399e+01   4.8499e+01   2.6923e+01   2.0947e+01   1.3904e+01   5.6672e+00   1.6115e+01   3.8355e+01   3.5151e+01   2.8283e+01   2.0251e+01   1.9411e+01 
  2.6079e+02   2.6537e+02   2.3260e+02   2.0766e+02   1.9364e+02   1.8595e+02   1.5761e+02   1.2548e+02   9.5915e+01   7.4071e+01   5.0941e+01   4.2282e+01   5.4775e+01   1.1105e+02   2.3240e+02   2.6838e+02   3.0509e+02   2.6473e+02   2.1904e+02   2.0313e+02   1.4839e+02   6.8904e+01   2.5281e+01   1.1938e+01   2.0799e+01   7.2168e+01   1.6841e+02   1.8265e+02   1.5596e+02   1.8283e+02   2.1748e+02   1.7992e+02   9.0063e+01   1.4086e+02   1.7091e+02   1.6001e+02   1.3278e+02   1.0454e+02   6.5036e+01   4.1331e+01   2.2042e+01   1.7255e+01   4.6504e+01   1.1718e+02   1.3268e+02   1.1129e+02   1.1023e+02   1.0937e+02 
  3.5730e+02   3.3919e+02   3.0572e+02   2.9456e+02   2.8935e+02   3.0158e+02   2.7125e+02   2.0067e+02   1.5050e+02   1.4820e+02   1.2426e+02   1.3698e+02   1.9494e+02   2.7795e+02   3.9168e+02   4.7426e+02   6.2043e+02   5.2495e+02   3.5269e+02   2.8633e+02   2.0545e+02   1.1711e+02   6.5333e+01   4.8886e+01   1.2735e+02   2.9342e+02   5.0742e+02   5.1884e+02   4.1893e+02   4.0977e+02   3.7870e+02   2.8254e+02   1.9368e+02   2.2420e+02   2.3274e+02   2.1705e+02   1.9118e+02   1.3859e+02   9.0509e+01   6.3904e+01   4.1164e+01   5.3491e+01   1.5268e+02   2.8226e+02   3.0712e+02   2.5810e+02   2.4761e+02   2.3943e+02 
