ALO Lidar Data on 20190311

UT (hour) for each column
  -0.3000   -0.2000   -0.1000    0.0000    0.1000    0.2000    0.3000    0.4000    0.5000    0.6000    0.7000    0.8000    0.9000    1.0000    1.1000    1.2000    1.3000    1.4000    1.5000    1.6000    1.7000    1.8000    1.9000    2.0000    2.1000    2.2000    2.3000    2.4000    2.5000    2.6000    2.7000    2.8000    2.9000    3.0000    3.1000    3.2000    3.3000    3.4000    3.5000    3.6000    3.7000    3.8000    3.9000    4.0000    4.1000    4.2000    4.3000    4.4000    4.5000    4.6000    4.7000    4.8000    4.9000    5.0000    5.1000    5.2000    5.3000    5.4000    5.5000    5.6000    5.7000    5.8000    5.9000    6.0000    6.1000    6.2000    6.3000    6.4000 
Altitudes (km) for each row
   80.000    80.500    81.000    81.500    82.000    82.500    83.000    83.500    84.000    84.500    85.000    85.500    86.000    86.500    87.000    87.500    88.000    88.500    89.000    89.500    90.000    90.500    91.000    91.500    92.000    92.500    93.000    93.500    94.000    94.500    95.000    95.500    96.000    96.500    97.000    97.500    98.000    98.500    99.000    99.500   100.000   100.500   101.000   101.500   102.000   102.500   103.000   103.500   104.000   104.500   105.000   105.500   106.000   106.500   107.000   107.500   108.000   108.500   109.000   109.500   110.000   110.500   111.000   111.500   112.000   112.500   113.000   113.500   114.000   114.500   115.000 

Na Density (cm^(-3))
  7.5993e+01   3.7019e+01   1.5006e+01   6.2489e+00   1.0877e+01   1.6579e+01   5.5671e+00   2.7288e+00   7.8295e+00   1.7993e+01   2.2766e+01   2.2026e+01   1.2927e+01   5.7170e+00   2.8710e+00   3.1144e+00   2.3041e+00   3.0776e+00   2.5709e+00   1.9166e+00   1.6471e+00   2.0351e+00   1.9504e+00   2.1034e+00   2.1598e+00   2.2217e+00   1.6441e+00   1.5478e+00  -9.9900e+02  -9.9900e+02   3.2322e+00   3.2149e+00   2.4567e+00   1.8017e+00   1.0829e+00   1.8295e+00   2.1005e+00   2.0359e+00   2.2280e+00   1.1263e+00   1.4463e+00   2.0966e+00   2.2851e+00   1.5094e+01   1.9639e+01   2.0365e+01   2.6026e+01   2.4651e+01   1.0964e+01   4.9358e+00   2.9666e+00   2.2410e+00   2.2936e+00   4.0730e+00   2.7650e+00   1.7986e+00   2.4986e+00   4.3710e+00   4.1447e+00   1.7316e+00   2.5713e+00   2.5138e+00   2.2445e+00   2.1280e+00   1.9738e+00   2.1944e+00   2.5414e+00   1.9703e+00 
  2.1205e+02   1.1723e+02   7.0829e+01   5.6193e+01   9.6775e+01   1.0422e+02   6.2778e+01   5.0317e+01   7.2325e+01   8.8155e+01   7.8359e+01   5.8732e+01   3.3431e+01   2.7883e+01   4.3741e+01   3.4861e+01   1.2880e+01   8.7174e+00   3.4943e+01   3.6267e+01   1.0187e+01   3.6038e+00   2.1040e+00   2.9373e+00   3.5829e+00   1.5352e+00   1.3626e+00   1.7556e+00   1.7103e+00   1.5175e+00   1.6564e+00   1.5839e+00   1.8541e+00   1.4676e+00   1.5349e+00   1.8960e+00   2.2162e+00   2.2930e+00   2.0827e+00   1.9045e+00   4.8450e+00   1.7011e+01   5.5323e+01   8.6217e+01   8.6179e+01   7.1186e+01   5.8020e+01   3.5846e+01   1.4627e+01   4.3830e+00   2.0751e+00   7.8587e+00   1.4062e+01   9.0262e+00   3.4168e+00   2.3028e+00   2.2177e+00   2.4867e+00   3.2223e+00   1.0682e+00   1.9721e+00   2.1050e+00   1.8493e+00  -9.9900e+02   1.2353e+00   1.2302e+00  -9.9900e+02  -9.9900e+02 
  4.2386e+02   2.8207e+02   2.2492e+02   1.9746e+02   2.2674e+02   2.1171e+02   1.6300e+02   1.4989e+02   1.7500e+02   1.9086e+02   1.5451e+02   1.3611e+02   1.3016e+02   1.6069e+02   1.8787e+02   1.4605e+02   8.6595e+01   9.9920e+01   1.5891e+02   1.4403e+02   8.5509e+01   2.9389e+01   1.5610e+01   2.8209e+01   1.9986e+01   2.1211e+00   2.4253e+00   5.1719e+00   3.4669e+00   2.1673e+00   2.4111e+00   1.8137e+00   2.0002e+00   2.6299e+00   3.5224e+00   7.1536e+00   8.9132e+00   9.2628e+00   1.8963e+01   7.1110e+01   1.1337e+02   1.6709e+02   2.3205e+02   2.3627e+02   1.7338e+02   1.1710e+02   8.8361e+01   3.5551e+01   9.4342e+00   2.9048e+00   1.2160e+01   5.2494e+01   5.3780e+01   1.6765e+01   2.5469e+00   2.0165e+00   2.3466e+00   2.7185e+00   2.2983e+00   2.9315e+00   1.9838e+00   1.5403e+00   1.4348e+00  -9.9900e+02   1.6235e+00   1.3050e+00   1.8126e+00   2.1262e+00 
  6.3266e+02   4.6840e+02   3.9719e+02   3.6149e+02   3.6376e+02   3.0052e+02   2.8133e+02   3.1950e+02   3.7180e+02   3.6338e+02   2.7642e+02   2.8903e+02   3.5506e+02   3.9382e+02   3.6877e+02   3.1725e+02   2.6388e+02   3.0164e+02   3.6406e+02   3.3974e+02   2.3792e+02   1.3300e+02   1.5077e+02   1.7205e+02   1.1478e+02   4.4116e+01   4.2629e+01   1.0300e+02   7.1265e+01   3.4075e+01   1.6018e+01   1.9417e+01   1.2078e+01   1.9749e+01   4.5848e+01   1.6704e+02   1.9421e+02   2.3285e+02   3.2308e+02   3.9050e+02   4.5362e+02   4.6513e+02   4.3581e+02   3.3995e+02   2.3667e+02   2.8546e+02   3.3163e+02   1.7610e+02   5.2685e+01   7.3479e+01   1.3095e+02   1.7490e+02   9.5063e+01   1.5793e+01   1.0614e+01   1.3996e+01   7.3788e+00   2.7893e+00   1.7918e+00   1.9228e+00   2.3375e+00   2.2543e+00   4.1262e+00   3.4316e+00   2.7866e+00   2.7826e+00   2.9871e+00   2.6880e+00 
  8.0881e+02   6.3872e+02   5.7275e+02   5.7560e+02   6.0099e+02   5.0754e+02   5.3966e+02   5.6879e+02   5.8613e+02   5.4222e+02   4.7382e+02   6.3714e+02   8.2809e+02   6.9217e+02   5.7940e+02   5.3453e+02   5.0817e+02   5.9220e+02   6.5478e+02   6.1680e+02   5.7707e+02   5.1121e+02   6.0218e+02   6.5677e+02   5.7762e+02   4.5455e+02   4.7633e+02   6.6214e+02   5.6348e+02   3.4713e+02   2.7496e+02   3.1176e+02   2.2496e+02   3.1203e+02   4.5981e+02   7.5373e+02   8.0539e+02   8.5307e+02   8.8427e+02   8.6588e+02   8.3888e+02   6.9852e+02   5.5757e+02   4.4929e+02   4.9200e+02   8.8071e+02   9.2261e+02   6.3097e+02   3.8575e+02   3.5535e+02   3.6251e+02   3.0635e+02   1.1433e+02   3.7732e+01   9.0111e+01   7.4006e+01   3.4385e+01   2.1975e+01   2.6204e+01   5.6530e+01   3.6651e+01   5.7804e+01   6.8591e+01   1.2840e+01   7.0671e+00   3.3955e+00   2.9467e+00   2.6613e+00 
