ALO Lidar Data on 20190202

UT (hour) for each column
   0.1000    0.2000    0.3000    0.4000    0.5000    0.6000    0.7000    0.8000    0.9000    1.0000    1.1000    1.2000    1.3000    1.4000    1.5000    1.6000    1.7000    1.8000    1.9000    2.0000    2.1000    2.2000    2.3000    2.4000    2.5000    2.6000    2.7000    2.8000    2.9000    3.0000    3.1000    3.2000    3.3000    3.4000    3.5000    3.6000    3.7000    3.8000    3.9000    4.0000    4.1000    4.2000    4.3000    4.4000    4.5000    4.6000    4.7000    4.8000    4.9000    5.0000    5.1000    5.2000    5.3000    5.4000    5.5000    5.6000    5.7000    5.8000    5.9000    6.0000    6.1000    6.2000    6.3000    6.4000    6.5000    6.6000    6.7000    6.8000    6.9000    7.0000    7.1000    7.2000    7.3000    7.4000    7.5000    7.6000    7.7000    7.8000    7.9000    8.0000    8.1000    8.2000    8.3000    8.4000    8.5000    8.6000    8.7000    8.8000    8.9000    9.0000    9.1000    9.2000    9.3000    9.4000    9.5000 
Altitudes (km) for each row
   80.000    80.500    81.000    81.500    82.000    82.500    83.000    83.500    84.000    84.500    85.000    85.500    86.000    86.500    87.000    87.500    88.000    88.500    89.000    89.500    90.000    90.500    91.000    91.500    92.000    92.500    93.000    93.500    94.000    94.500    95.000    95.500    96.000    96.500    97.000    97.500    98.000    98.500    99.000    99.500   100.000   100.500   101.000   101.500   102.000   102.500   103.000   103.500   104.000   104.500   105.000   105.500   106.000   106.500   107.000   107.500   108.000   108.500   109.000   109.500   110.000   110.500   111.000   111.500   112.000   112.500   113.000   113.500   114.000   114.500   115.000 

Na Density (cm^(-3))
  5.2034e+01   2.9766e+01   8.1630e+00   4.3180e+00   4.9728e+00  -9.9900e+02   1.4266e+00   1.3188e+00   1.0910e+00   9.9473e-01   9.3304e-01   8.8034e-01   7.6695e-01   7.1422e-01   6.6749e-01   7.5810e-01   6.7905e-01   5.2113e-01   5.6261e-01   5.4702e-01   5.5335e-01   6.1191e-01   6.1364e-01   6.5599e-01   6.6943e-01   6.5124e-01   6.4348e-01   6.1682e-01   5.5632e-01   5.2476e-01  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02   7.7854e-01   6.7623e-01   6.7010e-01   6.1509e-01   6.2654e-01   5.7587e-01   6.4297e-01   5.9701e-01   6.2361e-01   6.6557e-01   5.5562e-01   6.7411e-01   6.4260e-01   7.6866e-01   7.6883e-01   5.8188e-01   5.6450e-01   5.6322e-01   5.6341e-01   7.2510e-01   7.0723e-01   6.3201e-01   6.7235e-01   5.8898e-01   6.5033e-01   5.8782e-01   6.3069e-01   6.3292e-01   6.0140e-01   6.2688e-01   7.3046e-01   6.4557e-01   6.1796e-01   7.4352e-01   6.3259e-01   6.7061e-01   5.8519e-01   7.5053e-01   5.9959e-01   4.4134e-01   6.7964e-01   6.7328e-01   6.0870e-01   6.4030e-01   5.7395e-01   6.2018e-01   6.9669e-01   6.1531e-01   5.4613e-01   5.7024e-01   6.4832e-01   6.5272e-01   6.0000e-01   6.1774e-01   6.8345e-01   7.1708e-01   7.1224e-01   6.8404e-01   6.1800e-01   5.9356e-01   1.0767e+00 
  6.5854e+01   3.6829e+01   9.1925e+00   4.4540e+00   4.3366e+00  -9.9900e+02   1.4556e+00   1.3354e+00   1.1179e+00   9.6115e-01   8.4510e-01   8.2085e-01   7.9143e-01   7.0555e-01   6.8659e-01   7.1077e-01   6.7772e-01   6.3025e-01   5.1164e-01   5.5295e-01   6.1834e-01   6.9530e-01   7.1999e-01   6.7570e-01   6.6548e-01   6.5598e-01   6.5347e-01   5.7804e-01   5.1636e-01   4.4463e-01  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02   8.2439e-01   6.6235e-01   6.3550e-01   6.1745e-01   6.1375e-01   6.1599e-01   6.2746e-01   5.8631e-01   5.7083e-01   5.4727e-01   4.7641e-01   5.8772e-01   6.1206e-01   7.1515e-01   7.6853e-01   6.1354e-01   6.2734e-01   5.8387e-01   5.4451e-01   6.8969e-01   7.2878e-01   7.0604e-01   5.9645e-01   5.7744e-01   6.3329e-01   6.4658e-01   5.7699e-01   4.7576e-01   5.1359e-01   5.4753e-01   6.6396e-01   6.6631e-01   5.8387e-01   6.4281e-01   6.2183e-01   5.1138e-01   5.4404e-01   6.3289e-01   6.1109e-01   6.6665e-01   8.3404e-01   6.3084e-01   5.8252e-01   5.4855e-01   5.5360e-01   6.3274e-01   6.6830e-01   5.5138e-01   5.7602e-01   6.2150e-01   5.9158e-01   5.8602e-01   4.8287e-01   5.4378e-01   6.7290e-01   7.0123e-01   6.4788e-01   6.3704e-01   7.3715e-01   6.8221e-01   7.3719e-01 
  9.5397e+01   4.5726e+01   1.0218e+01   3.9980e+00   3.2507e+00  -9.9900e+02   1.5274e+00   1.3230e+00   1.0687e+00   8.8740e-01   7.4518e-01   7.2953e-01   8.1185e-01   6.8016e-01   6.6042e-01   6.5739e-01   7.1365e-01   8.1978e-01   3.8187e+00   2.9613e+00   7.6309e-01   7.7514e-01   7.9082e-01   6.6286e-01   6.3608e-01   6.3595e-01   5.7512e-01   4.6156e-01   5.0072e-01   4.1177e-01  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02   1.3098e+00   8.4480e-01   6.8034e-01   7.4785e-01   6.4303e-01   5.7662e-01   5.6377e-01   6.3464e-01   6.6158e-01   5.7054e-01   5.6808e-01   6.7335e-01   4.9843e-01   5.7910e-01   6.1351e-01   6.3529e-01   7.5614e-01   7.4030e-01   6.8381e-01   6.9931e-01   7.5098e-01   7.1789e-01   6.1177e-01   6.1941e-01   5.6659e-01   7.1259e-01   5.6410e-01   5.3548e-01   6.2280e-01   6.3173e-01   5.8410e-01   5.5128e-01   6.3552e-01   7.2439e-01   7.3040e-01   5.0907e-01   5.5287e-01   7.7773e-01   7.5163e-01   7.7908e-01   8.7327e-01   6.1211e-01   5.9923e-01   6.5843e-01   6.1707e-01   6.8175e-01   5.7384e-01   5.4344e-01   5.3270e-01   6.0153e-01   6.3804e-01   5.9406e-01   5.6520e-01   5.5707e-01   7.0743e-01   6.7624e-01   6.1855e-01   6.7808e-01   7.0672e-01   9.0559e-01   9.1939e-01 
  1.2265e+02   6.3027e+01   1.6406e+01   4.6246e+00   4.2536e+00  -9.9900e+02   1.5866e+00   1.2804e+00   1.0093e+00   7.9094e-01   6.7867e-01   6.8506e-01   7.7212e-01   6.7651e-01   8.9477e-01   1.0204e+00   1.9270e+00   4.3752e+01   1.0729e+02   6.3602e+01   8.4265e+00   1.9402e+00   9.6782e-01   6.6361e-01   6.4652e-01   6.8733e-01   6.1284e-01   5.1404e-01   4.6431e-01   4.5476e-01  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02   1.5060e+00   5.6755e+00   1.8072e+01   7.7844e+00   1.1853e+00   1.4150e+00   3.8652e+00   6.7076e+00   1.6814e+00   6.4433e-01   6.1556e-01   6.4981e-01   4.5033e-01   4.6184e-01   4.8408e-01   5.9552e-01   6.5612e-01   6.8586e-01   7.1348e-01   8.2746e-01   7.2185e-01   6.4779e-01   6.6845e-01   6.5010e-01   6.5805e-01   7.0066e-01   5.5442e-01   5.6641e-01   7.4177e-01   7.2565e-01   5.7673e-01   5.1236e-01   5.4629e-01   6.7559e-01   7.0952e-01   5.7668e-01   5.5877e-01   6.0792e-01   6.5196e-01   7.2224e-01   6.7220e-01   6.2306e-01   6.4500e-01   6.1993e-01   6.2164e-01   5.9669e-01   6.2898e-01   5.9365e-01   7.4254e-01   6.5807e-01   6.0749e-01   5.5626e-01   6.6315e-01   7.1979e-01   7.8138e-01   8.0694e-01   5.7454e-01   6.1089e-01   6.1514e-01   6.1998e-01   7.7384e-01 
  1.5991e+02   9.0090e+01   2.3080e+01   6.1844e+00   4.9387e+00  -9.9900e+02   1.4994e+00   8.8318e+00   1.7959e+01   3.2107e+00   1.4677e+01   2.5025e+01   8.3796e+00   7.3375e+00   1.5080e+01   8.3508e+00   4.2486e+01   2.7377e+02   3.7832e+02   2.0891e+02   6.9606e+01   3.0851e+01   3.5080e+01   4.5881e+01   9.5423e+00   4.8773e+00   4.2270e+00   8.0274e-01   5.9575e-01   5.1942e-01  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02   6.3772e+01   1.2083e+02   1.4743e+02   5.8289e+01   8.2880e+01   1.1639e+02   1.6786e+02   1.4127e+02   3.4064e+01   5.7286e+00   1.1812e+00   6.6278e-01   4.8795e-01   5.9266e-01   5.0530e-01   6.4779e-01   6.1347e-01   5.3287e-01   6.0862e-01   6.1251e-01   5.1506e-01   5.6328e-01   6.7172e-01   4.9251e-01   6.2742e-01   6.7680e-01   6.8616e-01   6.3015e-01   6.5652e-01   6.3806e-01   6.2279e-01   5.8559e-01   5.0584e-01   5.5914e-01   5.4607e-01   6.5651e-01   6.2055e-01   5.8005e-01   5.1954e-01   6.1322e-01   5.5105e-01   5.6320e-01   6.0280e-01   4.9731e-01   6.6348e-01   5.9145e-01   5.4786e-01   5.4575e-01   7.3815e-01   6.2337e-01   5.8739e-01   5.7383e-01   7.4781e-01   7.4727e-01   7.3241e-01   8.3101e-01   7.1390e-01   5.0866e-01   4.7634e-01   4.5363e-01   7.0928e-01 
