He,O,N2,O2,Ar,TotMassDen,Tn,alt_km,lat,lon,hour,TotNumDen,potential_temperature
218418060000000.0,4.5152929e+17,2.6413471e+19,6.274633e+18,2.9180911e+17,1.592377e-06,186.81,94.5,-31.17,-70.81,2016-11-05 00:00:00,3.343166081806e+19,38114.61809067206
203498080000000.0,4.6468591e+17,2.4206078e+19,5.7137623e+18,2.6576237e+17,1.4586037e-06,186.81,95.0,-31.17,-70.81,2016-11-05 00:00:00,3.0650492078079996e+19,37623.58766124853
189758790000000.0,4.7540728e+17,2.217771e+19,5.2001754e+18,2.4187557e+17,1.335742e-06,186.88,95.5,-31.17,-70.81,2016-11-05 00:00:00,2.809535800879e+19,38717.171144908374
177104490000000.0,4.836628e+17,2.03143e+19,4.7301199e+18,2.199808e+17,1.2229267e-06,187.02,96.0,-31.17,-70.81,2016-11-05 00:00:00,2.574824060449e+19,40716.06745625011
165446890000000.0,4.8946691e+17,1.8602892e+19,4.3001281e+18,1.9992305e+17,1.1193614e-06,187.23,96.5,-31.17,-70.81,2016-11-05 00:00:00,2.359257550689e+19,41176.1964111911
154704570000000.0,4.9287643e+17,1.7031547e+19,3.9070065e+18,1.8155931e+17,1.0243139e-06,187.52,97.0,-31.17,-70.81,2016-11-05 00:00:00,2.161314394457e+19,42860.45039571189
144802340000000.0,4.9398367e+17,1.5589233e+19,3.5478054e+18,1.6475739e+17,9.3710804e-07,187.91,97.5,-31.17,-70.81,2016-11-05 00:00:00,1.979592426234e+19,44188.17300253094
135670590000000.0,4.9291031e+17,1.4265761e+19,3.2197939e+18,1.4939499e+17,8.5712054e-07,188.38,98.0,-31.17,-70.81,2016-11-05 00:00:00,1.812799587059e+19,44413.98468538182
127245490000000.0,4.8980357e+17,1.3051748e+19,2.920459e+18,1.353593e+17,7.8377798e-07,188.96,98.5,-31.17,-70.81,2016-11-05 00:00:00,1.659749711549e+19,46252.6858508944
119467590000000.0,4.8482594e+17,1.1938481e+19,2.6474648e+18,1.2254538e+17,7.165487e-07,189.65,99.0,-31.17,-70.81,2016-11-05 00:00:00,1.519343658759e+19,47798.46949951792
112282320000000.0,4.7815294e+17,1.0917934e+19,2.3986597e+18,1.1085638e+17,6.5494373e-07,190.46,99.5,-31.17,-70.81,2016-11-05 00:00:00,1.390571530232e+19,48263.220510495834
105639370000000.0,4.6996666e+17,9.9826915e+18,2.1720543e+18,1.0020253e+17,5.9851152e-07,191.4,100.0,-31.17,-70.81,2016-11-05 00:00:00,1.272502062937e+19,49672.715813567826
99493035000000.0,4.6045451e+17,9.1259844e+18,1.9658262e+18,9.0501549e+16,5.4684006e-07,192.47,100.5,-31.17,-70.81,2016-11-05 00:00:00,1.1642866152035e+19,51371.182263786715
93803956000000.0,4.4981852e+17,8.3418402e+18,1.7783527e+18,8.1680082e+16,4.9956628e-07,193.68,101.0,-31.17,-70.81,2016-11-05 00:00:00,1.0651785305956e+19,51595.8074903048
88535869000000.0,4.3825592e+17,7.6246986e+18,1.6081196e+18,7.3669418e+16,4.5635167e-07,195.02,101.5,-31.17,-70.81,2016-11-05 00:00:00,9.744832073869e+18,54237.05961901676
83654781000000.0,4.2595122e+17,6.9692962e+18,1.4537007e+18,6.6404494e+16,4.1687662e-07,196.5,102.0,-31.17,-70.81,2016-11-05 00:00:00,8.915436268781e+18,55777.14116148395
79129009000000.0,4.1307556e+17,6.3706935e+18,1.313759e+18,5.9824037e+16,3.8084085e-07,198.11,102.5,-31.17,-70.81,2016-11-05 00:00:00,8.157431226009e+18,56180.095861429516
74929093000000.0,3.9978384e+17,5.8242527e+18,1.1870454e+18,5.387043e+16,3.4796287e-07,199.86,103.0,-31.17,-70.81,2016-11-05 00:00:00,7.465027299093e+18,57350.550052121616
71027804000000.0,3.8621549e+17,5.3256495e+18,1.0723975e+18,4.8489824e+16,3.1798007e-07,201.75,103.5,-31.17,-70.81,2016-11-05 00:00:00,6.832823341804e+18,59455.53230284131
67400070000000.0,3.7249399e+17,4.8708585e+18,9.6873764e+17,4.3631989e+16,2.9064793e-07,203.78,104.0,-31.17,-70.81,2016-11-05 00:00:00,6.255789519069999e+18,61069.50280839326
64022985000000.0,3.5872797e+17,4.4561554e+18,8.7507182e+17,3.9250413e+16,2.6574045e-07,205.94,104.5,-31.17,-70.81,2016-11-05 00:00:00,5.729269625984999e+18,63657.44142032107
60875512000000.0,3.4501112e+17,4.0780925e+18,7.9048261e+17,3.530188e+16,2.4304813e-07,208.24,105.0,-31.17,-70.81,2016-11-05 00:00:00,5.248948985512e+18,63951.46902166097
57938501000000.0,3.3142318e+17,3.7334835e+18,7.1412669e+17,3.1746526e+16,2.2237769e-07,210.69,105.5,-31.17,-70.81,2016-11-05 00:00:00,4.810837834501e+18,64197.97320916688
55194549000000.0,3.1803171e+17,3.4194003e+18,6.452317e+17,2.8547615e+16,2.0355135e-07,213.27,106.0,-31.17,-70.81,2016-11-05 00:00:00,4.411266519549e+18,68324.25621320163
52627832000000.0,3.0489231e+17,3.1331494e+18,5.8308985e+17,2.5671374e+16,1.8640542e-07,216.0,106.5,-31.17,-70.81,2016-11-05 00:00:00,4.046855561832e+18,68962.95524140989
50224047000000.0,2.9205059e+17,2.8722608e+18,5.2705543e+17,2.3086856e+16,1.7079006e-07,218.88,107.0,-31.17,-70.81,2016-11-05 00:00:00,3.714503900047e+18,70521.29574893239
47970238000000.0,2.7954283e+17,2.6344749e+18,4.7653982e+17,2.0765748e+16,1.5656803e-07,221.91,107.5,-31.17,-70.81,2016-11-05 00:00:00,3.411371268238e+18,72769.83969996357
45854677000000.0,2.6739707e+17,2.4177183e+18,4.3100725e+17,1.8682163e+16,1.4361353e-07,225.08,108.0,-31.17,-70.81,2016-11-05 00:00:00,3.134850637677e+18,75772.88996831552
43866774000000.0,2.5563474e+17,2.2201038e+18,3.8997125e+17,1.6812569e+16,1.3181204e-07,228.41,108.5,-31.17,-70.81,2016-11-05 00:00:00,2.882566225774e+18,75830.20798123998
41996991000000.0,2.4427073e+17,2.0399043e+18,3.5298996e+17,1.513553e+16,1.210587e-07,231.9,109.0,-31.17,-70.81,2016-11-05 00:00:00,2.652342516991e+18,77709.64705345973
40236667000000.0,2.333148e+17,1.8755472e+18,3.1966332e+17,1.3631597e+16,1.1125822e-07,235.53,109.5,-31.17,-70.81,2016-11-05 00:00:00,2.442197153667e+18,81587.54989676045
38577988000000.0,2.2277272e+17,1.725601e+18,2.8962933e+17,1.2283159e+16,1.0232377e-07,239.33,110.0,-31.17,-70.81,2016-11-05 00:00:00,2.250324786988e+18,83493.32154375844
37013873000000.0,2.1264594e+17,1.5887605e+18,2.6256046e+17,1.1074267e+16,9.4176279e-08,243.28,110.5,-31.17,-70.81,2016-11-05 00:00:00,2.075078180873e+18,83617.37219359737
35537860000000.0,2.0293293e+17,1.4638371e+18,2.3816066e+17,9990515900000000.0,8.6743782e-08,247.4,111.0,-31.17,-70.81,2016-11-05 00:00:00,1.91495674376e+18,85142.77472003934
34144111000000.0,1.936296e+17,1.3497526e+18,2.1616306e+17,9018917000000000.0,7.9961005e-08,251.67,111.5,-31.17,-70.81,2016-11-05 00:00:00,1.768598321111e+18,87359.29086338212
32827293000000.0,1.8472979e+17,1.245525e+18,1.9632691e+17,8147775800000000.0,7.3768582e-08,256.11,112.0,-31.17,-70.81,2016-11-05 00:00:00,1.634762303093e+18,89273.2495774583
31582532000000.0,1.762257e+17,1.1502647e+18,1.7843555e+17,7366581300000000.0,6.8112733e-08,260.71,112.5,-31.17,-70.81,2016-11-05 00:00:00,1.512324113832e+18,93774.83579203226
30405403000000.0,1.681084e+17,1.0631635e+18,1.6229381e+17,6665894500000000.0,6.2944693e-08,265.46,113.0,-31.17,-70.81,2016-11-05 00:00:00,1.400262009903e+18,96215.7750310551
29291836000000.0,1.6036781e+17,9.8348745e+17,1.4772605e+17,6037236300000000.0,5.8220181e-08,270.38,113.5,-31.17,-70.81,2016-11-05 00:00:00,1.297647838136e+18,97169.44741207935
28238091000000.0,1.5299321e+17,9.1057134e+17,1.3457445e+17,5473021500000000.0,5.3899079e-08,275.45,114.0,-31.17,-70.81,2016-11-05 00:00:00,1.203640259591e+18,98468.43996318773
27240734000000.0,1.4597348e+17,8.4381181e+17,1.226971e+17,4966454800000000.0,4.994509e-08,280.68,114.5,-31.17,-70.81,2016-11-05 00:00:00,1.117476085534e+18,101259.91602825026
26296613000000.0,1.3929702e+17,7.8266069e+17,1.1196641e+17,4511449800000000.0,4.6325223e-08,286.06,115.0,-31.17,-70.81,2016-11-05 00:00:00,1.038461866413e+18,103697.18696020206
2090513700000000.0,3280030600000000.0,3.055559e+20,7.9769041e+19,3.6260145e+18,1.8680439e-05,197.17,80.0,-31.17,-70.81,2016-11-05 00:00:00,3.889563260443e+20,18586.056789325423
1930476000000000.0,4609882900000000.0,2.8169338e+20,7.3435458e+19,3.34063e+18,1.7215953e-05,196.59,80.5,-31.17,-70.81,2016-11-05 00:00:00,3.5847600835889994e+20,19080.657793582
1782391600000000.0,6393058800000000.0,2.5961234e+20,6.7578179e+19,3.0765592e+18,1.5860998e-05,196.04,81.0,-31.17,-70.81,2016-11-05 00:00:00,3.302752536504e+20,19405.96332363309
1645430800000000.0,8747282300000000.0,2.3918908e+20,6.2164048e+19,2.8323246e+18,1.4607972e-05,195.5,81.5,-31.17,-70.81,2016-11-05 00:00:00,3.041958453131e+20,19910.54834220417
1518820400000000.0,1.1807244e+16,2.2030832e+20,5.7162127e+19,2.6065471e+18,1.344978e-05,194.98,82.0,-31.17,-70.81,2016-11-05 00:00:00,2.800903201644e+20,20202.920413986412
1401832900000000.0,1.5722611e+16,2.0286174e+20,5.2543374e+19,2.3979301e+18,1.2379767e-05,194.48,82.5,-31.17,-70.81,2016-11-05 00:00:00,2.578201685439e+20,20963.867894999443
1293781300000000.0,2.0654429e+16,1.8674712e+20,4.8280356e+19,2.2052523e+18,1.1391645e-05,194.0,83.0,-31.17,-70.81,2016-11-05 00:00:00,2.372546765103e+20,21367.701568310822
1194025100000000.0,2.6769951e+16,1.7186892e+20,4.4347469e+19,2.0273704e+18,1.0479542e-05,193.54,83.5,-31.17,-70.81,2016-11-05 00:00:00,2.182717233761e+20,21959.934363064294
1101964400000000.0,3.4235914e+16,1.5813785e+20,4.0720778e+19,1.8632176e+18,9.6379699e-06,193.09,84.0,-31.17,-70.81,2016-11-05 00:00:00,2.007571834784e+20,22219.788927032743
1017037700000000.0,4.3210206e+16,1.4547034e+20,3.7377885e+19,1.7117934e+18,8.8617926e-06,192.65,84.5,-31.17,-70.81,2016-11-05 00:00:00,1.846042456437e+20,22818.37612683566
938721610000000.0,5.3833026e+16,1.3378842e+20,3.4297873e+19,1.572166e+18,8.1462158e-06,192.23,85.0,-31.17,-70.81,2016-11-05 00:00:00,1.6971323074761002e+20,23229.908370651257
866524820000000.0,6.6217169e+16,1.2301892e+20,3.1461164e+19,1.4434604e+18,7.4867462e-06,191.83,85.5,-31.17,-70.81,2016-11-05 00:00:00,1.5599062809382e+20,24155.73111382948
799993020000000.0,8.0438948e+16,1.1309412e+20,2.8849615e+19,1.3248671e+18,6.8792187e-06,191.44,86.0,-31.17,-70.81,2016-11-05 00:00:00,1.4334984104102e+20,24815.46153394325
738700020000000.0,9.6530086e+16,1.0395069e+20,2.6446254e+19,1.2156286e+18,6.3197399e-06,191.06,86.5,-31.17,-70.81,2016-11-05 00:00:00,1.3170984138602e+20,25037.83758197588
682250920000000.0,1.1447081e+17,9.5529748e+19,2.4235319e+19,1.1150412e+18,5.8046858e-06,190.69,87.0,-31.17,-70.81,2016-11-05 00:00:00,1.2099526126092e+20,26278.978246190854
630277120000000.0,1.3418559e+17,8.7776476e+19,2.2202144e+19,1.0224497e+18,5.3306876e-06,190.33,87.5,-31.17,-70.81,2016-11-05 00:00:00,1.1113588556712e+20,26086.23852473687
582436020000000.0,1.5554136e+17,8.0639819e+19,2.0333057e+19,9.3724337e+17,4.8945985e-06,189.98,88.0,-31.17,-70.81,2016-11-05 00:00:00,1.0206624316602e+20,27028.00730685153
538410490000000.0,1.7834934e+17,7.4072603e+19,1.8615442e+19,8.5885856e+17,4.4935155e-06,189.64,88.5,-31.17,-70.81,2016-11-05 00:00:00,9.372579131049e+19,28362.033128313382
497904720000000.0,2.0236816e+17,6.8030853e+19,1.7037537e+19,7.8676984e+17,4.1247276e-06,189.31,89.0,-31.17,-70.81,2016-11-05 00:00:00,8.605802590471999e+19,28265.352324154283
460645610000000.0,2.2731118e+17,6.2473859e+19,1.5588458e+19,7.2049025e+17,3.7857246e-06,188.99,89.5,-31.17,-70.81,2016-11-05 00:00:00,7.901057907561002e+19,29160.229339333837
426378950000000.0,2.5285548e+17,5.736387e+19,1.4258105e+19,6.5956919e+17,3.4741772e-06,188.67,90.0,-31.17,-70.81,2016-11-05 00:00:00,7.253482604894999e+19,30318.149844143853
394868020000000.0,2.7865117e+17,5.2665688e+19,1.303708e+19,6.0358536e+17,3.1879122e-06,188.36,90.5,-31.17,-70.81,2016-11-05 00:00:00,6.658539939802e+19,30800.859089782596
365886350000000.0,3.0432778e+17,4.8345689e+19,1.191643e+19,5.5213811e+17,2.9248558e-06,188.06,91.0,-31.17,-70.81,2016-11-05 00:00:00,6.111895077634999e+19,31319.085256855567
339224940000000.0,3.2950838e+17,4.4372916e+19,1.0887905e+19,5.0485781e+17,2.6830953e-06,187.79,91.5,-31.17,-70.81,2016-11-05 00:00:00,5.609552641494e+19,32160.001528470806
314694400000000.0,3.5382604e+17,4.0719322e+19,9.9440425e+18,4.6140995e+17,2.4608992e-06,187.53,92.0,-31.17,-70.81,2016-11-05 00:00:00,5.147891518439999e+19,32948.67843719284
292120930000000.0,3.7693286e+17,3.735921e+19,9.0779924e+18,4.2148799e+17,2.2566794e-06,187.3,92.5,-31.17,-70.81,2016-11-05 00:00:00,4.723591537093e+19,33720.649543529464
271346170000000.0,3.985118e+17,3.4269172e+19,8.2835188e+18,3.8481265e+17,2.0689895e-06,187.11,93.0,-31.17,-70.81,2016-11-05 00:00:00,4.333628659617e+19,34918.17949108077
252224400000000.0,4.1828439e+17,3.1427684e+19,7.5548862e+18,3.5112735e+17,1.8965005e-06,186.96,93.5,-31.17,-70.81,2016-11-05 00:00:00,3.9752234164400005e+19,36021.512751892304
234622570000000.0,4.3601804e+17,2.8815139e+19,6.8868664e+18,3.2019802e+17,1.7380015e-06,186.86,94.0,-31.17,-70.81,2016-11-05 00:00:00,3.645845608257e+19,37176.61878768569
218418060000000.0,4.5152929e+17,2.6413471e+19,6.274633e+18,2.9180911e+17,1.592377e-06,186.81,94.5,-31.17,-70.81,2016-11-05 00:00:00,3.343166081806e+19,37943.60386798113
203498080000000.0,4.6468591e+17,2.4206078e+19,5.7137623e+18,2.6576237e+17,1.4586037e-06,186.81,95.0,-31.17,-70.81,2016-11-05 00:00:00,3.0650492078079996e+19,38213.03127121538
189758790000000.0,4.7540728e+17,2.217771e+19,5.2001754e+18,2.4187557e+17,1.335742e-06,186.88,95.5,-31.17,-70.81,2016-11-05 00:00:00,2.809535800879e+19,38453.76450866039
177104490000000.0,4.836628e+17,2.03143e+19,4.7301199e+18,2.199808e+17,1.2229267e-06,187.02,96.0,-31.17,-70.81,2016-11-05 00:00:00,2.574824060449e+19,40235.709164588174
165446890000000.0,4.8946691e+17,1.8602892e+19,4.3001281e+18,1.9992305e+17,1.1193614e-06,187.23,96.5,-31.17,-70.81,2016-11-05 00:00:00,2.359257550689e+19,41824.90572243525
154704570000000.0,4.9287643e+17,1.7031547e+19,3.9070065e+18,1.8155931e+17,1.0243139e-06,187.52,97.0,-31.17,-70.81,2016-11-05 00:00:00,2.161314394457e+19,42669.54469733702
144802340000000.0,4.9398367e+17,1.5589233e+19,3.5478054e+18,1.6475739e+17,9.3710804e-07,187.91,97.5,-31.17,-70.81,2016-11-05 00:00:00,1.979592426234e+19,44391.51808854222
135670590000000.0,4.9291031e+17,1.4265761e+19,3.2197939e+18,1.4939499e+17,8.5712054e-07,188.38,98.0,-31.17,-70.81,2016-11-05 00:00:00,1.812799587059e+19,45293.184997190685
127245490000000.0,4.8980357e+17,1.3051748e+19,2.920459e+18,1.353593e+17,7.8377798e-07,188.96,98.5,-31.17,-70.81,2016-11-05 00:00:00,1.659749711549e+19,45748.09225882719
119467590000000.0,4.8482594e+17,1.1938481e+19,2.6474648e+18,1.2254538e+17,7.165487e-07,189.65,99.0,-31.17,-70.81,2016-11-05 00:00:00,1.519343658759e+19,47303.50589071514
112282320000000.0,4.7815294e+17,1.0917934e+19,2.3986597e+18,1.1085638e+17,6.5494373e-07,190.46,99.5,-31.17,-70.81,2016-11-05 00:00:00,1.390571530232e+19,48305.61726256072
105639370000000.0,4.6996666e+17,9.9826915e+18,2.1720543e+18,1.0020253e+17,5.9851152e-07,191.4,100.0,-31.17,-70.81,2016-11-05 00:00:00,1.272502062937e+19,49999.00069418168
99493035000000.0,4.6045451e+17,9.1259844e+18,1.9658262e+18,9.0501549e+16,5.4684006e-07,192.47,100.5,-31.17,-70.81,2016-11-05 00:00:00,1.1642866152035e+19,50116.987764160025
93803956000000.0,4.4981852e+17,8.3418402e+18,1.7783527e+18,8.1680082e+16,4.9956628e-07,193.68,101.0,-31.17,-70.81,2016-11-05 00:00:00,1.0651785305956e+19,51418.01849101864
88535869000000.0,4.3825592e+17,7.6246986e+18,1.6081196e+18,7.3669418e+16,4.5635167e-07,195.02,101.5,-31.17,-70.81,2016-11-05 00:00:00,9.744832073869e+18,54740.94336429215
83654781000000.0,4.2595122e+17,6.9692962e+18,1.4537007e+18,6.6404494e+16,4.1687662e-07,196.5,102.0,-31.17,-70.81,2016-11-05 00:00:00,8.915436268781e+18,55240.74056333918
79129009000000.0,4.1307556e+17,6.3706935e+18,1.313759e+18,5.9824037e+16,3.8084085e-07,198.11,102.5,-31.17,-70.81,2016-11-05 00:00:00,8.157431226009e+18,55663.94242104549
74929093000000.0,3.9978384e+17,5.8242527e+18,1.1870454e+18,5.387043e+16,3.4796287e-07,199.86,103.0,-31.17,-70.81,2016-11-05 00:00:00,7.465027299093e+18,57526.06068423969
71027804000000.0,3.8621549e+17,5.3256495e+18,1.0723975e+18,4.8489824e+16,3.1798007e-07,201.75,103.5,-31.17,-70.81,2016-11-05 00:00:00,6.832823341804e+18,60233.745966000504
67400070000000.0,3.7249399e+17,4.8708585e+18,9.6873764e+17,4.3631989e+16,2.9064793e-07,203.78,104.0,-31.17,-70.81,2016-11-05 00:00:00,6.255789519069999e+18,61850.00616330059
64022985000000.0,3.5872797e+17,4.4561554e+18,8.7507182e+17,3.9250413e+16,2.6574045e-07,205.94,104.5,-31.17,-70.81,2016-11-05 00:00:00,5.729269625984999e+18,62473.3533597641
60875512000000.0,3.4501112e+17,4.0780925e+18,7.9048261e+17,3.530188e+16,2.4304813e-07,208.24,105.0,-31.17,-70.81,2016-11-05 00:00:00,5.248948985512e+18,63469.398426387794
57938501000000.0,3.3142318e+17,3.7334835e+18,7.1412669e+17,3.1746526e+16,2.2237769e-07,210.69,105.5,-31.17,-70.81,2016-11-05 00:00:00,4.810837834501e+18,66201.4331411233
55194549000000.0,3.1803171e+17,3.4194003e+18,6.452317e+17,2.8547615e+16,2.0355135e-07,213.27,106.0,-31.17,-70.81,2016-11-05 00:00:00,4.411266519549e+18,67541.53922827404
52627832000000.0,3.0489231e+17,3.1331494e+18,5.8308985e+17,2.5671374e+16,1.8640542e-07,216.0,106.5,-31.17,-70.81,2016-11-05 00:00:00,4.046855561832e+18,68682.7119444361
50224047000000.0,2.9205059e+17,2.8722608e+18,5.2705543e+17,2.3086856e+16,1.7079006e-07,218.88,107.0,-31.17,-70.81,2016-11-05 00:00:00,3.714503900047e+18,70442.76491413786
47970238000000.0,2.7954283e+17,2.6344749e+18,4.7653982e+17,2.0765748e+16,1.5656803e-07,221.91,107.5,-31.17,-70.81,2016-11-05 00:00:00,3.411371268238e+18,72999.0039866378
45854677000000.0,2.6739707e+17,2.4177183e+18,4.3100725e+17,1.8682163e+16,1.4361353e-07,225.08,108.0,-31.17,-70.81,2016-11-05 00:00:00,3.134850637677e+18,74045.25528633762
43866774000000.0,2.5563474e+17,2.2201038e+18,3.8997125e+17,1.6812569e+16,1.3181204e-07,228.41,108.5,-31.17,-70.81,2016-11-05 00:00:00,2.882566225774e+18,75222.86338464738
41996991000000.0,2.4427073e+17,2.0399043e+18,3.5298996e+17,1.513553e+16,1.210587e-07,231.9,109.0,-31.17,-70.81,2016-11-05 00:00:00,2.652342516991e+18,81249.21876030738
40236667000000.0,2.333148e+17,1.8755472e+18,3.1966332e+17,1.3631597e+16,1.1125822e-07,235.53,109.5,-31.17,-70.81,2016-11-05 00:00:00,2.442197153667e+18,81561.82759648422
38577988000000.0,2.2277272e+17,1.725601e+18,2.8962933e+17,1.2283159e+16,1.0232377e-07,239.33,110.0,-31.17,-70.81,2016-11-05 00:00:00,2.250324786988e+18,81981.03768103094
37013873000000.0,2.1264594e+17,1.5887605e+18,2.6256046e+17,1.1074267e+16,9.4176279e-08,243.28,110.5,-31.17,-70.81,2016-11-05 00:00:00,2.075078180873e+18,84315.18899294136
35537860000000.0,2.0293293e+17,1.4638371e+18,2.3816066e+17,9990515900000000.0,8.6743782e-08,247.4,111.0,-31.17,-70.81,2016-11-05 00:00:00,1.91495674376e+18,84839.98049618209
34144111000000.0,1.936296e+17,1.3497526e+18,2.1616306e+17,9018917000000000.0,7.9961005e-08,251.67,111.5,-31.17,-70.81,2016-11-05 00:00:00,1.768598321111e+18,88945.50480759841
32827293000000.0,1.8472979e+17,1.245525e+18,1.9632691e+17,8147775800000000.0,7.3768582e-08,256.11,112.0,-31.17,-70.81,2016-11-05 00:00:00,1.634762303093e+18,90095.34532152842
31582532000000.0,1.762257e+17,1.1502647e+18,1.7843555e+17,7366581300000000.0,6.8112733e-08,260.71,112.5,-31.17,-70.81,2016-11-05 00:00:00,1.512324113832e+18,92182.36629347318
30405403000000.0,1.681084e+17,1.0631635e+18,1.6229381e+17,6665894500000000.0,6.2944693e-08,265.46,113.0,-31.17,-70.81,2016-11-05 00:00:00,1.400262009903e+18,94732.79439876672
29291836000000.0,1.6036781e+17,9.8348745e+17,1.4772605e+17,6037236300000000.0,5.8220181e-08,270.38,113.5,-31.17,-70.81,2016-11-05 00:00:00,1.297647838136e+18,95772.7439922096
28238091000000.0,1.5299321e+17,9.1057134e+17,1.3457445e+17,5473021500000000.0,5.3899079e-08,275.45,114.0,-31.17,-70.81,2016-11-05 00:00:00,1.203640259591e+18,97438.76494389209
27240734000000.0,1.4597348e+17,8.4381181e+17,1.226971e+17,4966454800000000.0,4.994509e-08,280.68,114.5,-31.17,-70.81,2016-11-05 00:00:00,1.117476085534e+18,101544.09919574264
26296613000000.0,1.3929702e+17,7.8266069e+17,1.1196641e+17,4511449800000000.0,4.6325223e-08,286.06,115.0,-31.17,-70.81,2016-11-05 00:00:00,1.038461866413e+18,102569.48434185931
2090513700000000.0,3280030600000000.0,3.055559e+20,7.9769041e+19,3.6260145e+18,1.8680439e-05,197.17,80.0,-31.17,-70.81,2016-11-05 00:00:00,3.889563260443e+20,18801.044274823795
1930476000000000.0,4609882900000000.0,2.8169338e+20,7.3435458e+19,3.34063e+18,1.7215953e-05,196.59,80.5,-31.17,-70.81,2016-11-05 00:00:00,3.5847600835889994e+20,18825.630115440497
1782391600000000.0,6393058800000000.0,2.5961234e+20,6.7578179e+19,3.0765592e+18,1.5860998e-05,196.04,81.0,-31.17,-70.81,2016-11-05 00:00:00,3.302752536504e+20,19604.00880231277
1645430800000000.0,8747282300000000.0,2.3918908e+20,6.2164048e+19,2.8323246e+18,1.4607972e-05,195.5,81.5,-31.17,-70.81,2016-11-05 00:00:00,3.041958453131e+20,19642.081149663394
1518820400000000.0,1.1807244e+16,2.2030832e+20,5.7162127e+19,2.6065471e+18,1.344978e-05,194.98,82.0,-31.17,-70.81,2016-11-05 00:00:00,2.800903201644e+20,20126.711175557262
1401832900000000.0,1.5722611e+16,2.0286174e+20,5.2543374e+19,2.3979301e+18,1.2379767e-05,194.48,82.5,-31.17,-70.81,2016-11-05 00:00:00,2.578201685439e+20,21035.390611018345
1293781300000000.0,2.0654429e+16,1.8674712e+20,4.8280356e+19,2.2052523e+18,1.1391645e-05,194.0,83.0,-31.17,-70.81,2016-11-05 00:00:00,2.372546765103e+20,21288.939640305864
1194025100000000.0,2.6769951e+16,1.7186892e+20,4.4347469e+19,2.0273704e+18,1.0479542e-05,193.54,83.5,-31.17,-70.81,2016-11-05 00:00:00,2.182717233761e+20,22096.183920811407
1101964400000000.0,3.4235914e+16,1.5813785e+20,4.0720778e+19,1.8632176e+18,9.6379699e-06,193.09,84.0,-31.17,-70.81,2016-11-05 00:00:00,2.007571834784e+20,22282.397875010392
1017037700000000.0,4.3210206e+16,1.4547034e+20,3.7377885e+19,1.7117934e+18,8.8617926e-06,192.65,84.5,-31.17,-70.81,2016-11-05 00:00:00,1.846042456437e+20,23086.143377473058
938721610000000.0,5.3833026e+16,1.3378842e+20,3.4297873e+19,1.572166e+18,8.1462158e-06,192.23,85.0,-31.17,-70.81,2016-11-05 00:00:00,1.6971323074761002e+20,23456.12264950432
866524820000000.0,6.6217169e+16,1.2301892e+20,3.1461164e+19,1.4434604e+18,7.4867462e-06,191.83,85.5,-31.17,-70.81,2016-11-05 00:00:00,1.5599062809382e+20,24028.613833817642
799993020000000.0,8.0438948e+16,1.1309412e+20,2.8849615e+19,1.3248671e+18,6.8792187e-06,191.44,86.0,-31.17,-70.81,2016-11-05 00:00:00,1.4334984104102e+20,24408.008899850152
738700020000000.0,9.6530086e+16,1.0395069e+20,2.6446254e+19,1.2156286e+18,6.3197399e-06,191.06,86.5,-31.17,-70.81,2016-11-05 00:00:00,1.3170984138602e+20,25270.77128443215
682250920000000.0,1.1447081e+17,9.5529748e+19,2.4235319e+19,1.1150412e+18,5.8046858e-06,190.69,87.0,-31.17,-70.81,2016-11-05 00:00:00,1.2099526126092e+20,25980.132918245577
630277120000000.0,1.3418559e+17,8.7776476e+19,2.2202144e+19,1.0224497e+18,5.3306876e-06,190.33,87.5,-31.17,-70.81,2016-11-05 00:00:00,1.1113588556712e+20,26365.846764350685
582436020000000.0,1.5554136e+17,8.0639819e+19,2.0333057e+19,9.3724337e+17,4.8945985e-06,189.98,88.0,-31.17,-70.81,2016-11-05 00:00:00,1.0206624316602e+20,26926.15946021754
538410490000000.0,1.7834934e+17,7.4072603e+19,1.8615442e+19,8.5885856e+17,4.4935155e-06,189.64,88.5,-31.17,-70.81,2016-11-05 00:00:00,9.372579131049e+19,27879.063933313308
497904720000000.0,2.0236816e+17,6.8030853e+19,1.7037537e+19,7.8676984e+17,4.1247276e-06,189.31,89.0,-31.17,-70.81,2016-11-05 00:00:00,8.605802590471999e+19,28746.54212139201
460645610000000.0,2.2731118e+17,6.2473859e+19,1.5588458e+19,7.2049025e+17,3.7857246e-06,188.99,89.5,-31.17,-70.81,2016-11-05 00:00:00,7.901057907561002e+19,29396.63236279069
426378950000000.0,2.5285548e+17,5.736387e+19,1.4258105e+19,6.5956919e+17,3.4741772e-06,188.67,90.0,-31.17,-70.81,2016-11-05 00:00:00,7.253482604894999e+19,29873.04992444262
394868020000000.0,2.7865117e+17,5.2665688e+19,1.303708e+19,6.0358536e+17,3.1879122e-06,188.36,90.5,-31.17,-70.81,2016-11-05 00:00:00,6.658539939802e+19,30202.0335202866
365886350000000.0,3.0432778e+17,4.8345689e+19,1.191643e+19,5.5213811e+17,2.9248558e-06,188.06,91.0,-31.17,-70.81,2016-11-05 00:00:00,6.111895077634999e+19,31896.697030110266
